school_name,School Code,tests_taken,SAT_reading_writing,SAT_math,Total # of Classes,avg_class_size,number_of_students,Female %,Male %,perc_english_learner,perc_disabilities,perc_econ_disadvg,District Code,perc_african_american,perc_asian,perc_hispanic,perc_white,perc_native_american,perc_hawaiian_pacific_isl,perc_multi_race_non_hisp,District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,total_exp_per_pupil,year
Silver Lake - Silver Lake Regional High,7600505,329,567,576,488.0,18.3,1261.0,46.8,53.2,16.0,0.9,17.6,7600000.0,1.7,1.2,1.7,94.5,0.2,0.1,0.6,Silver Lake,"          $30,320,760.40",1755.1,"              $17,275.80","          $31,272,595.40",1834.5,17046.93,2019.0
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,4740505,27,561,528,220.0,13.3,361.0,44.9,54.9,36.3,0.8,24.1,4740000.0,5.3,1.4,22.4,67.9,0.3,0.3,2.5,Sizer School: A North Central Charter Essential (District),"           $6,115,348.29",364.1,"              $16,798.10","           $6,115,348.29",364.1,16798.1,2019.0
Somerset Berkley Regional School District - Somerset Berkley Regional High School,7630505,274,545,564,567.0,15.2,1033.0,48.8,51.2,15.6,0.2,12.5,7630000.0,1.4,1.2,4.4,91.6,0.2,0.2,1.2,Somerset Berkley Regional School District,"          $15,141,248.13",1012.7,"              $14,951.37","          $17,242,339.24",1067.7,16149.05,2019.0
Somerville - Somerville High,2740505,279,514,512,611.0,15.3,1235.0,47.0,52.6,46.4,15.0,15.7,2740000.0,12.4,6.6,47.5,31.5,0.1,0.2,1.9,Somerville,"          $96,007,718.31",4961.5,"              $19,350.54","         $111,171,544.42",5466.6,20336.51,2019.0
South Hadley - South Hadley High,2780505,137,571,584,300.0,14.3,569.0,52.2,47.6,26.7,2.6,15.3,2780000.0,2.1,2.6,11.8,80.7,0.0,0.2,2.6,South Hadley,"          $28,125,706.41",1919.5,"              $14,652.62","          $32,524,034.35",2171.3,14979.06,2019.0
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,8290605,81,486,482,496.0,13.9,780.0,41.0,59.0,49.5,16.0,41.9,8290000.0,6.2,0.9,43.1,44.6,2.1,0.0,3.2,South Middlesex Regional Vocational Technical,"          $19,708,891.31",739.4,"              $26,655.25","          $19,708,891.31",739.4,26655.25,2019.0
South Shore Charter Public (District) - South Shore Charter Public School,4880550,97,512,494,505.0,17.9,1003.0,48.4,51.4,23.1,10.6,18.1,4880000.0,32.8,5.4,5.9,49.1,0.4,0.2,6.3,South Shore Charter Public (District),"          $14,875,562.00",946.3,"              $15,720.04","          $14,875,562.00",946.3,15720.04,2019.0
South Shore Regional Vocational Technical - So Shore Vocational Technical High,8730605,62,510,507,415.0,15.6,636.0,31.0,69.0,23.3,0.8,28.3,8730000.0,1.7,1.1,5.0,89.5,0.3,0.0,2.4,South Shore Regional Vocational Technical,"          $13,320,587.00",629.6,"              $21,157.22","          $13,320,587.00",629.6,21157.22,2019.0
Southbridge - Southbridge High School,2770515,52,481,466,164.0,19.0,457.0,46.6,53.4,68.5,19.0,17.1,2770000.0,1.5,1.3,65.0,30.6,0.2,0.2,1.1,Southbridge,"          $35,440,866.18",2005.1,"              $17,675.36","          $40,912,195.03",2367.9,17277.84,2019.0
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,8720605,263,474,472,807.0,15.5,1445.0,50.9,49.0,35.9,2.4,13.5,8720000.0,34.6,1.5,12.5,45.1,0.0,0.0,6.2,Southeastern Regional Vocational Technical,"          $31,180,922.00",1495.3,"              $20,852.62","          $31,195,212.00",1497.3,20834.31,2019.0
Southern Berkshire - Mt Everett Regional,7650505,28,606,579,271.0,11.4,349.0,50.7,48.7,32.1,1.2,21.8,7650000.0,1.7,0.0,7.5,84.8,0.9,0.0,5.2,Southern Berkshire,"          $17,061,182.34",677.8,"              $25,171.41","          $18,124,293.37",794.3,22817.94,2019.0
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,8760605,153,516,515,986.0,14.0,1152.0,41.8,58.3,23.6,0.4,12.8,8760000.0,0.9,0.5,10.8,86.5,0.3,0.0,1.1,Southern Worcester County Regional Vocational Technical,"          $21,599,723.00",1106.2,"              $19,526.06","          $21,791,057.00",1136.8,19168.77,2019.0
Southwick-Tolland-Granville Regional School District - Southwick Regional School,7660505,109,541,543,407.0,13.5,678.0,50.4,49.6,20.2,0.9,16.2,7660000.0,1.5,1.0,3.8,92.0,0.3,0.0,1.3,Southwick-Tolland-Granville Regional School District,"          $22,403,743.97",1518.2,"              $14,756.78","          $24,586,615.97",1620.3,15174.11,2019.0
Spencer-E Brookfield - David Prouty High,7670505,55,537,531,246.0,13.2,280.0,47.5,52.5,38.6,3.9,20.0,7670000.0,3.9,2.9,15.0,75.7,0.7,0.0,1.8,Spencer-E Brookfield,"          $22,240,186.00",1407.7,"              $15,798.95","          $27,583,454.00",1695.5,16268.63,2019.0
Springfield - Conservatory of the Arts,2810475,52,421,405,211.0,11.9,324.0,70.4,29.6,79.9,10.8,21.6,2810000.0,13.9,0.0,71.0,12.7,0.3,0.0,2.2,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444.0,16730.13,2019.0
Springfield - High School Of Commerce,2810510,29,433,447,583.0,16.8,1090.0,49.0,50.9,81.5,21.5,23.4,2810000.0,19.2,1.5,70.6,7.1,0.3,0.2,1.2,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444.0,16730.13,2019.0
Springfield - John J Duggan Middle,2810320,24,432,428,654.0,11.9,797.0,47.7,52.3,72.7,9.0,20.5,2810000.0,27.2,1.9,56.3,13.1,0.3,0.0,1.3,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444.0,16730.13,2019.0
Springfield - Roger L. Putnam Vocational Technical Academy,2810620,338,425,418,872.0,13.6,1382.0,54.1,45.9,71.4,10.2,15.2,2810000.0,18.9,1.7,70.3,8.5,0.0,0.0,0.7,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444.0,16730.13,2019.0
Springfield - Springfield Central High,2810500,463,472,464,986.0,16.6,1994.0,47.0,53.0,69.1,14.7,16.5,2810000.0,23.5,4.7,58.5,11.8,0.1,0.1,1.4,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444.0,16730.13,2019.0
Springfield - Springfield High School of Science and Technology,2810530,253,401,390,720.0,15.5,1243.0,44.8,55.2,80.1,17.5,21.2,2810000.0,17.6,1.8,70.8,8.5,0.2,0.2,1.1,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444.0,16730.13,2019.0
Springfield - The Springfield Renaissance School an Expeditionary Learning School,2810205,99,493,467,475.0,12.5,661.0,50.4,49.6,60.8,4.1,21.0,2810000.0,24.7,1.5,55.5,16.5,0.0,0.2,1.7,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444.0,16730.13,2019.0
Stoneham - Stoneham High,2840505,220,550,543,416.0,14.1,647.0,47.1,52.9,16.7,3.3,16.2,2840000.0,1.9,5.1,8.4,80.5,0.8,0.0,3.4,Stoneham,"          $38,707,099.11",2384.5,"              $16,232.79","          $43,746,583.67",2557.2,17107.22,2019.0
Stoughton - Stoughton High,2850505,294,531,526,700.0,16.0,1029.0,48.7,51.3,30.9,5.1,12.7,2850000.0,26.7,6.9,9.5,53.5,0.1,0.2,3.1,Stoughton,"          $52,692,952.35",3486.9,"              $15,111.69","          $60,707,067.70",3701.5,16400.67,2019.0
Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,273,587,572,529.0,14.5,848.0,54.8,44.8,12.3,0.7,15.2,4890000.0,2.5,3.8,5.5,85.6,0.5,0.0,2.1,Sturgis Charter Public (District),"          $12,869,035.00",838.2,"              $15,353.18","          $12,869,035.00",838.2,15353.18,2019.0
Sutton - Sutton High School,2900510,124,557,552,186.0,14.8,376.0,50.3,49.7,12.0,0.8,8.2,2900000.0,1.6,1.1,3.5,89.1,0.0,0.0,4.8,Sutton,"          $20,093,501.88",1384.2,"              $14,516.33","          $21,426,232.55",1428.8,14995.96,2019.0
Swampscott - Swampscott High,2910505,194,571,585,408.0,14.5,703.0,53.6,46.4,17.2,1.4,15.1,2910000.0,5.4,2.0,13.8,77.0,0.0,0.0,1.9,Swampscott,"          $36,239,717.00",2206.1,"              $16,427.05","          $39,797,317.00",2282.6,17435.08,2019.0
Swansea - Joseph Case High,2920505,104,538,536,263.0,14.0,528.0,48.7,51.3,22.5,0.4,9.5,2920000.0,1.0,1.3,3.4,93.0,0.0,0.0,1.3,Swansea,"          $29,025,830.44",2091.2,"              $13,879.99","          $30,464,416.30",2161.8,14092.15,2019.0
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,99,568,537,531.0,42.2,2347.0,58.8,41.2,46.0,1.2,19.6,39020000.0,7.5,2.6,18.3,64.5,0.3,0.2,6.6,TEC Connections Academy Commonwealth Virtual School District,"          $20,428,159.00",2228.0,"               $9,168.83","          $20,428,159.00",2228.0,9168.83,2019.0
Tantasqua - Tantasqua Regional Sr High,7700505,235,572,600,771.0,13.0,1199.0,51.3,48.7,20.6,0.4,8.4,7700000.0,0.8,1.1,5.8,88.2,0.2,0.1,3.8,Tantasqua,"          $26,131,484.00",1782.4,"              $14,660.84","          $26,442,193.00",1822.5,14508.75,2019.0
Tantasqua - Tantasqua Regional Vocational,7700605,49,529,540,114.0,10.3,483.0,42.2,57.8,27.1,0.4,13.5,7700000.0,0.2,0.2,5.6,90.7,0.2,0.2,2.9,Tantasqua,"          $26,131,484.00",1782.4,"              $14,660.84","          $26,442,193.00",1822.5,14508.75,2019.0
Taunton - Taunton High,2930505,544,506,490,988.0,20.7,2705.0,50.2,49.8,43.3,4.6,15.1,2930000.0,19.3,1.6,13.4,61.0,0.3,0.2,4.2,Taunton,"         $110,347,339.31",8052.1,"              $13,704.17","         $122,045,635.31",8400.0,14529.24,2019.0
Tewksbury - Tewksbury Memorial High,2950505,247,555,560,405.0,19.6,860.0,52.9,47.0,15.8,0.6,13.1,2950000.0,3.3,3.8,4.9,87.1,0.1,0.0,0.8,Tewksbury,"          $57,847,394.97",3438.2,"              $16,824.91","          $65,824,816.47",3609.6,18236.04,2019.0
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,8780605,151,522,519,825.0,15.7,974.0,40.4,59.5,18.2,0.0,29.0,8780000.0,0.9,0.9,6.6,86.7,0.3,0.1,4.5,Tri-County Regional Vocational Technical,"          $21,045,382.00",1042.2,"              $20,193.23","          $21,085,803.00",1044.2,20193.26,2019.0
Triton - Triton Regional High School,7730505,185,558,551,331.0,14.3,665.0,49.9,50.1,19.7,1.7,13.1,7730000.0,1.2,2.0,3.9,91.6,0.2,0.2,1.1,Triton,"          $41,945,927.00",2368.8,"              $17,707.67","          $46,389,313.00",2546.3,18218.32,2019.0
Tyngsborough - Tyngsborough High School,3010505,144,561,565,378.0,15.4,458.0,53.9,46.1,10.0,1.3,10.3,3010000.0,2.0,7.0,5.2,82.1,0.2,0.0,3.5,Tyngsborough,"          $24,623,054.00",1624.7,"              $15,155.45","          $28,033,102.00",1765.9,15874.68,2019.0
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,8790605,115,518,513,356.0,14.1,692.0,36.6,63.4,27.2,0.0,22.0,8790000.0,4.3,1.7,2.9,83.8,0.9,0.1,6.2,Upper Cape Cod Regional Vocational Technical,"          $17,680,564.52",728.8,"              $24,259.83","          $17,687,164.52",730.1,24225.67,2019.0
Uxbridge - Uxbridge High,3040505,113,545,536,340.0,14.5,588.0,44.6,55.4,19.4,1.5,15.5,3040000.0,1.5,1.7,4.9,88.6,0.3,0.0,2.9,Uxbridge,"          $26,532,261.00",1679.7,"              $15,795.83","          $31,170,328.00",1917.9,16252.32,2019.0
Wachusett - Wachusett Regional High,7750505,612,568,569,1152.0,16.3,2038.0,50.4,49.6,11.5,0.5,13.7,7750000.0,2.1,3.3,5.2,87.1,0.1,0.0,2.2,Wachusett,"          $91,996,782.52",7108.6,"              $12,941.62","         $100,984,903.78",7341.9,13754.6,2019.0
Wakefield - Wakefield Memorial High,3050505,317,565,566,533.0,14.9,990.0,51.7,48.2,12.6,1.6,15.8,3050000.0,3.6,3.3,6.7,84.4,0.1,0.1,1.7,Wakefield,"          $53,478,747.51",3499.8,"              $15,280.52","          $58,961,303.61",3629.4,16245.47,2019.0
Walpole - Walpole High,3070505,388,572,566,510.0,17.5,1095.0,49.0,51.1,12.9,2.5,14.9,3070000.0,3.4,5.2,6.1,82.7,0.5,0.0,2.2,Walpole,"          $59,130,327.36",3768.6,"              $15,690.26","          $64,011,429.24",3886.0,16472.32,2019.0
Waltham - Waltham Sr High,3080505,379,525,526,878.0,15.3,1661.0,45.2,54.7,40.0,20.8,14.3,3080000.0,9.9,4.0,45.1,39.1,0.1,0.0,1.8,Waltham,"         $119,090,108.00",5582.8,"              $21,331.61","         $127,009,430.00",5781.5,21968.25,2019.0
Ware - Ware Junior/Senior High School,3090505,64,542,532,254.0,16.2,474.0,49.0,51.1,44.7,0.6,20.0,3090000.0,2.1,0.8,4.4,86.9,0.2,0.6,4.9,Ware,"          $17,989,905.68",1166.5,"              $15,422.12","          $20,631,224.50",1379.0,14961.0,2019.0
Wareham - Wareham Senior High,3100505,85,528,539,525.0,12.2,621.0,49.8,50.1,45.3,0.5,27.5,3100000.0,9.5,1.3,7.6,68.3,1.6,0.0,11.8,Wareham,"          $38,955,582.53",2119.9,"              $18,376.14","          $45,445,371.50",2528.1,17976.1,2019.0
Watertown - Watertown High,3140505,163,548,561,414.0,14.1,697.0,48.2,51.8,31.4,9.6,15.5,3140000.0,4.7,7.8,21.5,61.3,1.0,0.0,3.7,Watertown,"          $55,747,752.54",2644.8,"              $21,078.25","          $62,615,504.23",2792.5,22422.74,2019.0
Wayland - Wayland High School,3150505,204,618,638,444.0,14.0,838.0,49.8,50.2,5.1,1.0,20.8,3150000.0,4.4,17.9,4.9,66.0,0.0,0.1,6.7,Wayland,"          $50,694,164.73",2707.1,"              $18,726.37","          $53,689,167.16",2761.4,19442.73,2019.0
Webster - Bartlett High School,3160505,83,518,516,229.0,15.8,422.0,52.8,46.9,49.5,8.3,14.5,3160000.0,7.6,2.6,28.0,54.5,0.2,0.2,6.9,Webster,"          $28,611,463.00",1843.5,"              $15,520.19","          $32,771,151.00",2054.8,15948.58,2019.0
Wellesley - Wellesley Sr High,3170505,349,625,628,679.0,16.5,1503.0,49.1,50.8,5.9,0.5,15.6,3170000.0,3.9,12.6,4.4,73.8,0.0,0.0,5.4,Wellesley,"          $97,780,268.76",4954.8,"              $19,734.45","         $105,659,336.95",5027.5,21016.28,2019.0
West Boylston - West Boylston Junior/Senior High,3220505,55,572,550,365.0,13.5,502.0,53.6,46.4,19.9,2.0,14.5,3220000.0,2.8,1.6,11.8,80.7,0.2,0.0,3.0,West Boylston,"          $14,937,057.06",891.2,"              $16,760.61","          $17,293,431.06",996.9,17347.21,2019.0
West Bridgewater - West Bridgewater Junior/Senior,3230505,129,552,536,446.0,17.2,641.0,52.9,47.1,18.1,0.8,9.1,3230000.0,5.8,1.3,4.5,85.2,0.3,0.0,3.0,West Bridgewater,"          $17,099,102.50",1346.6,"              $12,697.98","          $18,842,713.20",1387.5,13580.33,2019.0
West Springfield - West Springfield High,3320505,198,549,549,702.0,16.3,1241.0,47.5,52.5,43.8,7.6,19.5,3320000.0,4.0,7.5,20.2,66.0,0.2,0.0,2.3,West Springfield,"          $57,095,812.00",4097.0,"              $13,936.00","          $63,805,250.00",4282.5,14899.07,2019.0
Westborough - Westborough High,3210505,315,593,610,705.0,15.2,1157.0,49.0,50.9,11.2,3.4,8.7,3210000.0,1.6,26.8,7.6,60.3,0.0,0.1,3.5,Westborough,"          $64,489,874.72",3946.4,"              $16,341.44","          $67,972,966.98",3998.7,16998.77,2019.0
Westfield - Westfield High,3250505,240,553,535,681.0,14.9,1175.0,52.6,47.2,29.6,3.4,18.7,3250000.0,2.3,3.4,14.8,76.8,0.2,0.0,2.6,Westfield,"          $79,145,979.64",5305.7,"              $14,917.16","          $86,879,488.64",5605.6,15498.7,2019.0
Westfield - Westfield Technical Academy,3250605,22,490,471,288.0,14.2,558.0,35.5,64.5,37.3,2.7,26.9,3250000.0,1.4,1.4,10.8,84.4,0.2,0.2,1.6,Westfield,"          $79,145,979.64",5305.7,"              $14,917.16","          $86,879,488.64",5605.6,15498.7,2019.0
Westford - Westford Academy,3260505,533,608,624,733.0,18.7,1685.0,47.7,52.2,5.1,0.6,11.2,3260000.0,1.1,25.2,1.7,68.5,0.1,0.1,3.5,Westford,"          $72,795,144.70",5084.3,"              $14,317.63","          $78,167,478.70",5166.2,15130.56,2019.0
Weston - Weston High,3300505,148,627,652,520.0,13.6,663.0,48.3,51.7,6.0,2.1,19.5,3300000.0,6.3,18.6,3.5,67.0,0.5,0.0,4.2,Weston,"          $52,262,282.61",2092.8,"              $24,972.42","          $55,013,702.14",2128.5,25846.23,2019.0
Westport - Westport Junior/Senior High School,3310515,58,568,528,389.0,14.4,569.0,44.1,55.9,24.1,0.4,15.1,3310000.0,0.5,0.9,3.5,90.7,0.5,0.0,3.9,Westport,"          $22,547,248.00",1446.9,"              $15,583.14","          $24,786,885.00",1563.2,15856.5,2019.0
Westwood - Westwood High,3350505,356,596,611,516.0,14.5,1005.0,54.7,45.3,5.7,0.3,14.0,3350000.0,3.7,9.9,3.3,81.0,0.0,0.0,2.2,Westwood,"          $58,330,737.00",3098.8,"              $18,823.65","          $60,329,359.00",3122.1,19323.33,2019.0
Weymouth - Weymouth High School,3360505,485,536,531,916.0,15.4,1852.0,49.2,50.6,27.7,3.2,17.1,3360000.0,5.9,5.0,9.8,75.3,0.2,0.1,3.7,Weymouth,"          $88,107,775.58",5797.3,"              $15,198.07","         $100,764,928.51",6211.7,16221.8,2019.0
Whitman-Hanson - Whitman Hanson Regional,7800505,333,541,526,431.0,21.2,1156.0,49.2,50.8,15.8,1.0,13.1,7800000.0,3.4,1.1,4.2,88.2,0.6,0.3,2.2,Whitman-Hanson,"          $50,989,597.96",3804.3,"              $13,403.15","          $55,505,931.27",3939.2,14090.66,2019.0
Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,183,514,490,604.0,15.3,1247.0,46.0,53.8,31.1,1.6,19.8,8850000.0,2.6,1.3,23.8,69.1,0.4,0.0,2.8,Whittier Regional Vocational Technical,"          $25,178,735.00",1216.1,"              $20,704.49","          $25,241,624.00",1216.1,20756.21,2019.0
Wilmington - Wilmington High,3420505,266,558,543,435.0,15.7,803.0,50.8,48.9,8.0,0.6,12.5,3420000.0,1.4,5.5,4.4,85.8,0.0,0.0,3.0,Wilmington,"          $54,164,567.00",3186.7,"              $16,997.07","          $61,192,272.00",3277.0,18673.26,2019.0
Winchendon - Murdock High School,3430515,59,529,512,117.0,12.6,263.0,48.7,51.3,38.0,1.9,24.0,3430000.0,1.5,4.9,8.0,82.5,0.4,0.0,2.7,Winchendon,"          $17,938,547.00",1256.9,"              $14,272.06","          $20,624,970.00",1456.2,14163.56,2019.0
Winchester - Winchester High School,3440505,380,617,636,667.0,16.8,1419.0,51.4,48.6,6.5,0.8,16.9,3440000.0,1.5,18.9,4.1,71.5,0.3,0.1,3.7,Winchester,"          $64,961,404.21",4635.8,"              $14,012.99","          $69,152,878.26",4701.1,14709.94,2019.0
Winthrop - Winthrop High School,3460505,155,539,525,218.0,18.0,596.0,50.0,50.0,26.9,4.4,15.3,3460000.0,1.2,1.0,15.6,81.7,0.0,0.0,0.5,Winthrop,"          $26,504,844.36",1977.7,"              $13,401.85","          $28,618,489.47",2034.3,14067.98,2019.0
Woburn - Woburn High,3470505,294,549,551,647.0,15.2,1281.0,51.5,48.4,26.8,8.5,16.3,3470000.0,7.0,6.3,13.6,71.0,0.6,0.1,1.6,Woburn,"          $79,508,427.98",4533.6,"              $17,537.59","          $86,647,131.64",4683.9,18498.93,2019.0
Worcester - Burncoat Senior High,3480503,293,458,454,674.0,13.1,1064.0,49.0,51.0,59.5,24.3,25.1,3480000.0,18.6,3.7,42.8,30.5,0.0,0.0,4.5,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,15110.24,2019.0
Worcester - Claremont Academy,3480350,111,428,421,267.0,18.6,559.0,48.3,51.7,68.7,34.7,10.9,3480000.0,11.3,8.6,72.3,5.9,0.2,0.0,1.8,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,15110.24,2019.0
Worcester - Doherty Memorial High,3480512,471,494,499,908.0,13.3,1448.0,45.0,55.0,45.1,18.3,15.2,3480000.0,16.7,6.1,33.3,39.4,0.2,0.0,4.4,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,15110.24,2019.0
Worcester - North High,3480515,296,425,420,649.0,15.1,1154.0,49.3,50.7,69.2,28.6,21.2,3480000.0,21.9,6.0,50.9,18.0,0.1,0.0,3.1,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,15110.24,2019.0
Worcester - South High Community,3480520,322,466,473,741.0,15.1,1308.0,48.2,51.8,63.3,30.0,21.2,3480000.0,18.4,11.6,45.5,21.4,0.1,0.0,3.0,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,15110.24,2019.0
Worcester - University Pk Campus School,3480285,53,484,486,134.0,17.1,243.0,51.9,48.2,65.0,21.0,12.4,3480000.0,13.2,18.9,54.3,8.6,0.4,0.0,4.5,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,15110.24,2019.0
Worcester - Worcester Technical High,3480605,420,486,487,710.0,16.0,1468.0,55.8,44.2,46.2,5.5,11.4,3480000.0,16.4,7.9,36.7,35.4,0.1,0.1,3.4,Worcester,"         $376,560,759.76",25430.4,"              $14,807.50","         $431,856,728.52",28580.4,15110.24,2019.0
