School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Roxana Sr High School,Roxana CUSD 1,454.1,448.1,111.0,111.0,Illinois,38.8500517,-90.0752407,323 Chaffer Avenue,62084,Madison County,Roxana,17119,"323 Chaffer Avenue, Roxana, Illinois, 62084",401000,17119401000,2021.0,401000.0,Madison County,Illinois,162.0,36.0,66.0,56.0,4.0,1632.0,22.0,90.0,627.0,443.0,177.0,229.0,44.0,22.2,40.7,34.6,2.5,1.3,5.5,38.4,27.1,10.8,14.0,2.7,1033.0,44938.0,65635.0,2261.0,32.0,1.4,2229.0,98.6,2097.0,92.7,82.0,3.6,5.0,0.2,8.0,0.4,2.0,0.1,0.0,0.0,35.0,1.5
Triad High School,Triad CUSD 2,508.5,519.0,284.0,284.0,Illinois,41.4947122,-88.7686382,,N/A,LaSalle County,N/A,17099,,962300,17099962300,2021.0,962300.0,LaSalle County,Illinois,604.0,221.0,104.0,249.0,30.0,5536.0,97.0,825.0,1868.0,1288.0,556.0,654.0,248.0,36.6,17.2,41.2,5.0,1.8,14.9,33.7,23.3,10.0,11.8,4.5,2291.0,79362.0,98524.0,7231.0,457.0,6.3,6774.0,93.7,5332.0,73.7,1201.0,16.6,0.0,0.0,13.0,0.2,0.0,0.0,0.0,0.0,228.0,3.2
Highland High School,Highland CUSD 5,506.5,515.2,205.0,205.0,Illinois,38.7562872,-89.67414629999999,12760 Troxler Avenue,62249,Madison County,Highland,17119,"12760 Troxler Avenue, Highland, Illinois, 62249",403601,17119403601,2021.0,403601.0,Madison County,Illinois,74.0,8.0,16.0,40.0,10.0,3068.0,8.0,93.0,850.0,791.0,296.0,627.0,403.0,10.8,21.6,54.1,13.5,0.3,3.0,27.7,25.8,9.6,20.4,13.1,1730.0,78095.0,95008.0,4005.0,34.0,0.8,3971.0,99.2,3814.0,95.2,38.0,0.9,0.0,0.0,70.0,1.7,0.0,0.0,0.0,0.0,49.0,1.2
Edwardsville High School,Edwardsville CUSD 7,526.4,522.1,545.0,545.0,Illinois,38.78875499999999,-89.97524899999999,6161 Center Grove Road,62025,Madison County,Edwardsville,17119,"6161 Center Grove Road, Edwardsville, Illinois, 62025",403001,17119403001,2021.0,403001.0,Madison County,Illinois,877.0,38.0,119.0,521.0,199.0,3815.0,31.0,197.0,805.0,872.0,309.0,849.0,752.0,4.3,13.6,59.4,22.7,0.8,5.2,21.1,22.9,8.1,22.3,19.7,2304.0,65445.0,93684.0,5864.0,162.0,2.8,5702.0,97.2,5123.0,87.4,405.0,6.9,16.0,0.3,78.0,1.3,0.0,0.0,0.0,0.0,80.0,1.4
Civic Memorial High School,Bethalto CUSD 8,463.6,446.2,196.0,196.0,Illinois,38.9094921,-90.06320529999999,200 School Street,62010,Madison County,Bethalto,17119,"200 School Street, Bethalto, Illinois, 62010",401721,17119401721,2021.0,401721.0,Madison County,Illinois,212.0,0.0,140.0,63.0,9.0,3953.0,44.0,91.0,1468.0,787.0,465.0,810.0,288.0,0.0,66.0,29.7,4.2,1.1,2.3,37.1,19.9,11.8,20.5,7.3,2236.0,68226.0,81978.0,5585.0,0.0,0.0,5585.0,100.0,5419.0,97.0,31.0,0.6,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,130.0,2.3
Granite City High School,Granite City CUSD 9,454.1,432.7,343.0,343.0,Illinois,38.7179873,-90.1255238,3101 Madison Avenue,62040,Madison County,Granite City,17119,"3101 Madison Avenue, Granite City, Illinois, 62040",400101,17119400101,2021.0,400101.0,Madison County,Illinois,31.0,0.0,14.0,17.0,0.0,1955.0,10.0,64.0,736.0,645.0,222.0,174.0,104.0,0.0,45.2,54.8,0.0,0.5,3.3,37.6,33.0,11.4,8.9,5.3,1147.0,65392.0,67960.0,2850.0,93.0,3.3,2757.0,96.7,2373.0,83.3,135.0,4.7,0.0,0.0,41.0,1.4,0.0,0.0,0.0,0.0,208.0,7.3
Collinsville High School,Collinsville CUSD 10,468.7,458.0,431.0,431.0,Illinois,38.6469424,-90.011673,2201 South Morrison Avenue,62234,St. Clair County,Collinsville,17163,"2201 South Morrison Avenue, Collinsville, Illinois, 62234",503412,17163503412,2021.0,503412.0,St. Clair County,Illinois,414.0,80.0,140.0,194.0,0.0,4116.0,184.0,147.0,1335.0,934.0,312.0,680.0,524.0,19.3,33.8,46.9,0.0,4.5,3.6,32.4,22.7,7.6,16.5,12.7,2290.0,70313.0,81945.0,5483.0,575.0,10.5,4908.0,89.5,4005.0,73.0,560.0,10.2,0.0,0.0,223.0,4.1,0.0,0.0,0.0,0.0,120.0,2.2
Alton High School,Alton CUSD 11,468.0,450.9,371.0,371.0,Illinois,38.936015,-90.1593558,4200 Humbert Road,62002,Madison County,Alton,17119,"4200 Humbert Road, Alton, Illinois, 62002",402701,17119402701,2021.0,402701.0,Madison County,Illinois,441.0,8.0,268.0,119.0,46.0,5357.0,19.0,169.0,1520.0,1646.0,719.0,819.0,465.0,1.8,60.8,27.0,10.4,0.4,3.2,28.4,30.7,13.4,15.3,8.7,3137.0,74924.0,80038.0,6860.0,38.0,0.6,6822.0,99.4,5657.0,82.5,889.0,13.0,0.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,268.0,3.9
Madison Senior High School,Madison CUSD 12,392.3,369.2,26.0,26.0,Illinois,38.6823289,-90.143275,600 Farrish Street,62060,Madison County,Madison,17119,"600 Farrish Street, Madison, Illinois, 62060",400903,17119400903,2021.0,400903.0,Madison County,Illinois,316.0,114.0,112.0,90.0,0.0,2838.0,101.0,385.0,961.0,812.0,295.0,200.0,84.0,36.1,35.4,28.5,0.0,3.6,13.6,33.9,28.6,10.4,7.0,3.0,1809.0,44304.0,58224.0,4592.0,934.0,20.3,3658.0,79.7,3132.0,68.2,239.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,239.0,5.2
East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,447.0,426.3,143.0,143.0,Illinois,38.871441,-90.098101,777 North Wood River Avenue,62095,Madison County,Wood River,17119,"777 North Wood River Avenue, Wood River, Illinois, 62095",401101,17119401101,2021.0,401101.0,Madison County,Illinois,122.0,38.0,6.0,64.0,14.0,1987.0,51.0,229.0,894.0,358.0,233.0,137.0,85.0,31.1,4.9,52.5,11.5,2.6,11.5,45.0,18.0,11.7,6.9,4.3,1153.0,46113.0,52627.0,2887.0,12.0,0.4,2875.0,99.6,2508.0,86.9,169.0,5.9,14.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,184.0,6.4
Johnsburg High School,Johnsburg CUSD 12,501.9,490.7,137.0,137.0,Illinois,42.402942,-88.234422,2002 West Ringwood Road,60051,McHenry County,Johnsburg,17111,"2002 West Ringwood Road, Johnsburg, Illinois, 60051",870703,17111870703,2021.0,870703.0,McHenry County,Illinois,428.0,64.0,120.0,153.0,91.0,3759.0,50.0,81.0,1374.0,743.0,251.0,828.0,432.0,15.0,28.0,35.7,21.3,1.3,2.2,36.6,19.8,6.7,22.0,11.5,1899.0,122101.0,136328.0,5450.0,120.0,2.2,5330.0,97.8,5047.0,92.6,40.0,0.7,0.0,0.0,76.0,1.4,0.0,0.0,49.0,0.9,118.0,2.2
Alden-Hebron High School,Alden Hebron SD 19,494.4,476.9,16.0,16.0,Illinois,42.46568180000001,-88.4309438,9604 Illinois Street,60034,McHenry County,Hebron,17111,"9604 Illinois Street, Hebron, Illinois, 60034",870103,17111870103,2021.0,870103.0,McHenry County,Illinois,201.0,26.0,67.0,105.0,3.0,1796.0,33.0,123.0,639.0,477.0,171.0,254.0,99.0,12.9,33.3,52.2,1.5,1.8,6.8,35.6,26.6,9.5,14.1,5.5,931.0,76875.0,100098.0,2560.0,436.0,17.0,2124.0,83.0,2061.0,80.5,38.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.9
Harvard High School,Harvard CUSD 50,457.4,442.5,158.0,158.0,Illinois,42.4282907,-88.6095067,1103 North Jefferson Street,60033,McHenry County,Harvard,17111,"1103 North Jefferson Street, Harvard, Illinois, 60033",870302,17111870302,2021.0,870302.0,McHenry County,Illinois,411.0,131.0,166.0,104.0,10.0,2621.0,446.0,397.0,842.0,466.0,150.0,245.0,75.0,31.9,40.4,25.3,2.4,17.0,15.1,32.1,17.8,5.7,9.3,2.9,1392.0,62976.0,66088.0,4448.0,2492.0,56.0,1956.0,44.0,1797.0,40.4,39.0,0.9,0.0,0.0,21.0,0.5,0.0,0.0,28.0,0.6,71.0,1.6
Marengo High School,Marengo CHSD 154,505.3,510.8,138.0,138.0,Illinois,42.24763009999999,-88.6144839,,N/A,McHenry County,N/A,17111,,871004,17111871004,2021.0,871004.0,McHenry County,Illinois,788.0,0.0,289.0,391.0,108.0,3931.0,75.0,64.0,1580.0,1147.0,230.0,476.0,359.0,0.0,36.7,49.6,13.7,1.9,1.6,40.2,29.2,5.9,12.1,9.1,2325.0,83510.0,92831.0,6508.0,635.0,9.8,5873.0,90.2,5756.0,88.4,82.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.5
Crystal Lake Central High Scho,CHSD 155,503.6,501.0,390.0,390.0,Illinois,42.2371245,-88.3225418,45 West Franklin Street,60014,McHenry County,Crystal Lake,17111,"45 West Franklin Street, Crystal Lake, Illinois, 60014",871301,17111871301,2021.0,871301.0,McHenry County,Illinois,405.0,16.0,143.0,225.0,21.0,3018.0,75.0,135.0,473.0,615.0,375.0,881.0,464.0,4.0,35.3,55.6,5.2,2.5,4.5,15.7,20.4,12.4,29.2,15.4,1820.0,91667.0,107696.0,4549.0,548.0,12.0,4001.0,88.0,3831.0,84.2,0.0,0.0,0.0,0.0,40.0,0.9,0.0,0.0,83.0,1.8,47.0,1.0
Cary-Grove Community High Scho,CHSD 155,533.6,523.9,408.0,408.0,Illinois,42.2211423,-88.2417567,2208 Three Oaks Road,60013,McHenry County,Cary,17111,"2208 Three Oaks Road, Cary, Illinois, 60013",871305,17111871305,2021.0,871304.0,McHenry County,Illinois,531.0,37.0,120.0,335.0,39.0,3888.0,31.0,133.0,657.0,770.0,278.0,1322.0,697.0,7.0,22.6,63.1,7.3,0.8,3.4,16.9,19.8,7.2,34.0,17.9,1939.0,121615.0,176654.0,6029.0,601.0,10.0,5428.0,90.0,5246.0,87.0,22.0,0.4,0.0,0.0,11.0,0.2,0.0,0.0,20.0,0.3,129.0,2.1
Crystal Lake South High School,CHSD 155,514.0,505.1,330.0,330.0,Illinois,42.21058379999999,-88.338875,McHenry Avenue,60014,McHenry County,Crystal Lake,17111,"McHenry Avenue, Crystal Lake, Illinois, 60014",871201,17111871201,2021.0,871201.0,McHenry County,Illinois,290.0,0.0,139.0,135.0,16.0,4950.0,46.0,183.0,1047.0,1647.0,272.0,1084.0,671.0,0.0,47.9,46.6,5.5,0.9,3.7,21.2,33.3,5.5,21.9,13.6,2703.0,97654.0,107442.0,7582.0,957.0,12.6,6625.0,87.4,6145.0,81.0,18.0,0.2,5.0,0.1,13.0,0.2,0.0,0.0,0.0,0.0,444.0,5.9
Prairie Ridge High School,CHSD 155,543.6,543.6,301.0,301.0,Illinois,42.2703909,-88.31459249999999,6000 Dvorak Drive,60012,McHenry County,Crystal Lake,17111,"6000 Dvorak Drive, Crystal Lake, Illinois, 60012",870813,17111870813,2021.0,870812.0,McHenry County,Illinois,327.0,51.0,54.0,111.0,111.0,3648.0,27.0,28.0,890.0,853.0,467.0,810.0,573.0,15.6,16.5,33.9,33.9,0.7,0.8,24.4,23.4,12.8,22.2,15.7,2021.0,88125.0,115169.0,4707.0,271.0,5.8,4436.0,94.2,4387.0,93.2,15.0,0.3,0.0,0.0,12.0,0.3,0.0,0.0,0.0,0.0,22.0,0.5
McHenry High School-West Campu,McHenry CHSD 156,498.7,486.5,337.0,337.0,Illinois,42.3357757,-88.2897531,4724 West Crystal Lake Road,60050,McHenry County,McHenry,17111,"4724 West Crystal Lake Road, McHenry, Illinois, 60050",870605,17111870605,2021.0,870604.0,McHenry County,Illinois,647.0,182.0,58.0,289.0,118.0,4441.0,347.0,131.0,1273.0,1152.0,565.0,729.0,244.0,28.1,9.0,44.7,18.2,7.8,2.9,28.7,25.9,12.7,16.4,5.5,2533.0,68250.0,84250.0,6562.0,1109.0,16.9,5453.0,83.1,5295.0,80.7,0.0,0.0,11.0,0.2,102.0,1.6,0.0,0.0,0.0,0.0,45.0,0.7
McHenry  East High School,McHenry CHSD 156,488.8,480.6,129.0,129.0,Illinois,42.3421965,-88.2666488,1012 North Green Street,60050,McHenry County,McHenry,17111,"1012 North Green Street, McHenry, Illinois, 60050",870606,17111870606,2021.0,870606.0,McHenry County,Illinois,212.0,16.0,42.0,143.0,11.0,2845.0,43.0,138.0,1247.0,647.0,139.0,506.0,125.0,7.5,19.8,67.5,5.2,1.5,4.9,43.8,22.7,4.9,17.8,4.4,1608.0,68418.0,86362.0,3797.0,889.0,23.4,2908.0,76.6,2794.0,73.6,9.0,0.2,0.0,0.0,83.0,2.2,0.0,0.0,0.0,0.0,22.0,0.6
Richmond-Burton High School,Richmond-Burton CHSD 157,526.8,527.1,136.0,136.0,Illinois,42.4450283,-88.2820333,4213 U.S. 12,60071,McHenry County,Richmond,17111,"4213 U.S. 12, Richmond, Illinois, 60071",870104,17111870104,2021.0,870104.0,McHenry County,Illinois,325.0,25.0,142.0,103.0,55.0,3607.0,13.0,115.0,1075.0,994.0,224.0,856.0,330.0,7.7,43.7,31.7,16.9,0.4,3.2,29.8,27.6,6.2,23.7,9.1,2123.0,74087.0,113322.0,4906.0,407.0,8.3,4499.0,91.7,4280.0,87.2,36.0,0.7,14.0,0.3,29.0,0.6,0.0,0.0,0.0,0.0,140.0,2.9
Huntley High School,Huntley Community School Distr,538.4,531.1,750.0,750.0,Illinois,42.1620286,-88.464359,13719 Harmony Road,60142,McHenry County,Huntley,17111,"13719 Harmony Road, Huntley, Illinois, 60142",871501,17111871501,2021.0,871501.0,McHenry County,Illinois,70.0,21.0,38.0,11.0,0.0,5320.0,58.0,49.0,1519.0,1636.0,499.0,1029.0,530.0,30.0,54.3,15.7,0.0,1.1,0.9,28.6,30.8,9.4,19.3,10.0,3326.0,73790.0,97317.0,6325.0,0.0,0.0,6325.0,100.0,5778.0,91.4,335.0,5.3,0.0,0.0,55.0,0.9,0.0,0.0,0.0,0.0,157.0,2.5
Woodstock High School,Woodstock CUSD 200,516.3,483.1,247.0,247.0,Illinois,42.3118411,-88.45407410000001,501 West South Street,60098,McHenry County,Woodstock,17111,"501 West South Street, Woodstock, Illinois, 60098",870904,17111870904,2021.0,870904.0,McHenry County,Illinois,789.0,98.0,72.0,471.0,148.0,3479.0,231.0,158.0,1024.0,808.0,286.0,591.0,381.0,12.4,9.1,59.7,18.8,6.6,4.5,29.4,23.2,8.2,17.0,11.0,1877.0,85875.0,93706.0,5227.0,1572.0,30.1,3655.0,69.9,3535.0,67.6,52.0,1.0,8.0,0.2,11.0,0.2,0.0,0.0,0.0,0.0,49.0,0.9
Woodstock North High School,Woodstock CUSD 200,494.9,482.2,218.0,218.0,Illinois,42.3504688,-88.4259654,3000 Raffel Road,60098,McHenry County,Woodstock,17111,"3000 Raffel Road, Woodstock, Illinois, 60098",870404,17111870404,2021.0,870404.0,McHenry County,Illinois,336.0,17.0,206.0,111.0,2.0,2559.0,33.0,92.0,564.0,704.0,228.0,511.0,427.0,5.1,61.3,33.0,0.6,1.3,3.6,22.0,27.5,8.9,20.0,16.7,1424.0,88889.0,113277.0,3773.0,587.0,15.6,3186.0,84.4,3074.0,81.5,0.0,0.0,0.0,0.0,28.0,0.7,0.0,0.0,60.0,1.6,24.0,0.6
Valmeyer High School,Valmeyer CUSD 3,489.2,474.6,24.0,24.0,Illinois,38.3100771,-90.27808619999999,300 South Cedar Bluff,62295,Monroe County,Valmeyer,17133,"300 South Cedar Bluff, Valmeyer, Illinois, 62295",600402,17133600402,2021.0,600402.0,Monroe County,Illinois,426.0,73.0,235.0,88.0,30.0,3394.0,29.0,196.0,1018.0,804.0,364.0,646.0,337.0,17.1,55.2,20.7,7.0,0.9,5.8,30.0,23.7,10.7,19.0,9.9,1698.0,93095.0,111369.0,4854.0,159.0,3.3,4695.0,96.7,4666.0,96.1,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.5
Columbia High School,Columbia CUSD 4,517.0,526.3,139.0,139.0,Illinois,38.446838,-90.21611299999999,77 Veterans Parkway,62236,Monroe County,Columbia,17133,"77 Veterans Parkway, Columbia, Illinois, 62236",600103,17133600103,2021.0,600103.0,Monroe County,Illinois,44.0,23.0,0.0,21.0,0.0,2439.0,0.0,86.0,621.0,646.0,327.0,444.0,315.0,52.3,0.0,47.7,0.0,0.0,3.5,25.5,26.5,13.4,18.2,12.9,1472.0,75278.0,97418.0,3206.0,59.0,1.8,3147.0,98.2,3081.0,96.1,0.0,0.0,0.0,0.0,9.0,0.3,0.0,0.0,24.0,0.7,33.0,1.0
Waterloo High School,Waterloo CUSD 5,510.1,502.6,195.0,195.0,Illinois,38.319154,-90.13986179999999,505 East Bulldog,62298,Monroe County,Waterloo,17133,"505 East Bulldog, Waterloo, Illinois, 62298",600501,17133600501,2021.0,600501.0,Monroe County,Illinois,471.0,41.0,271.0,159.0,0.0,4458.0,16.0,150.0,1325.0,951.0,643.0,1005.0,368.0,8.7,57.5,33.8,0.0,0.4,3.4,29.7,21.3,14.4,22.5,8.3,2505.0,83477.0,106081.0,6238.0,85.0,1.4,6153.0,98.6,6066.0,97.2,17.0,0.3,0.0,0.0,40.0,0.6,0.0,0.0,0.0,0.0,30.0,0.5
Coulterville High School,Coulterville USD 1,465.4,478.5,13.0,13.0,Illinois,38.1869351,-89.6066384,100 North Seventh Street,62237,Randolph County,Coulterville,17157,"100 North Seventh Street, Coulterville, Illinois, 62237",950500,17157950500,2021.0,950500.0,Randolph County,Illinois,101.0,9.0,53.0,39.0,0.0,1470.0,36.0,102.0,514.0,396.0,208.0,117.0,97.0,8.9,52.5,38.6,0.0,2.4,6.9,35.0,26.9,14.1,8.0,6.6,826.0,60000.0,69082.0,1935.0,11.0,0.6,1924.0,99.4,1840.0,95.1,31.0,1.6,0.0,0.0,7.0,0.4,0.0,0.0,0.0,0.0,46.0,2.4
Red Bud High School,Red Bud CUSD 132,475.3,457.8,95.0,95.0,Illinois,38.2046594,-89.9959458,815 Locust Street,62278,Randolph County,Red Bud,17157,"815 Locust Street, Red Bud, Illinois, 62278",950800,17157950800,2021.0,950800.0,Randolph County,Illinois,283.0,18.0,145.0,94.0,26.0,3199.0,42.0,186.0,1073.0,905.0,478.0,199.0,316.0,6.4,51.2,33.2,9.2,1.3,5.8,33.5,28.3,14.9,6.2,9.9,1893.0,62625.0,75943.0,4631.0,41.0,0.9,4590.0,99.1,4430.0,95.7,0.0,0.0,0.0,0.0,134.0,2.9,14.0,0.3,0.0,0.0,12.0,0.3
Steeleville High School,Steeleville CUSD 138,460.9,457.7,44.0,44.0,Illinois,38.0004543,-89.66037440000001,701 South Sparta Street,62288,Randolph County,Steeleville,17157,"701 South Sparta Street, Steeleville, Illinois, 62288",951100,17157951100,2021.0,951100.0,Randolph County,Illinois,366.0,75.0,159.0,129.0,3.0,2324.0,159.0,163.0,872.0,630.0,248.0,142.0,110.0,20.5,43.4,35.2,0.8,6.8,7.0,37.5,27.1,10.7,6.1,4.7,1462.0,49593.0,63460.0,3625.0,286.0,7.9,3339.0,92.1,3236.0,89.3,47.0,1.3,3.0,0.1,11.0,0.3,0.0,0.0,0.0,0.0,42.0,1.2
Chester High School,Chester CUSD 139,450.6,430.0,87.0,87.0,Illinois,37.92000669999999,-89.8130879,1901 Swanwick Street,62233,Randolph County,Chester,17157,"1901 Swanwick Street, Chester, Illinois, 62233",951201,17157951201,2021.0,951201.0,Randolph County,Illinois,69.0,15.0,30.0,24.0,0.0,1498.0,51.0,49.0,783.0,401.0,97.0,70.0,47.0,21.7,43.5,34.8,0.0,3.4,3.3,52.3,26.8,6.5,4.7,3.1,795.0,55792.0,65836.0,1924.0,24.0,1.2,1900.0,98.8,1876.0,97.5,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0
Sparta High School,Sparta CUSD 140,449.9,441.0,73.0,73.0,Illinois,38.132086,-89.70534049999999,205 West Hood Avenue,62286,Randolph County,Sparta,17157,"205 West Hood Avenue, Sparta, Illinois, 62286",950600,17157950600,2021.0,950600.0,Randolph County,Illinois,539.0,75.0,219.0,196.0,49.0,2680.0,75.0,134.0,984.0,607.0,190.0,343.0,347.0,13.9,40.6,36.4,9.1,2.8,5.0,36.7,22.6,7.1,12.8,12.9,1802.0,57000.0,78348.0,4004.0,89.0,2.2,3915.0,97.8,2886.0,72.1,915.0,22.9,0.0,0.0,13.0,0.3,0.0,0.0,7.0,0.2,94.0,2.3
Dixon High School,Dixon USD 170,490.9,469.9,179.0,179.0,Illinois,41.8460522,-89.4881091,300 Lincoln Statue Drive,61021,Lee County,Dixon,17103,"300 Lincoln Statue Drive, Dixon, Illinois, 61021",000500,17103000500,2021.0,500.0,Lee County,Illinois,321.0,65.0,125.0,131.0,0.0,3633.0,24.0,186.0,1222.0,1007.0,456.0,512.0,226.0,20.2,38.9,40.8,0.0,0.7,5.1,33.6,27.7,12.6,14.1,6.2,2241.0,66692.0,80792.0,4866.0,437.0,9.0,4429.0,91.0,3987.0,81.9,253.0,5.2,0.0,0.0,70.0,1.4,0.0,0.0,0.0,0.0,119.0,2.4
Amboy High School,Amboy CUSD 272,482.0,470.4,50.0,50.0,Illinois,41.720035,-89.3336113,11 East Hawley Street,61310,Lee County,Amboy,17103,"11 East Hawley Street, Amboy, Illinois, 61310",000800,17103000800,2021.0,800.0,Lee County,Illinois,233.0,21.0,43.0,146.0,23.0,2496.0,46.0,130.0,1039.0,650.0,265.0,254.0,112.0,9.0,18.5,62.7,9.9,1.8,5.2,41.6,26.0,10.6,10.2,4.5,1441.0,63105.0,74321.0,3523.0,127.0,3.6,3396.0,96.4,3288.0,93.3,17.0,0.5,0.0,0.0,31.0,0.9,12.0,0.3,0.0,0.0,48.0,1.4
Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 27,439.7,439.0,29.0,29.0,Illinois,41.8658359,-89.2294711,611 Western Avenue,61006,Lee County,Ashton,17103,"611 Western Avenue, Ashton, Illinois, 61006",000100,17103000100,2021.0,100.0,Lee County,Illinois,220.0,45.0,92.0,78.0,5.0,1888.0,60.0,109.0,689.0,540.0,150.0,245.0,95.0,20.5,41.8,35.5,2.3,3.2,5.8,36.5,28.6,7.9,13.0,5.0,1014.0,69730.0,82640.0,2636.0,189.0,7.2,2447.0,92.8,2388.0,90.6,29.0,1.1,1.0,0.0,11.0,0.4,0.0,0.0,0.0,0.0,18.0,0.7
Rochelle Twp High School,Rochelle Twp HSD 212,471.3,474.0,185.0,185.0,Illinois,41.9427732,-89.07778549999999,1401 East Flagg Road,61068,Ogle County,Rochelle,17141,"1401 East Flagg Road, Rochelle, Illinois, 61068",961200,17141961200,2021.0,961200.0,Ogle County,Illinois,813.0,148.0,312.0,352.0,1.0,4461.0,123.0,317.0,1395.0,1221.0,435.0,594.0,376.0,18.2,38.4,43.3,0.1,2.8,7.1,31.3,27.4,9.8,13.3,8.4,2653.0,71392.0,79982.0,6936.0,1517.0,21.9,5419.0,78.1,5095.0,73.5,19.0,0.3,52.0,0.7,17.0,0.2,0.0,0.0,0.0,0.0,236.0,3.4
Oregon High School,Oregon CUSD 220,471.7,457.5,81.0,81.0,Illinois,42.0123379,-89.3411895,206 South 10th Street,61061,Ogle County,Oregon,17141,"206 South 10th Street, Oregon, Illinois, 61061",961400,17141961400,2021.0,961400.0,Ogle County,Illinois,290.0,16.0,134.0,126.0,14.0,3166.0,138.0,149.0,1298.0,596.0,281.0,402.0,302.0,5.5,46.2,43.4,4.8,4.4,4.7,41.0,18.8,8.9,12.7,9.5,1883.0,64726.0,71072.0,4452.0,303.0,6.8,4149.0,93.2,4025.0,90.4,31.0,0.7,6.0,0.1,19.0,0.4,7.0,0.2,0.0,0.0,61.0,1.4
Polo Comm High School,Polo CUSD 222,473.4,461.7,41.0,41.0,Illinois,41.9858937,-89.568095,100 South Union Avenue,61064,Ogle County,Polo,17141,"100 South Union Avenue, Polo, Illinois, 61064",961500,17141961500,2021.0,961500.0,Ogle County,Illinois,184.0,43.0,53.0,79.0,9.0,3296.0,83.0,166.0,1389.0,662.0,417.0,364.0,215.0,23.4,28.8,42.9,4.9,2.5,5.0,42.1,20.1,12.7,11.0,6.5,1937.0,66219.0,74731.0,4520.0,228.0,5.0,4292.0,95.0,4150.0,91.8,110.0,2.4,0.0,0.0,22.0,0.5,0.0,0.0,0.0,0.0,10.0,0.2
Stillman Valley High School,Meridian CUSD 223,511.4,491.1,114.0,114.0,Illinois,42.1015935,-89.1773544,425 South Pine Street,61084,Ogle County,Stillman Valley,17141,"425 South Pine Street, Stillman Valley, Illinois, 61084",961002,17141961002,2021.0,961002.0,Ogle County,Illinois,314.0,16.0,140.0,137.0,21.0,2189.0,53.0,93.0,551.0,589.0,321.0,362.0,220.0,5.1,44.6,43.6,6.7,2.4,4.2,25.2,26.9,14.7,16.5,10.1,1172.0,84583.0,95212.0,3764.0,549.0,14.6,3215.0,85.4,3170.0,84.2,10.0,0.3,0.0,0.0,9.0,0.2,0.0,0.0,0.0,0.0,26.0,0.7
Byron High School 9-12,Byron CUSD 226,522.6,507.3,106.0,106.0,Illinois,42.1304,-89.2656985,696 North Colfax Street,61010,Ogle County,Byron,17141,"696 North Colfax Street, Byron, Illinois, 61010",961700,17141961700,2021.0,961700.0,Ogle County,Illinois,524.0,67.0,183.0,222.0,52.0,2991.0,14.0,120.0,797.0,907.0,368.0,552.0,233.0,12.8,34.9,42.4,9.9,0.5,4.0,26.6,30.3,12.3,18.5,7.8,1808.0,71372.0,89153.0,4662.0,304.0,6.5,4358.0,93.5,4125.0,88.5,10.0,0.2,0.0,0.0,50.0,1.1,0.0,0.0,0.0,0.0,173.0,3.7
