School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
,Ramsey CUSD 204,Ramsey,Fayette,UNIT,SMALL,,PK - 12,447.7,439.4,37.1,48.6,14.3,0,60,17.1,22.9,0,38.9,44.4,16.7,0,35,35
Ramsey High School,Ramsey CUSD 204,Ramsey,Fayette,UNIT,SMALL,HIGH SCHOOL,6 - 12,447.7,439.4,37.1,48.6,14.3,0,60,17.1,22.9,0,38.9,44.4,16.7,0,35,35
Ramsey Elem School,Ramsey CUSD 204,Ramsey,Fayette,UNIT,SMALL,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Panhandle CUSD 2,Raymond,Montgomery,UNIT,MEDIUM,,PK - 12,483.4,457.8,25,50,21.9,3.1,37.5,43.8,18.8,0,18.2,72.7,9.1,0,32,32
Lincolnwood High School,Panhandle CUSD 2,Raymond,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,483.4,457.8,25,50,21.9,3.1,37.5,43.8,18.8,0,18.2,72.7,9.1,0,32,32
Lincolnwood Jr High School,Panhandle CUSD 2,Raymond,Montgomery,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Farmersville Elem School,Panhandle CUSD 2,Farmersville,Montgomery,UNIT,MEDIUM,ELEMENTARY,PK - 1,,,,,,,,,,,,,,,,
Raymond Grade School,Panhandle CUSD 2,Raymond,Montgomery,UNIT,MEDIUM,ELEMENTARY,2 - 5,,,,,,,,,,,,,,,,
,Hillsboro CUSD 3,Hillsboro,Montgomery,UNIT,MEDIUM,,PK - 12,469.2,431.8,34.4,45.2,14,6.5,65.6,20.4,14,0,44.4,41.7,5.6,8.3,93,93
Hillsboro High School,Hillsboro CUSD 3,Hillsboro,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,469.2,431.8,34.4,45.2,14,6.5,65.6,20.4,14,0,44.4,41.7,5.6,8.3,93,93
Hillsboro Jr High School,Hillsboro CUSD 3,Hillsboro,Montgomery,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Beckemeyer Elem School,Hillsboro CUSD 3,Hillsboro,Montgomery,UNIT,MEDIUM,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Coffeen Early Childhood Center,Hillsboro CUSD 3,Coffeen,Montgomery,UNIT,MEDIUM,ELEMENTARY,PK,,,,,,,,,,,,,,,,
,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,,PK - 12,488.4,459.9,26.4,40.2,24.1,9.2,44.8,31,23,1.1,22,43.9,22,12.2,88,88
Litchfield Senior High School,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,488.4,459.9,26.4,40.2,24.1,9.2,44.8,31,23,1.1,22,43.9,22,12.2,88,88
Litchfield Middle School,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
J D Colt Elem School,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,ELEMENTARY,2 - 3,,,,,,,,,,,,,,,,
Madison Park Elem School,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,ELEMENTARY,K - 1,,,,,,,,,,,,,,,,
Russell Elem School,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,ELEMENTARY,4 - 5,,,,,,,,,,,,,,,,
Litchfield Prekindergarten,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,PreK,PK,,,,,,,,,,,,,,,,
,Nokomis CUSD 22,Nokomis,Montgomery,UNIT,MEDIUM,,PK - 12,470.4,449,31.3,47.9,14.6,6.3,52.1,27.1,20.8,0,38.5,53.8,3.8,3.8,48,48
Nokomis Jr/Sr High Sch,Nokomis CUSD 22,Nokomis,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,470.4,449,31.3,47.9,14.6,6.3,52.1,27.1,20.8,0,38.5,53.8,3.8,3.8,48,48
North Elem School,Nokomis CUSD 22,Nokomis,Montgomery,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,,PK - 12,460.3,435.1,38.3,41.7,17,3.1,59.3,26.3,13.1,1.3,42.4,40.5,13.8,3.3,621,623
Belvidere High School,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,HIGH SCHOOL,9 - 12,446.6,420.4,43.2,41.4,14,1.4,65.7,25.3,8.3,0.7,46.8,38.1,13.7,1.4,279,280
Belvidere North High Sch,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,HIGH SCHOOL,9 - 12,471.4,447.1,34.3,41.9,19.4,4.4,54.1,27.1,17.1,1.8,38.8,42.4,13.9,4.8,342,343
Belvidere South Middle School,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Belvidere Central Middle School,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Caledonia Elem School,Belvidere CUSD 100,Caledonia,Boone,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Lincoln Elem School,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Perry Elem School,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Washington Academy,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Meehan Elementary School,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Seth Whitman Elem Sch,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,,PK - 12,456,446.4,43.4,37.2,15.5,3.9,56.3,27,15.1,1.6,53.6,29,14.5,2.9,126,129
North Boone High School,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,456,446.4,43.4,37.2,15.5,3.9,56.3,27,15.1,1.6,53.6,29,14.5,2.9,126,129
North Boone Middle School,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Capron Elem School,North Boone CUSD 200,Capron,Boone,UNIT,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
Manchester Elem School,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Poplar Grove Elem School,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
North Boone Upper Elem Sch,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,ELEMENTARY,5 - 6,,,,,,,,,,,,,,,,
,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,,PK - 12,462.4,443.4,37.8,41.5,17.4,3.4,58.4,24.3,15.2,2.1,41.9,37.7,16.3,4.2,384,388
Harlem High School,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,HIGH SCHOOL,9 - 12,462.4,443.4,37.8,41.5,17.4,3.4,58.4,24.3,15.2,2.1,41.9,37.7,16.3,4.2,384,388
Harlem Middle School,Harlem UD 122,Loves Park,Winnebago,UNIT,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Loves Park Elem School,Harlem UD 122,Loves Park,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 6,,,,,,,,,,,,,,,,
Maple Elem School,Harlem UD 122,Loves Park,Winnebago,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Marquette Elem School,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 3,,,,,,,,,,,,,,,,
Rock Cut Elem School,Harlem UD 122,Loves Park,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 6,,,,,,,,,,,,,,,,
Ralston Elem School,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 6,,,,,,,,,,,,,,,,
Windsor Elem School,Harlem UD 122,Loves Park,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 6,,,,,,,,,,,,,,,,
Machesney Elem School,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 6,,,,,,,,,,,,,,,,
Olson Park Elem School,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 6,,,,,,,,,,,,,,,,
Donald C Parker Early Educ Center,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,ELEMENTARY,PK - K,,,,,,,,,,,,,,,,
,Kinnikinnick CCSD 131,Roscoe,Winnebago,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Roscoe Middle School,Kinnikinnick CCSD 131,Roscoe,Winnebago,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Kinnikinnick School,Kinnikinnick CCSD 131,Roscoe,Winnebago,ELEMENTARY,MEDIUM,ELEMENTARY,4 - 5,,,,,,,,,,,,,,,,
Ledgewood Elem School,Kinnikinnick CCSD 131,Roscoe,Winnebago,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 1,,,,,,,,,,,,,,,,
Stone Creek School,Kinnikinnick CCSD 131,Roscoe,Winnebago,ELEMENTARY,MEDIUM,ELEMENTARY,2 - 3,,,,,,,,,,,,,,,,
,Prairie Hill CCSD 133,South Beloit,Winnebago,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Willowbrook Middle School,Prairie Hill CCSD 133,South Beloit,Winnebago,ELEMENTARY,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Prairie Hill Elem School,Prairie Hill CCSD 133,South Beloit,Winnebago,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Shirland CCSD 134,Shirland,Winnebago,ELEMENTARY,SMALL,,K - 8,,,,,,,,,,,,,,,,
Shirland C C School,Shirland CCSD 134,Shirland,Winnebago,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
,Rockton SD 140,Rockton,Winnebago,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Stephen Mack Middle School,Rockton SD 140,Rockton,Winnebago,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Rockton Elem School,Rockton SD 140,Rockton,Winnebago,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
Whitman Post Elem School,Rockton SD 140,Rockton,Winnebago,ELEMENTARY,MEDIUM,ELEMENTARY,3 - 5,,,,,,,,,,,,,,,,
,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,,PK - 12,441.9,421.6,49.6,35.9,10.1,4.5,70.7,18,9.4,1.9,54.1,33.6,9.9,2.5,1495,1499
Auburn High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,9 - 12,471.2,451.8,44.4,29.9,11.7,14,62,14.6,16.3,7.1,53,23.5,12.1,11.4,351,352
Rockford East High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,9 - 12,425.2,400.4,54.2,37.7,7.2,0.9,80.8,16,3.2,0,58.6,34.3,7.2,0,343,345
Guilford High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,9 - 12,451.5,431.9,43,37.9,15.6,3.4,61.6,24.4,13,1,47.2,39.7,12.6,0.5,412,412
Jefferson High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,9 - 12,420.3,402.2,56.9,37.4,5.4,0.3,79.2,15.9,4.9,0,57.7,34.3,8,0,389,390
West Middle School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Eisenhower Middle School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Bernard W Flinn Middle School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Abraham Lincoln Middle School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Kennedy Middle School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Barbour Two-Way Lang Immersion,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
C Henry Bloom Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Brookview Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Clifford P Carlson Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Legacy Acad of Excellence Charter Sch,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,CHARTER SCH,K - 12,,,,,,,,,,,,,,,,
Conklin Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Ellis Elementary School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Arthur Froberg Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Gregory Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Galapagos Rockford Charter Sch,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,CHARTER SCH,K - 8,,,,,,,,,,,,,,,,
Haskell Elementary School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Swan Hillman Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Maud E Johnson Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Jackson Charter School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,CHARTER SCH,K - 5,,,,,,,,,,,,,,,,
Constance Lane Elementary School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Julia Lathrop Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
McIntosh Elementary,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Riverdahl Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Rolling Green,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Spring Creek Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
R K Welsh Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
West View Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Whitehead Elem School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Cherry Valley Elementary School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Thurgood Marshall Elementary,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,1 - 4,,,,,,,,,,,,,,,,
Washington Elementary School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Lewis Lemon Elementary,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Montessori Elementary School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
Rockford Envrnmntl Science Acad,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,6 - 8,,,,,,,,,,,,,,,,
Thurgood Marshall School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,5 - 8,,,,,,,,,,,,,,,,
Fairview Early Childhood Center,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
Roosevelt Center,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,PK - 12,,,,,,,,,,,,,,,,
Summerdale Early Childhood Center,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
Wm Nashold Early Childhood Center,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
Beyer Early Childhood Center,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Hononegah CHD 207,Rockton,Winnebago,HIGH SCHOOL,MEDIUM,,9 - 12,539.7,519.2,14.4,34.5,33,18.1,25.1,29.5,37.7,7.8,19.6,33.9,32.1,14.3,451,452
Hononegah CHD High School,Hononegah CHD 207,Rockton,Winnebago,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,539.7,519.2,14.4,34.5,33,18.1,25.1,29.5,37.7,7.8,19.6,33.9,32.1,14.3,451,452
,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,,PK - 12,462.1,452.8,46.5,37.2,9.3,7,48.8,39.5,9.3,2.3,48,32,12,8,43,43
South Beloit Sr High School,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,462.1,452.8,46.5,37.2,9.3,7,48.8,39.5,9.3,2.3,48,32,12,8,43,43
South Beloit Jr High School,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Clark Elementary School,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,ELEMENTARY,PK - 1,,,,,,,,,,,,,,,,
Riverview Elementary School,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,ELEMENTARY,2 - 4,,,,,,,,,,,,,,,,
Blackhawk Elementary School,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,ELEMENTARY,5 - 6,,,,,,,,,,,,,,,,
,Pecatonica CUSD 321,Pecatonica,Winnebago,UNIT,MEDIUM,,PK - 12,541.8,511.6,10.9,38.2,29.1,21.8,25.5,30.9,38.2,5.5,13.8,27.6,31,27.6,55,55
Pecatonica High School,Pecatonica CUSD 321,Pecatonica,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,541.8,511.6,10.9,38.2,29.1,21.8,25.5,30.9,38.2,5.5,13.8,27.6,31,27.6,55,55
Pecatonica Comm Middle School,Pecatonica CUSD 321,Pecatonica,Winnebago,UNIT,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Pecatonica Elem School,Pecatonica CUSD 321,Pecatonica,Winnebago,UNIT,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Durand CUSD 322,Durand,Winnebago,UNIT,MEDIUM,,PK - 12,497.3,456.6,17.1,51.2,26.8,4.9,48.8,39,12.2,0,22.2,50,27.8,0,41,41
Durand High School,Durand CUSD 322,Durand,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,497.3,456.6,17.1,51.2,26.8,4.9,48.8,39,12.2,0,22.2,50,27.8,0,41,41
Durand Jr High School,Durand CUSD 322,Durand,Winnebago,UNIT,MEDIUM,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Durand Elem School,Durand CUSD 322,Durand,Winnebago,UNIT,MEDIUM,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,MEDIUM,,PK - 12,507.1,485.9,14.7,53.9,24.5,6.9,39.2,34.3,22.5,3.9,13.2,56.6,22.6,7.5,102,102
Winnebago High School,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,507.1,485.9,14.7,53.9,24.5,6.9,39.2,34.3,22.5,3.9,13.2,56.6,22.6,7.5,102,102
Winnebago Middle School,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Dorothy Simon Elem School,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
Jean McNair Elementary School,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,MEDIUM,ELEMENTARY,3 - 5,,,,,,,,,,,,,,,,
,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Plum Grove Jr High School,Palatine CCSD 15,Rolling Meadows,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Carl Sandburg Jr High School,Palatine CCSD 15,Rolling Meadows,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Winston Campus Jr High,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Walter R Sundling Jr High Sch,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Jane Addams Elem School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Central Road Elem School,Palatine CCSD 15,Rolling Meadows,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Marion Jordan Elem School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Kimball Hill Elem School,Palatine CCSD 15,Rolling Meadows,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Hunting Ridge Elem School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Lake Louise Elem School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Lincoln Elementary School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Stuart R Paddock School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Pleasant Hill Elem School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Gray M Sanborn Elem School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Virginia Lake Elem School,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Willow Bend Elem School,Palatine CCSD 15,Rolling Meadows,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Winston Campus Elementary,Palatine CCSD 15,Palatine,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Thomas Jefferson Elem School,Palatine CCSD 15,Hoffman Estates,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Frank C Whiteley Elem School,Palatine CCSD 15,Hoffman Estates,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Cooper Middle School,Wheeling CCSD 21,Buffalo Grove,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Oliver W Holmes Middle School,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Jack London Middle School,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Eugene Field Elem School,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Robert Frost Elem School,Wheeling CCSD 21,Mount Prospect,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Joyce Kilmer Elem School,Wheeling CCSD 21,Buffalo Grove,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Henry W Longfellow Elem School,Wheeling CCSD 21,Buffalo Grove,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Edgar A Poe Elem School,Wheeling CCSD 21,Arlington Heights,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
J W Riley Elem School,Wheeling CCSD 21,Arlington Heights,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Booth Tarkington Elem School,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Mark Twain Elem School,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Walt Whitman Elem School,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Prospect Heights SD 23,Prospect Heights,Cook,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
MacArthur Middle School,Prospect Heights SD 23,Prospect Heights,Cook,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
