School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
Jefferson Middle School,SD 45 DuPage County,Villa Park,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Ardmore Elem School,SD 45 DuPage County,Villa Park,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
North Elem School,SD 45 DuPage County,Villa Park,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Schafer Elem School,SD 45 DuPage County,Lombard,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Westmore Elem School,SD 45 DuPage County,Lombard,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
York Center Elem School,SD 45 DuPage County,Lombard,Dupage,ELEMENTARY,LARGE,ELEMENTARY,3 - 5,,,,,,,,,,,,,,,,
Stevenson School,SD 45 DuPage County,Lombard,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 2,,,,,,,,,,,,,,,,
,Salt Creek SD 48,Villa Park,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
John E Albright Middle School,Salt Creek SD 48,Villa Park,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Salt Creek Elem School,Salt Creek SD 48,Elmhurst,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 1,,,,,,,,,,,,,,,,
Stella May Swartz Elem School,Salt Creek SD 48,Oakbrook Terrace,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,2 - 4,,,,,,,,,,,,,,,,
,Butler SD 53,Oak Brook,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Butler Junior High School,Butler SD 53,Oak Brook,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Brook Forest Elem School,Butler SD 53,Oak Brook,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Herrick Middle School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
O Neill Middle School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Belle Aire Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
El Sierra Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Fairmount Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Highland Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Hillcrest Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Indian Trail Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Kingsley Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Lester Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Pierce Downer Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Whittier Elem School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Henry Puffer School,Downers Grove GSD 58,Downers Grove,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Maercker SD 60,Westmont,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Westview Hills Middle School,Maercker SD 60,Willowbrook,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Holmes Elem School,Maercker SD 60,Clarendon Hills,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
Maercker Elem School,Maercker SD 60,Westmont,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,3 - 5,,,,,,,,,,,,,,,,
,Darien SD 61,Darien,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Eisenhower Jr High School,Darien SD 61,Darien,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Mark DeLay School,Darien SD 61,Darien,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
Lace Elem School,Darien SD 61,Darien,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,3 - 5,,,,,,,,,,,,,,,,
,Gower SD 62,Willowbrook,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Gower Middle School,Gower SD 62,Burr Ridge,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Gower West Elem School,Gower SD 62,Willowbrook,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Cass SD 63,Darien,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Cass Jr High School,Cass SD 63,Darien,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Concord Elem School,Cass SD 63,Darien,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Center Cass SD 66,Downers Grove,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Lakeview Jr High School,Center Cass SD 66,Downers Grove,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Elizabeth Ide Elem School,Center Cass SD 66,Darien,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
Prairieview Elementary School,Center Cass SD 66,Downers Grove,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,3 - 5,,,,,,,,,,,,,,,,
,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Thomas Jefferson Jr High School,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Edgewood Elem School,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Goodrich Elem School,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Meadowview Elem School,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Willow Creek Elem School,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
William F Murphy Elem School,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
John L Sipley Elem School,Woodridge SD 68,Woodridge,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,LARGE,,9 - 12,571,571,11.4,28.2,27.8,32.6,19.1,19.6,35.7,25.7,12.5,27,27.4,33.2,986,987
Hinsdale Central High School,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,598.3,601,5.7,23.1,31.3,39.9,12.1,15.3,39.5,33.1,5.5,22.6,30.3,41.6,653,654
Hinsdale South High School,Hinsdale Twp HSD 86,Darien,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,517.3,512.1,22.8,38.1,20.7,18.3,32.7,27.9,28.2,11.1,25.9,35.3,21.8,17.1,333,333
,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,,9 - 12,509,500.1,23.7,38.5,23.7,14.2,36.6,24.6,29.9,8.9,26.5,38,21.3,14.2,1899,1905
Glenbard East High School,Glenbard Twp HSD 87,Lombard,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,482.9,466.2,31.5,40.2,20.4,8,48.3,24.3,23.6,3.7,36.1,38.9,16.9,8.1,540,542
Glenbard North High School,Glenbard Twp HSD 87,Carol Stream,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,493.7,491.5,25,45.5,20.5,9,36.8,28.1,30.6,4.5,29.4,44.1,16.4,10.1,530,532
Glenbard West High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,537.8,529.4,16.5,34.3,27.5,21.7,27.9,21.9,34.4,15.8,16.3,37,26.1,20.6,540,541
Glenbard South High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,532.4,524.8,20,30,29,21,30.4,23.5,32.2,13.8,20.1,27.4,30.5,22,289,290
,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,LARGE,,9 - 12,460.7,448.5,41.8,37.3,15.3,5.6,56.7,22.3,18.1,2.9,43.8,36.8,15.1,4.3,1196,1198
Addison Trail High School,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,443.9,434.5,47.9,38,10.8,3.4,64.1,19.9,14.5,1.5,51,36.5,10,2.6,595,596
Willowbrook High School,DuPage HSD 88,Villa Park,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,477.2,462.4,35.7,36.6,19.9,7.8,49.3,24.7,21.7,4.2,36.7,37.1,20.1,6.1,601,602
,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Glen Crest Middle School,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Arbor View Elem School,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Briar Glen Elem School,CCSD 89,Wheaton,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Park View Elem School,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Westfield Elem School,CCSD 89,Glen Ellyn,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
,CCSD 93,Bloomingdale,Dupage,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Stratford Middle School,CCSD 93,Bloomingdale,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Carol Stream Elem School,CCSD 93,Carol Stream,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Roy De Shane Elementary School,CCSD 93,Carol Stream,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Western Trails Elem School,CCSD 93,Carol Stream,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Elsie C Johnson Elem Sch,CCSD 93,Hanover Park,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Jay Stream Middle School,CCSD 93,Carol Stream,Dupage,ELEMENTARY,LARGE,ELEMENTARY,6 - 8,,,,,,,,,,,,,,,,
Heritage Lakes Elem School,CCSD 93,Carol Stream,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Cloverdale  Elem School,CCSD 93,Carol Stream,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
CCSD 93 Early Childhood Cntr,CCSD 93,Bloomingdale,Dupage,ELEMENTARY,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,MEDIUM,,9 - 12,457.5,452.8,40.8,39.7,16,3.5,55.6,24.5,16.6,3.3,42.7,38.7,13.7,4.8,457,456
West Chicago Community High School,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,457.5,452.8,40.8,39.7,16,3.5,55.6,24.5,16.6,3.3,42.7,38.7,13.7,4.8,457,456
,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,,9 - 12,518.5,529.7,18.4,40.6,26.7,14.4,25.7,26.6,35,12.7,20.5,41.3,24.8,13.4,1164,1167
Comm H S Dist 99 - North H S,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,539.2,546.2,12.4,38,31.4,18.3,19.8,24.3,41.1,14.8,12.6,40.1,30.8,16.6,526,526
Comm H S Dist 99 - South High Sch,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,501.5,516.2,23.3,42.7,22.8,11.3,30.6,28.4,30,11,26.3,42.1,20.5,11.1,638,641
,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,MEDIUM,,9 - 12,464.6,453.3,36.7,42.7,16.9,3.7,53.5,28,17.3,1.2,37.5,46,13.6,2.8,346,349
Fenton High School,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,464.6,453.3,36.7,42.7,16.9,3.7,53.5,28,17.3,1.2,37.5,46,13.6,2.8,346,349
,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,MEDIUM,,9 - 12,508,499,20.8,40.8,27.4,11,32.4,33.4,26.9,7.3,25.9,38.5,24.9,10.7,621,621
Lake Park High School,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,508,499,20.8,40.8,27.4,11,32.4,33.4,26.9,7.3,25.9,38.5,24.9,10.7,621,621
,CCSD 180,Burr Ridge,Dupage,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Burr Ridge Middle School,CCSD 180,Burr Ridge,Dupage,ELEMENTARY,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Anne M Jeans Elem School,CCSD 180,Willowbrook,Dupage,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Hinsdale CCSD 181,Clarendon Hills,Dupage,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Hinsdale Middle School,Hinsdale CCSD 181,Hinsdale,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Clarendon Hills Middle School,Hinsdale CCSD 181,Clarendon Hills,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Elm Elem School,Hinsdale CCSD 181,Burr Ridge,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Madison Elem School,Hinsdale CCSD 181,Hinsdale,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Monroe Elem School,Hinsdale CCSD 181,Hinsdale,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Oak Elem School,Hinsdale CCSD 181,Hinsdale,Dupage,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Prospect Elem School,Hinsdale CCSD 181,Clarendon Hills,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
The Lane Elem School,Hinsdale CCSD 181,Hinsdale,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Walker School,Hinsdale CCSD 181,Clarendon Hills,Dupage,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
,CUSD 200,Wheaton,Dupage,UNIT,LARGE,,PK - 12,528.7,518.2,19.3,34.9,26.9,18.9,30,23.9,36.6,9.5,19.6,35.9,27.8,16.7,898,900
Wheaton Warrenville South H S,CUSD 200,Wheaton,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,522.5,505.6,22.2,34.8,24.9,18,35.4,21.9,34.3,8.4,24,36.7,25.8,13.5,443,445
Wheaton North High School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,534.7,530.4,16.5,34.9,28.8,19.8,24.6,25.9,38.9,10.5,15.2,35.1,29.9,19.9,455,455
Monroe Middle School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Edison Middle School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Franklin Middle School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Hubble Middle School,CUSD 200,Warrenville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Emerson Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Hawthorne Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Lincoln Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Longfellow Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Lowell Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Madison Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Pleasant Hill Elem School,CUSD 200,Winfield,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Carl Sandburg Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Washington Elementary School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Whittier Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Wiesbrook Elem School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Bower Elem School,CUSD 200,Warrenville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Clifford Johnson School,CUSD 200,Warrenville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Jefferson Early Childhood Center,CUSD 200,Wheaton,Dupage,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,,PK - 12,530.9,507.4,24.7,28.1,27,20.2,34.8,20.2,36,9,23.9,21.7,32.6,21.7,89,89
Westmont High School,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,530.9,507.4,24.7,28.1,27,20.2,34.8,20.2,36,9,23.9,21.7,32.6,21.7,89,89
Westmont Jr High School,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
J T Manning Elem School,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,ELEMENTARY,2 - 5,,,,,,,,,,,,,,,,
C E Miller Elem School,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,ELEMENTARY,K - 1,,,,,,,,,,,,,,,,
South School,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,PreK,PK,,,,,,,,,,,,,,,,
,Lisle CUSD 202,Lisle,Dupage,UNIT,MEDIUM,,PK - 12,506.4,500.9,23.8,33.7,33.7,8.9,39.6,17.8,35.6,6.9,27.9,29.5,36.1,6.6,101,101
Lisle High School,Lisle CUSD 202,Lisle,Dupage,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,506.4,500.9,23.8,33.7,33.7,8.9,39.6,17.8,35.6,6.9,27.9,29.5,36.1,6.6,101,101
Lisle Jr High School,Lisle CUSD 202,Lisle,Dupage,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Lisle Elementary School,Lisle CUSD 202,Lisle,Dupage,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,,PK - 12,567.1,564.7,8.6,32,32.4,27,17.5,23.1,38.4,21,11.1,32.4,30.4,26.1,1312,1313
Naperville Central High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,570.2,564.5,7.4,30.6,36.2,25.8,16.6,22.2,42.8,18.5,10,30.6,35.5,23.9,650,650
Naperville North High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,564.1,564.8,9.8,33.3,28.8,28.1,18.4,24,34.1,23.4,12.1,34.3,25.2,28.3,662,663
Lincoln Jr High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Jefferson Jr High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Washington Jr High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Madison Jr High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Kennedy Junior High School,Naperville CUSD 203,Lisle,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Ellsworth Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Elmwood Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Highlands Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Mill Street Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Naper Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Prairie Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Maplebrook Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Beebe Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Steeple Run Elem School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Scott Elementary School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Ranch View Elementary School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
River Woods Elementary School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Meadow Glens Elementary School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Kingsley Elementary School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Ann Reid Early Childhood Center,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,,PK - 12,558.7,562.9,12.9,28.9,29.9,28.3,21.2,20.6,34.3,23.9,15.7,27.5,27.8,29,2143,2143
Waubonsie Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,540.4,536.8,16.8,33.5,25.1,24.6,27,23,32.5,17.5,18.9,30.6,23,27.4,620,620
Neuqua Valley High School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,587.1,592,6.5,24.3,34,35.2,14,17.8,39.3,28.9,9.3,25.5,32.7,32.5,835,835
Metea Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,540.9,551.1,17.3,30.3,29.4,23.1,24.9,21.9,29.7,23.5,20.6,27.1,26.2,26.2,688,688
Thayer J Hill Middle School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Gordon Gregory Middle School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Francis Granger Middle School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Clifford Crone Middle School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Still Middle School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Scullen Middle School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Fischer Middle School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
