school_name,School Code,tests_taken,SAT_reading_writing,SAT_math,Total # of Classes,avg_class_size,number_of_students,Female %,Male %,perc_english_learner,perc_disabilities,perc_econ_disadvg,District Code,perc_african_american,perc_asian,perc_hispanic,perc_white,perc_native_american,perc_hawaiian_pacific_isl,perc_multi_race_non_hisp,District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,total_exp_per_pupil,year
Granby - Granby Jr Sr High School,1110505,12,528,543,265.0,12.4,326.0,40.2,59.2,3.1,16.6,27.3,1110000.0,0.3,1.5,8.0,86.8,0.0,0.0,3.4,Granby,"          $11,053,134.43",759.5,"              $14,553.17","          $12,048,438.43",851.0,14157.98,2020.0
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,87,509,498,860.0,16.0,1439.0,44.7,55.0,1.7,10.2,41.1,8210000.0,3.3,2.2,12.2,75.5,0.7,0.0,6.1,Greater Fall River Regional Vocational Technical,"          $28,305,563.00",1466.5,"              $19,301.44","          $28,396,203.00",1484.5,19128.46,2020.0
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,88,461,471,1787.0,13.7,1629.0,50.3,49.7,9.6,14.9,60.0,8230000.0,1.2,1.2,82.0,15.4,0.1,0.1,0.1,Greater Lawrence Regional Vocational Technical,"          $36,468,147.13",1585.6,"              $22,999.59","          $36,550,706.40",1593.5,22937.37,2020.0
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,80,493,483,1444.0,17.9,2286.0,48.8,50.7,9.8,16.9,50.0,8280000.0,5.2,17.2,36.0,38.4,0.2,0.0,3.1,Greater Lowell Regional Vocational Technical,"          $47,941,532.00",2296.7,"              $20,874.09","          $48,146,037.00",2332.4,20642.27,2020.0
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,178,507,494,1986.0,15.1,2106.0,47.7,52.3,4.2,10.3,42.2,8250000.0,8.0,1.1,25.4,59.3,0.4,0.1,5.8,Greater New Bedford Regional Vocational Technical,"          $45,632,738.33",2111.6,"              $21,610.50","          $45,663,080.33",2117.5,21564.62,2020.0
Greenfield - Greenfield High,1140505,33,541,557,315.0,15.1,487.0,46.8,53.2,4.7,17.7,49.5,1140000.0,3.5,2.3,19.1,67.2,0.6,0.0,7.4,Greenfield,"          $29,266,992.00",1737.2,"              $16,847.22","          $36,378,451.00",2173.1,16740.35,2020.0
Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,11,491,485,340.0,18.6,1002.0,53.9,45.2,2.3,22.1,50.0,39010000.0,7.4,4.5,20.9,59.8,0.1,0.3,7.1,Greenfield Commonwealth Virtual District,"           $7,617,579.00",719.0,"              $10,595.13","           $7,617,579.00",719.0,10595.13,2020.0
Groton-Dunstable - Groton Dunstable Regional,6730505,114,596,623,384.0,16.3,724.0,48.1,51.4,0.3,11.6,6.5,6730000.0,0.6,7.9,2.4,87.0,0.3,0.3,1.7,Groton-Dunstable,"          $38,274,794.00",2360.9,"              $16,211.95","          $42,080,220.00",2472.4,17019.99,2020.0
Hadley - Hopkins Academy,1170505,18,584,595,134.0,15.1,252.0,46.0,53.6,2.8,11.5,21.4,1170000.0,3.6,5.2,7.9,76.6,0.4,3.6,2.8,Hadley,"           $8,916,874.75",535.7,"              $16,645.28","          $10,923,120.58",663.9,16452.96,2020.0
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,98,594,591,647.0,7.1,523.0,53.5,46.5,0.6,12.8,7.8,6750000.0,0.8,4.6,5.2,86.4,0.0,0.0,3.1,Hamilton-Wenham,"          $30,939,961.13",1829.0,"              $16,916.33","          $35,421,785.00",1891.7,18724.84,2020.0
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,16,590,607,252.0,19.0,536.0,50.6,49.3,5.8,14.0,52.2,4990000.0,30.8,2.2,36.9,26.1,0.6,0.0,3.4,Hampden Charter School of Science East (District),"           $7,868,648.16",525.1,"              $14,986.19","           $7,868,648.16",525.1,14986.19,2020.0
Hampden-Wilbraham - Minnechaug Regional High,6800505,86,549,558,522.0,16.4,1019.0,52.0,48.0,0.1,13.6,17.6,6800000.0,3.1,3.2,7.8,81.8,0.5,0.0,3.5,Hampden-Wilbraham,"          $47,440,147.85",3014.6,"              $15,736.80","          $49,879,189.85",3081.8,16185.08,2020.0
Hampshire - Hampshire Regional High,6830505,45,587,576,576.0,11.2,684.0,56.3,43.4,1.9,21.6,17.8,6830000.0,0.3,1.3,4.1,91.2,0.2,0.0,2.9,Hampshire,"          $13,428,962.94",733.3,"              $18,313.05","          $15,231,756.94",826.2,18435.92,2020.0
Hanover - Hanover High,1220505,150,568,561,330.0,14.7,725.0,46.2,53.8,0.0,16.8,9.5,1220000.0,1.1,2.9,1.2,94.6,0.0,0.0,0.1,Hanover,"          $38,127,385.15",2662.4,"              $14,320.68","          $40,832,752.22",2738.2,14912.26,2020.0
Harvard - Bromfield,1250505,49,628,626,332.0,13.9,593.0,51.8,48.1,0.0,10.1,7.1,1250000.0,2.0,12.1,4.4,77.2,0.0,0.0,4.2,Harvard,"          $19,837,038.16",1051.6,"              $18,863.67","          $22,154,992.03",1097.0,20195.98,2020.0
Hatfield - Smith Academy,1270505,16,616,582,143.0,9.9,179.0,46.4,52.5,0.0,26.3,10.6,1270000.0,0.6,1.1,3.4,92.7,0.0,0.0,2.2,Hatfield,"           $6,228,025.78",432.5,"              $14,400.06","           $7,082,139.00",514.1,13775.8,2020.0
Haverhill - Haverhill High,1280505,168,543,540,857.0,17.3,1884.0,47.8,52.2,7.8,21.0,47.4,1280000.0,5.3,1.5,36.4,55.0,0.2,0.2,1.3,Haverhill,"         $114,375,166.73",8123.0,"              $14,080.41","         $128,697,152.17",8793.2,14635.99,2020.0
Hingham - Hingham High,1310505,170,597,583,1088.0,7.9,1282.0,48.7,51.2,0.3,8.7,7.4,1310000.0,1.6,2.9,3.4,89.2,0.0,0.0,2.9,Hingham,"          $60,647,648.00",4254.4,"              $14,255.28","          $66,240,655.00",4331.2,15293.83,2020.0
Holbrook - Holbrook Middle High School,1330505,34,513,499,340.0,14.7,598.0,49.2,50.5,4.9,17.1,38.5,1330000.0,23.6,6.4,14.1,48.2,0.3,0.0,7.5,Holbrook,"          $17,924,832.07",1305.6,"              $13,729.19","          $21,894,518.35",1400.8,15630.01,2020.0
Holliston - Holliston High,1360505,120,585,589,508.0,15.3,816.0,49.6,50.4,0.9,15.1,8.1,1360000.0,1.1,8.6,5.6,82.2,0.6,0.0,1.8,Holliston,"          $40,384,195.77",2919.7,"              $13,831.63","          $45,368,085.70",3014.6,15049.45,2020.0
Holyoke - Holyoke High,1370505,73,490,464,978.0,16.4,1443.0,47.5,52.3,20.3,25.2,74.2,1370000.0,3.2,0.3,79.1,16.2,0.2,0.1,1.0,Holyoke,"          $94,655,533.91",5338.0,"              $17,732.40","         $120,169,560.57",6699.1,17938.16,2020.0
Hoosac Valley Regional - Hoosac Valley High School,6030505,21,495,504,184.0,9.2,285.0,49.8,50.2,0.4,20.4,47.7,6030000.0,3.9,0.4,1.8,92.3,0.7,0.0,1.1,Hoosac Valley Regional,"          $18,226,863.14",1112.6,"              $16,382.22","          $20,688,745.91",1337.1,15472.85,2020.0
Hopedale - Hopedale Jr Sr High,1380505,62,574,556,399.0,10.9,484.0,47.1,52.7,2.5,14.1,18.4,1380000.0,1.5,2.7,9.3,83.7,0.4,0.4,2.1,Hopedale,"          $17,079,976.12",1092.9,"              $15,628.12","          $18,970,288.54",1174.7,16149.05,2020.0
Hopkinton - Hopkinton High,1390505,116,596,624,952.0,17.1,1202.0,51.3,48.7,1.3,13.3,6.9,1390000.0,1.3,15.6,3.4,76.5,0.4,0.0,2.8,Hopkinton,"          $55,558,742.02",3872.7,"              $14,346.26","          $58,501,853.19",3948.1,14817.72,2020.0
Hudson - Hudson High,1410505,97,546,545,498.0,14.4,870.0,52.9,46.9,7.6,16.6,29.1,1410000.0,2.3,1.4,12.9,80.5,0.2,0.1,2.6,Hudson,"          $44,205,614.28",2609.9,"              $16,937.67","          $50,601,612.10",2813.6,17984.65,2020.0
Hull - Hull High,1420505,41,550,564,253.0,9.0,261.0,43.3,56.7,1.2,19.5,32.6,1420000.0,1.5,1.5,4.2,90.8,0.0,0.0,1.9,Hull,"          $18,821,282.29",854.7,"              $22,020.92","          $21,524,466.29",918.7,23429.27,2020.0
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,43,549,529,658.0,12.4,787.0,52.2,47.3,2.4,21.5,18.7,4350000.0,8.3,8.5,11.2,67.1,0.1,0.0,4.8,Innovation Academy Charter (District),"          $12,758,632.00",794.9,"              $16,050.61","          $12,758,632.00",794.9,16050.61,2020.0
Ipswich - Ipswich High,1440505,72,586,573,390.0,12.2,533.0,51.2,48.4,0.9,12.2,14.1,1440000.0,1.3,1.5,5.4,87.4,0.2,0.0,4.1,Ipswich,"          $30,028,715.29",1679.6,"              $17,878.49","          $32,498,022.29",1740.3,18673.8,2020.0
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,26,492,514,483.0,24.3,1611.0,50.3,49.7,12.2,11.4,57.9,4290000.0,18.3,3.3,69.9,5.7,0.2,0.1,2.6,KIPP Academy Lynn Charter (District),"          $28,788,516.60",1595.0,"              $18,049.45","          $28,788,516.60",1595.0,18049.45,2020.0
King Philip - King Philip Regional High,6900505,270,579,565,451.0,18.5,1197.0,49.6,50.4,0.3,12.5,9.4,6900000.0,2.5,2.7,3.8,89.3,0.2,0.0,1.6,King Philip,"          $30,943,195.54",1978.6,"              $15,638.93","          $38,167,895.30",2062.6,18504.75,2020.0
Lawrence - Lawrence High School,1490515,237,469,477,1759.0,16.8,3065.0,48.5,51.3,35.2,15.0,75.8,1490000.0,1.3,1.8,93.8,2.8,0.1,0.0,0.2,Lawrence,"         $208,626,029.99",13586.7,"              $15,355.17","         $251,881,053.24",15744.1,15998.44,2020.0
Lee - Lee Middle/High School,1500505,24,541,540,458.0,5.5,334.0,51.5,48.2,2.7,14.1,37.1,1500000.0,0.9,3.3,8.4,83.8,0.3,0.0,3.3,Lee,"          $13,334,526.54",711.5,"              $18,741.43","          $14,427,343.23",825.4,17479.21,2020.0
Leicester - Leicester High,1510505,44,551,519,252.0,13.6,392.0,48.2,51.8,3.6,14.3,22.5,1510000.0,4.6,3.6,11.2,77.0,0.3,0.0,3.3,Leicester,"          $20,145,931.78",1488.3,"              $13,536.20","          $23,987,213.38",1655.2,14492.03,2020.0
Lenox - Lenox Memorial High,1520505,23,605,601,363.0,11.4,436.0,51.4,48.6,2.1,7.8,20.4,1520000.0,0.5,5.1,9.9,81.9,0.0,0.0,2.8,Lenox,"          $15,116,329.88",781.1,"              $19,352.62","          $15,758,827.88",821.1,19192.34,2020.0
Leominster - Center For Technical Education Innovation,1530605,41,525,532,109.0,14.2,754.0,36.9,63.1,6.2,26.5,46.6,1530000.0,7.3,2.9,40.2,46.8,0.0,0.1,2.7,Leominster,"          $83,299,058.00",6061.1,"              $13,743.22","          $94,308,326.00",6501.5,14505.63,2020.0
Leominster - Leominster High School,1530505,160,528,536,489.0,16.9,1783.0,48.9,50.9,7.2,19.5,43.5,1530000.0,8.7,3.9,36.5,47.9,0.1,0.0,3.0,Leominster,"          $83,299,058.00",6061.1,"              $13,743.22","          $94,308,326.00",6501.5,14505.63,2020.0
Lexington - Lexington High,1550505,339,645,684,1112.0,18.5,2264.0,50.7,49.2,2.8,13.2,7.0,1550000.0,3.8,41.2,4.4,44.1,0.1,0.0,6.3,Lexington,"         $132,530,353.00",7212.0,"              $18,376.37","         $143,966,810.00",7337.7,19620.15,2020.0
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,221,615,628,1138.0,17.8,1522.0,50.3,49.6,0.8,18.8,7.3,6950000.0,5.3,4.3,5.3,77.3,0.1,0.1,7.7,Lincoln-Sudbury,"          $30,084,710.45",1509.7,"              $19,927.61","          $34,882,541.28",1568.2,22243.68,2020.0
Littleton - Littleton High School,1580505,49,626,620,225.0,13.9,436.0,54.1,45.6,0.5,11.5,8.9,1580000.0,1.2,9.2,3.0,82.1,0.5,0.0,4.1,Littleton,"          $24,769,014.00",1667.2,"              $14,856.65","          $29,653,389.00",1782.6,16634.91,2020.0
Longmeadow - Longmeadow High,1590505,123,582,590,387.0,17.9,893.0,49.7,50.3,0.3,17.5,8.9,1590000.0,2.8,10.0,5.6,78.5,0.1,0.0,3.0,Longmeadow,"          $42,776,359.65",2862.6,"              $14,943.18","          $45,169,756.42",2908.1,15532.39,2020.0
Lowell - Lowell High,1600505,313,522,533,2041.0,19.7,3059.0,48.6,51.5,20.0,13.5,59.6,1600000.0,11.2,30.1,31.1,24.1,0.0,0.0,3.5,Lowell,"         $217,291,797.22",14458.8,"              $15,028.34","         $254,502,712.13",16705.3,15234.85,2020.0
Ludlow - Ludlow Senior High,1610505,66,547,561,361.0,13.8,835.0,50.9,48.9,1.7,12.2,25.8,1610000.0,2.0,0.8,7.3,86.5,0.0,0.2,3.1,Ludlow,"          $43,130,241.52",2539.3,"              $16,985.09","          $46,699,614.83",2667.8,17504.92,2020.0
Lunenburg - Lunenburg High,1620505,61,562,570,230.0,13.4,458.0,46.1,53.3,0.4,10.9,17.3,1620000.0,1.5,1.5,8.7,84.9,0.9,0.7,1.8,Lunenburg,"          $22,202,697.44",1651.3,"              $13,445.59","          $24,459,626.40",1772.8,13797.17,2020.0
Lynn - Classical High,1630505,143,511,514,607.0,16.6,1374.0,48.2,51.8,20.8,14.3,61.0,1630000.0,7.9,9.1,61.4,18.1,0.5,0.0,3.1,Lynn,"         $230,716,489.00",15997.7,"              $14,421.85","         $271,287,693.50",18193.8,14911.0,2020.0
Lynn - Lynn English High,1630510,136,510,503,685.0,18.3,1668.0,47.8,51.7,25.8,11.3,61.2,1630000.0,9.8,8.5,68.2,10.5,0.4,0.0,2.6,Lynn,"         $230,716,489.00",15997.7,"              $14,421.85","         $271,287,693.50",18193.8,14911.0,2020.0
Lynn - Lynn Vocational Technical Institute,1630605,58,473,463,813.0,16.9,1306.0,46.5,53.4,11.3,19.8,61.2,1630000.0,6.4,5.9,70.6,14.2,0.3,0.0,2.6,Lynn,"         $230,716,489.00",15997.7,"              $14,421.85","         $271,287,693.50",18193.8,14911.0,2020.0
Lynnfield - Lynnfield High,1640505,87,563,566,277.0,14.9,603.0,52.4,47.4,1.0,18.4,10.6,1640000.0,1.5,5.0,5.3,86.7,0.0,0.0,1.5,Lynnfield,"          $35,067,110.00",2211.5,"              $15,856.71","          $37,127,471.00",2241.3,16565.15,2020.0
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,33,470,521,357.0,19.9,1220.0,51.6,48.4,18.3,23.0,69.8,4690000.0,48.0,0.5,46.8,1.5,0.4,0.3,2.5,MATCH Charter Public School (District),"          $27,673,158.00",1216.3,"              $22,752.85","          $27,673,158.00",1216.3,22752.85,2020.0
Malden - Malden High,1650505,251,511,549,708.0,16.3,1732.0,48.7,51.2,13.3,15.7,53.2,1650000.0,20.8,23.4,28.6,24.3,0.3,0.0,2.5,Malden,"          $94,659,844.44",6433.8,"              $14,712.90","         $115,382,443.85",7401.2,15589.69,2020.0
Manchester Essex Regional - Manchester Essex Regional High School,6980510,70,613,601,296.0,12.4,468.0,47.4,52.4,0.0,12.2,12.8,6980000.0,0.0,1.7,1.1,96.6,0.0,0.0,0.6,Manchester Essex Regional,"          $25,244,019.66",1371.2,"              $18,410.17","          $27,047,349.84",1408.7,19200.22,2020.0
Mansfield - Mansfield High,1670505,165,581,590,699.0,14.1,1188.0,50.1,49.8,0.5,14.1,14.6,1670000.0,4.2,6.9,4.7,80.3,0.0,0.0,3.9,Mansfield,"          $61,455,833.77",3672.5,"              $16,734.06","          $67,442,825.39",3804.7,17726.19,2020.0
Marblehead - Marblehead High,1680505,173,593,592,752.0,11.0,944.0,51.1,48.5,2.8,19.7,11.8,1680000.0,3.7,1.7,6.4,85.6,0.1,0.1,2.4,Marblehead,"          $49,768,715.32",2969.3,"              $16,761.09","          $55,787,478.59",3139.5,17769.54,2020.0
Marlborough - Marlborough High,1700505,151,522,518,515.0,11.9,1042.0,46.3,53.7,19.3,16.0,46.4,1700000.0,3.9,0.8,56.9,35.2,0.0,0.0,3.2,Marlborough,"          $79,585,000.99",4792.0,"              $16,607.89","          $94,688,521.20",5525.8,17135.71,2020.0
Marshfield - Marshfield High,1710505,197,562,564,572.0,16.4,1221.0,48.7,51.4,0.7,13.6,14.3,1710000.0,0.3,1.1,3.4,93.8,0.0,0.1,1.3,Marshfield,"          $58,291,122.53",3961.3,"              $14,715.15","          $63,529,389.28",4059.2,15650.72,2020.0
Martha's Vineyard - Martha's Vineyard Regional High,7000505,126,576,561,423.0,12.8,677.0,47.0,53.0,11.2,20.5,34.3,7000000.0,5.5,1.3,20.8,65.3,2.1,0.2,4.9,Martha's Vineyard,"          $20,609,941.03",670.6,"              $30,733.58","          $23,257,918.65",712.4,32647.27,2020.0
Masconomet - Masconomet Regional High School,7050505,149,584,596,608.0,14.7,1112.0,54.9,45.1,0.1,16.5,8.6,7050000.0,0.5,4.4,3.2,89.4,0.1,0.2,2.2,Masconomet,"          $32,605,830.33",1719.8,"              $18,959.08","          $36,275,518.51",1766.4,20536.41,2020.0
