Unnamed: 0,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
1209,1.10E+14,School,Villa Grove High School,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,HIGH SCHOOL,475.6,462.9,44.4,40,13.3,2.2,Illinois,39.8686019,-88.1615292,400 North Sycamore Street,61956,Douglas County,Villa Grove,17041,"400 North Sycamore Street, Villa Grove, Illinois, 61956",952100,17041952100,2020,952100,Douglas County,Illinois,326,66,78,166,16,2881,27,189,954,687,315,513,196,20.2,23.9,50.9,4.9,0.9,6.6,33.1,23.8,10.9,17.8,6.8,1689,57589,68236,3966,43,1.1,3923,98.9,3819,96.3,64,1.6,19,0.5,12,0.3,0,0,0,0,9,0.2,462.9,475.6
1213,1.10E+14,School,Arthur-Lovington-Atwood-Hammon,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,HIGH SCHOOL,497.1,485.7,32.4,44.1,19.1,4.4,Illinois,39.71559,-88.6325641,,61937,Moultrie County,Lovington,17139,,977000,17139977000,2020,977000,Moultrie County,Illinois,199,8,104,79,8,1723,12,90,882,272,223,179,65,4,52.3,39.7,4,0.7,5.2,51.2,15.8,12.9,10.4,3.8,1171,51198,58726,2562,75,2.9,2487,97.1,2400,93.7,44,1.7,23,0.9,0,0,0,0,0,0,20,0.8,485.7,497.1
1218,1.10E+14,School,Arcola High School,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,HIGH SCHOOL,446.8,441.2,56.1,33.3,10.5,0,Illinois,39.6830188,-88.3166355,351 West Washington Street,61910,Douglas County,Arcola,17041,"351 West Washington Street, Arcola, Illinois, 61910",952400,17041952400,2020,952400,Douglas County,Illinois,386,114,142,115,15,2234,297,126,835,389,186,249,152,29.5,36.8,29.8,3.9,13.3,5.6,37.4,17.4,8.3,11.1,6.8,1249,60739,70735,3677,1085,29.5,2592,70.5,2498,67.9,65,1.8,0,0,0,0,0,0,0,0,29,0.8,441.2,446.8
1221,1.10E+14,School,Shiloh High School,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,HIGH SCHOOL,444.8,422.6,55.6,40.7,3.7,0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,422.6,444.8
1230,1.10E+14,School,Chrisman High School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,HIGH SCHOOL,471.3,447,56.5,34.8,4.3,4.3,Illinois,39.8098983,-87.6738204,23231 Illinois 1,61924,Edgar County,Chrisman,17045,"23231 Illinois 1, Chrisman, Illinois, 61924",70100,17045070100,2020,70100,Edgar County,Illinois,137,4,52,71,10,1884,43,84,564,509,250,324,110,2.9,38,51.8,7.3,2.3,4.5,29.9,27,13.3,17.2,5.8,1060,68056,75642,2594,0,0,2594,100,2466,95.1,23,0.9,14,0.5,37,1.4,0,0,0,0,54,2.1,447,471.3
1239,1.10E+14,School,Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,SMALL,HIGH SCHOOL,474.4,457.4,44.9,41.1,14,0,Illinois,39.6450685,-87.7020821,14040 East 1200th Road,61944,Edgar County,Paris,17045,"14040 East 1200th Road, Paris, Illinois, 61944",70300,17045070300,2020,70300,Edgar County,Illinois,187,15,100,56,16,2744,142,166,1211,567,282,315,61,8,53.5,29.9,8.6,5.2,6,44.1,20.7,10.3,11.5,2.2,1699,42349,53106,3626,0,0,3626,100,3618,99.8,3,0.1,0,0,0,0,3,0.1,0,0,2,0.1,457.4,474.4
1241,1.11E+14,School,Sullivan High School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,HIGH SCHOOL,491.2,467,48.5,34.8,15.2,1.5,Illinois,39.6062461,-88.6083,725 North Main Street,61951,Moultrie County,Sullivan,17139,"725 North Main Street, Sullivan, Illinois, 61951",977200,17139977200,2020,977200,Moultrie County,Illinois,296,55,111,111,19,2783,124,131,1035,582,297,408,206,18.6,37.5,37.5,6.4,4.5,4.7,37.2,20.9,10.7,14.7,7.4,1737,56578,64842,4115,61,1.5,4054,98.5,3947,95.9,64,1.6,0,0,0,0,0,0,0,0,43,1,467,491.2
1245,1.11E+14,School,Okaw Valley High School,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,HIGH SCHOOL,467.9,456.2,38.5,53.8,7.7,0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,456.2,467.9
1249,1.11E+14,School,Windsor Jr & Sr High School,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,HIGH SCHOOL,484.2,453.1,46.2,38.5,15.4,0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,453.1,484.2
1252,11087003A260001,School,Cowden-Herrick Jr/Sr High Scho,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,SMALL,HIGH SCHOOL,439.6,432.5,66.7,33.3,0,0,Illinois,39.2533622,-88.9222277,,N/A,Shelby County,N/A,17173,,959600,17173959600,2020,959600,Shelby County,Illinois,149,39,40,51,19,2422,51,111,1415,310,267,177,91,26.2,26.8,34.2,12.8,2.1,4.6,58.4,12.8,11,7.3,3.8,1335,57879,67214,3178,31,1,3147,99,3095,97.4,5,0.2,0,0,36,1.1,0,0,0,0,11,0.3,432.5,439.6
1255,1.11E+14,School,Shelbyville High School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,HIGH SCHOOL,479.2,464,39.7,43.6,16.7,0,Illinois,39.413757,-88.8045411,1001 West North 6th Street,62565,Shelby County,Shelbyville,17173,"1001 West North 6th Street, Shelbyville, Illinois, 62565",959300,17173959300,2020,959300,Shelby County,Illinois,491,16,362,90,23,3412,28,286,1470,814,265,316,233,3.3,73.7,18.3,4.7,0.8,8.4,43.1,23.9,7.8,9.3,6.8,2200,53404,60326,4813,47,1,4766,99,4581,95.2,119,2.5,12,0.2,10,0.2,0,0,0,0,44,0.9,464,479.2
1260,11087005A260001,School,Stewardson-Strasburg High Scho,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,HIGH SCHOOL,489.4,474.7,40.6,40.6,18.8,0,Illinois,39.3019645,-88.6181679,2806 600 North,62465,Shelby County,Strasburg,17173,"2806 600 North, Strasburg, Illinois, 62465",959500,17173959500,2020,959500,Shelby County,Illinois,215,12,47,142,14,2834,24,93,1232,556,402,402,125,5.6,21.9,66,6.5,0.8,3.3,43.5,19.6,14.2,14.2,4.4,1590,66078,75396,3884,72,1.9,3812,98.1,3804,97.9,0,0,0,0,8,0.2,0,0,0,0,0,0,474.7,489.4
1263,1.11E+14,School,Central A & M High School,Central A & M CUD 21,Moweaqua,Shelby,UNIT,MEDIUM,HIGH SCHOOL,469.8,446.9,52.9,35.3,11.8,0,Illinois,39.6316906,-89.0170657,229 East Pine Street,62550,Shelby County,Moweaqua,17173,"229 East Pine Street, Moweaqua, Illinois, 62550",959100,17173959100,2020,959100,Shelby County,Illinois,254,46,78,122,8,2570,37,117,1047,615,241,385,128,18.1,30.7,48,3.1,1.4,4.6,40.7,23.9,9.4,15,5,1486,65156,71429,3823,27,0.7,3796,99.3,3756,98.2,11,0.3,0,0,13,0.3,0,0,1,0,15,0.4,446.9,469.8
1268,1.20E+14,School,Clay City High School,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,HIGH SCHOOL,534,492,20,70,10,0,Illinois,38.6838586,-88.3514104,607 Walnut Street Southeast,62824,Clay County,Clay City,17025,"607 Walnut Street Southeast, Clay City, Illinois, 62824",972200,17025972200,2020,972200,Clay County,Illinois,165,3,124,38,0,2014,65,160,627,472,329,325,36,1.8,75.2,23,0,3.2,7.9,31.1,23.4,16.3,16.1,1.8,1287,58355,91125,3059,10,0.3,3049,99.7,2976,97.3,13,0.4,2,0.1,4,0.1,0,0,0,0,54,1.8,492,534
1272,1.20E+14,School,North Clay Community High Scho,North Clay CUSD 25,Louisville,Clay,UNIT,MEDIUM,HIGH SCHOOL,460.6,467.5,41.7,37.5,20.8,0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,467.5,460.6
1275,1.20E+14,School,Flora High School,Flora CUSD 35,Flora,Clay,UNIT,MEDIUM,HIGH SCHOOL,460.4,439.4,58.4,32.5,9.1,0,Illinois,38.663165,-88.482466,600 South Locust Street,62839,Clay County,Flora,17025,"600 South Locust Street, Flora, Illinois, 62839",972100,17025972100,2020,972100,Clay County,Illinois,500,77,94,312,17,3423,113,284,1459,633,348,236,350,15.4,18.8,62.4,3.4,3.3,8.3,42.6,18.5,10.2,6.9,10.2,2061,50685,64844,4890,3,0.1,4887,99.9,4547,93,17,0.3,15,0.3,36,0.7,0,0,0,0,272,5.6,439.4,460.4
1279,1.20E+14,School,Hutsonville High School,Hutsonville CUSD 1,Hutsonville,Crawford,UNIT,SMALL,HIGH SCHOOL,473.6,450.4,64.3,14.3,17.9,3.6,Illinois,39.1074859,-87.6657271,500 West Clover Street,62433,Crawford County,Hutsonville,17033,"500 West Clover Street, Hutsonville, Illinois, 62433",880100,17033880100,2020,880100,Crawford County,Illinois,181,85,84,5,7,1774,53,84,635,297,255,276,174,47,46.4,2.8,3.9,3,4.7,35.8,16.7,14.4,15.6,9.8,1157,51321,85994,2457,27,1.1,2430,98.9,2365,96.3,2,0.1,0,0,20,0.8,0,0,5,0.2,38,1.5,450.4,473.6
1282,1.20E+14,School,Robinson High School,Robinson CUSD 2,Robinson,Crawford,UNIT,MEDIUM,HIGH SCHOOL,473.2,466.1,52.3,23.9,22.9,0.9,Illinois,39.0186286,-87.7397281,2000 North Cross Street,62454,Crawford County,Robinson,17033,"2000 North Cross Street, Robinson, Illinois, 62454",880300,17033880300,2020,880300,Crawford County,Illinois,341,7,188,110,36,2333,70,160,515,494,368,485,241,2.1,55.1,32.3,10.6,3,6.9,22.1,21.2,15.8,20.8,10.3,1567,45707,65534,3196,56,1.8,3140,98.2,3119,97.6,13,0.4,1,0,0,0,0,0,1,0,6,0.2,466.1,473.2
1287,1.20E+14,School,Palestine High School,Palestine CUSD 3,Palestine,Crawford,UNIT,SMALL,HIGH SCHOOL,471.1,468.3,44.4,27.8,27.8,0,Illinois,39.0032905,-87.6124193,102 North Main Street,62451,Crawford County,Palestine,17033,"102 North Main Street, Palestine, Illinois, 62451",880500,17033880500,2020,880500,Crawford County,Illinois,312,129,80,99,4,3424,162,793,830,891,447,211,90,41.3,25.6,31.7,1.3,4.7,23.2,24.2,26,13.1,6.2,2.6,967,52122,67641,4284,312,7.3,3972,92.7,2966,69.2,980,22.9,1,0,0,0,0,0,0,0,25,0.6,468.3,471.1
1290,1.20E+14,School,Oblong High School,Oblong CUSD 4,Oblong,Crawford,UNIT,MEDIUM,HIGH SCHOOL,447.1,453.9,56.1,26.8,14.6,2.4,Illinois,38.9958292,-87.9092431,700 South Range Street,62449,Crawford County,Oblong,17033,"700 South Range Street, Oblong, Illinois, 62449",880200,17033880200,2020,880200,Crawford County,Illinois,223,18,83,117,5,2406,47,109,743,656,567,191,93,8.1,37.2,52.5,2.2,2,4.5,30.9,27.3,23.6,7.9,3.9,1497,52601,67373,3413,17,0.5,3396,99.5,3281,96.1,20,0.6,0,0,1,0,0,0,0,0,94,2.8,453.9,447.1
1293,1.20E+14,School,Newton Comm High School,Jasper County CUD 1,Newton,Jasper,UNIT,MEDIUM,HIGH SCHOOL,474.2,469.7,40,38,22,0,Illinois,38.9897041,-88.1742646,201 West End Avenue,62448,Jasper County,Newton,17079,"201 West End Avenue, Newton, Illinois, 62448",977400,17079977400,2020,977400,Jasper County,Illinois,262,13,74,147,28,1977,48,98,880,356,278,156,161,5,28.2,56.1,10.7,2.4,5,44.5,18,14.1,7.9,8.1,1220,43171,55375,2814,16,0.6,2798,99.4,2745,97.5,18,0.6,0,0,0,0,0,0,11,0.4,24,0.9,469.7,474.2
1298,1.21E+14,School,Red Hill Jr/Sr High School,Red Hill CUSD 10,Bridgeport,Lawrence,UNIT,MEDIUM,HIGH SCHOOL,464.1,442.8,52.5,42.6,4.9,0,Illinois,38.7129393,-87.7574203,908 Church Street,62417,Lawrence County,Bridgeport,17101,"908 Church Street, Bridgeport, Illinois, 62417",880900,17101880900,2020,880900,Lawrence County,Illinois,158,18,65,68,7,1743,49,100,884,327,199,122,62,11.4,41.1,43,4.4,2.8,5.7,50.7,18.8,11.4,7,3.6,1157,58116,71137,2642,0,0,2642,100,2365,89.5,277,10.5,0,0,0,0,0,0,0,0,0,0,442.8,464.1
1302,1.21E+14,School,Lawrenceville High School,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,MEDIUM,HIGH SCHOOL,468.5,441.6,61.3,25,13.8,0,Illinois,38.7310811,-87.6794155,503 8th Street,62439,Lawrence County,Lawrenceville,17101,"503 8th Street, Lawrenceville, Illinois, 62439",881000,17101881000,2020,881000,Lawrence County,Illinois,165,34,40,91,0,1291,68,26,333,382,221,197,64,20.6,24.2,55.2,0,5.3,2,25.8,29.6,17.1,15.3,5,858,40263,62316,2009,31,1.5,1978,98.5,1901,94.6,40,2,4,0.2,4,0.2,0,0,15,0.7,14,0.7,441.6,468.5
1306,1.21E+14,School,Richland County High School,Richland County CUSD 1,Olney,Richland,UNIT,LARGE,HIGH SCHOOL,469.2,466.6,45.3,37.3,14.9,2.5,Illinois,38.7343189,-88.0721355,1200 East Laurel Street,62450,Richland County,Olney,17159,"1200 East Laurel Street, Olney, Illinois, 62450",978100,17159978100,2020,978100,Richland County,Illinois,372,66,146,151,9,2948,56,151,900,736,343,530,232,17.7,39.2,40.6,2.4,1.9,5.1,30.5,25,11.6,18,7.9,1681,55727,64815,4367,220,5,4147,95,3964,90.8,1,0,28,0.6,0,0,0,0,2,0,152,3.5,466.6,469.2
1310,1.30E+14,School,Carlyle High School,Carlyle CUSD 1,Carlyle,Clinton,UNIT,MEDIUM,HIGH SCHOOL,471.4,462.7,39.7,42.9,15.9,1.6,Illinois,38.6194243,-89.3738741,1461 12th Street,62231,Clinton County,Carlyle,17027,"1461 12th Street, Carlyle, Illinois, 62231",900403,17027900403,2020,900403,Clinton County,Illinois,711,64,455,192,0,2562,132,116,929,466,295,539,85,9,64,27,0,5.2,4.5,36.3,18.2,11.5,21,3.3,1594,55154,68857,3961,94,2.4,3867,97.6,3568,90.1,56,1.4,0,0,0,0,0,0,0,0,243,6.1,462.7,471.4
1314,1.30E+14,School,Wesclin Sr High School,Wesclin CUSD 3,Trenton,Clinton,UNIT,MEDIUM,HIGH SCHOOL,503.6,491.5,37.1,30.3,31.5,1.1,Illinois,38.5698719,-89.6933216,699 Wesclin Road,62293,Clinton County,Trenton,17027,"699 Wesclin Road, Trenton, Illinois, 62293",900602,17027900602,2020,900602,Clinton County,Illinois,325,13,163,118,31,4945,163,186,1405,1129,828,809,425,4,50.2,36.3,9.5,3.3,3.8,28.4,22.8,16.7,16.4,8.6,2701,82878,96788,6826,327,4.8,6499,95.2,6164,90.3,175,2.6,18,0.3,12,0.2,0,0,0,0,130,1.9,491.5,503.6
1334,1.30E+14,School,Central Comm High School,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,SMALL,HIGH SCHOOL,499.1,503.7,34,31.4,28.3,6.3,Illinois,38.6100131,-89.5120084,,N/A,Clinton County,N/A,17027,,900300,17027900300,2020,900300,Clinton County,Illinois,382,28,95,188,71,4983,186,155,1306,1208,1031,708,389,7.3,24.9,49.2,18.6,3.7,3.1,26.2,24.2,20.7,14.2,7.8,2934,70588,87884,7027,188,2.7,6839,97.3,6680,95.1,13,0.2,0,0,87,1.2,0,0,0,0,59,0.8,503.7,499.1
1340,1.30E+14,School,Waltonville High School,Waltonville CUSD 1,Waltonville,Jefferson,UNIT,SMALL,HIGH SCHOOL,454.8,457.3,51.5,27.3,21.2,0,Illinois,38.2130759,-89.0505376,804 West Knob Street,62894,Jefferson County,Waltonville,17081,"804 West Knob Street, Waltonville, Illinois, 62894",50300,17081050300,2020,50300,Jefferson County,Illinois,231,21,78,127,5,3053,36,144,945,904,523,310,191,9.1,33.8,55,2.2,1.2,4.7,31,29.6,17.1,10.2,6.3,1713,61673,70447,4481,24,0.5,4457,99.5,4352,97.1,24,0.5,2,0,11,0.2,0,0,4,0.1,64,1.4,457.3,454.8
1367,1.30E+14,School,Mount Vernon High School,Mt Vernon Twp HSD 201,Mount Vernon,Jefferson,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,447.5,438.7,58.8,28.3,12.1,0.8,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,438.7,447.5
1369,1.30E+14,School,Woodlawn High School,Woodlawn Unit School District ,Woodlawn,Jefferson,UNIT,MEDIUM,HIGH SCHOOL,488.3,467.7,40.4,46.2,13.5,0,Illinois,38.3317487,-89.0361256,300 North Central Street,62898,Jefferson County,Woodlawn,17081,"300 North Central Street, Woodlawn, Illinois, 62898",50300,17081050300,2020,50300,Jefferson County,Illinois,231,21,78,127,5,3053,36,144,945,904,523,310,191,9.1,33.8,55,2.2,1.2,4.7,31,29.6,17.1,10.2,6.3,1713,61673,70447,4481,24,0.5,4457,99.5,4352,97.1,24,0.5,2,0,11,0.2,0,0,4,0.1,64,1.4,467.7,488.3
1372,1.30E+14,School,Webber High School,Bluford Unit School District 3,Bluford,Jefferson,UNIT,SMALL,HIGH SCHOOL,456.1,440,50,42.9,7.1,0,Illinois,38.3241253,-88.7411515,310 South Elm Street,62814,Jefferson County,Bluford,17081,"310 South Elm Street, Bluford, Illinois, 62814",50200,17081050200,2020,50200,Jefferson County,Illinois,218,50,107,59,2,2007,113,212,643,583,227,182,47,22.9,49.1,27.1,0.9,5.6,10.6,32,29,11.3,9.1,2.3,1145,57765,67294,2906,46,1.6,2860,98.4,2728,93.9,0,0,14,0.5,1,0,0,0,0,0,117,4,440,456.1
1383,1.31E+14,School,Patoka Sr High School,Patoka CUSD 100,Patoka,Marion,UNIT,SMALL,HIGH SCHOOL,485.4,466.9,53.8,30.8,7.7,7.7,Illinois,38.7553259,-89.0953417,,62875,Marion County,Patoka,17121,,951700,17121951700,2020,951700,Marion County,Illinois,205,15,44,143,3,1824,31,125,476,467,265,366,94,7.3,21.5,69.8,1.5,1.7,6.9,26.1,25.6,14.5,20.1,5.2,1075,65720,79405,2551,18,0.7,2533,99.3,2503,98.1,0,0,0,0,6,0.2,0,0,0,0,24,0.9,466.9,485.4
1397,1.31E+14,School,Centralia High School,Centralia HSD 200,Centralia,Marion,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,470.6,466.9,42.7,36.4,21,0,Illinois,38.5185957,-89.103963,2100 East Calumet Street,62801,Marion County,Centralia,17121,"2100 East Calumet Street, Centralia, Illinois, 62801",952400,17121952400,2020,952400,Marion County,Illinois,174,16,61,97,0,2856,96,66,714,885,266,461,368,9.2,35.1,55.7,0,3.4,2.3,25,31,9.3,16.1,12.9,1778,61144,71352,3909,190,4.9,3719,95.1,3172,81.1,365,9.3,8,0.2,73,1.9,0,0,0,0,101,2.6,466.9,470.6
1399,1.31E+14,School,South Central High School,South Central CUD 401,Farina,Marion,UNIT,MEDIUM,HIGH SCHOOL,479.5,454.1,49.2,35.6,15.3,0,Illinois,38.8402678,-88.7782589,800 West Washington Street,62838,Fayette County,Farina,17051,"800 West Washington Street, Farina, Illinois, 62838",951100,17051951100,2020,951100,Fayette County,Illinois,209,40,92,75,2,2153,133,109,786,521,228,285,91,19.1,44,35.9,1,6.2,5.1,36.5,24.2,10.6,13.2,4.2,1185,53906,65814,2988,0,0,2988,100,2881,96.4,0,0,0,0,14,0.5,25,0.8,0,0,68,2.3,454.1,479.5
1403,1.31E+14,School,Sandoval Sr High School,Sandoval CUSD 501,Sandoval,Marion,UNIT,SMALL,HIGH SCHOOL,424.5,407.5,75,25,0,0,Illinois,38.6169016,-89.1312205,859 West Missouri Avenue,62882,Marion County,Sandoval,17121,"859 West Missouri Avenue, Sandoval, Illinois, 62882",951800,17121951800,2020,951800,Marion County,Illinois,120,28,47,37,8,1554,57,207,538,463,101,139,49,23.3,39.2,30.8,6.7,3.7,13.3,34.6,29.8,6.5,8.9,3.2,962,45000,54685,2201,53,2.4,2148,97.6,2038,92.6,15,0.7,8,0.4,1,0,0,0,10,0.5,76,3.5,407.5,424.5
1407,1.31E+14,School,Salem Community High School,Salem CHSD 600,Salem,Marion,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,459.3,458.6,49.6,29.8,19.1,1.4,Illinois,38.6375082,-88.9429682,1200 North Broadway,62881,Marion County,Salem,17121,"1200 North Broadway, Salem, Illinois, 62881",952000,17121952000,2020,952000,Marion County,Illinois,215,20,81,107,7,3064,90,112,1169,619,569,233,272,9.3,37.7,49.8,3.3,2.9,3.7,38.2,20.2,18.6,7.6,8.9,1844,53258,71173,4353,7,0.2,4346,99.8,4150,95.3,71,1.6,0,0,10,0.2,0,0,0,0,115,2.6,458.6,459.3
1409,1.31E+14,School,Odin Attendance Center 9-12,Odin PSD 722,Odin,Marion,UNIT,SMALL,HIGH SCHOOL,446.4,438.6,64.3,21.4,7.1,7.1,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,438.6,446.4
1414,1.31E+14,School,Okawville Jr/Sr High School,West Washington Co CUD 10,Okawville,Washington,UNIT,MEDIUM,HIGH SCHOOL,494,495.2,33.3,33.3,26.2,7.1,Illinois,38.4265609,-89.5478006,400 South Hanover Street,62271,Washington County,Okawville,17189,"400 South Hanover Street, Okawville, Illinois, 62271",950200,17189950200,2020,950200,Washington County,Illinois,255,9,104,116,26,2778,49,198,866,548,449,422,246,3.5,40.8,45.5,10.2,1.8,7.1,31.2,19.7,16.2,15.2,8.9,1598,77330,78497,3872,58,1.5,3814,98.5,3637,93.9,25,0.6,0,0,88,2.3,2,0.1,0,0,62,1.6,495.2,494
1423,1.31E+14,School,Nashville Comm High School,Nashville CHSD 99,Nashville,Washington,HIGH SCHOOL,SMALL,HIGH SCHOOL,484.9,469.6,31.7,56.4,11.9,0,Illinois,38.3569814,-89.3606298,,N/A,Washington County,N/A,17189,,950300,17189950300,2020,950300,Washington County,Illinois,177,19,106,52,0,2321,76,91,748,566,339,325,176,10.7,59.9,29.4,0,3.3,3.9,32.2,24.4,14.6,14,7.6,1382,55909,66588,3103,58,1.9,3045,98.1,3014,97.1,26,0.8,0,0,5,0.2,0,0,0,0,0,0,469.6,484.9
1425,1.50E+14,School,Amundsen High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,487.3,475.9,42.1,34.1,21.5,2.3,Illinois,41.9757105,-87.6800944,5110 North Damen Avenue,60625,Cook County,Chicago,17031,"5110 North Damen Avenue, Chicago, Illinois, 60625",40402,17031040402,2020,40402,Cook County,Illinois,337,0,60,0,277,3619,27,0,264,377,39,1924,988,0,17.8,0,82.2,0.7,0,7.3,10.4,1.1,53.2,27.3,2401,89125,112663,4796,539,11.2,4257,88.8,3792,79.1,58,1.2,0,0,210,4.4,0,0,14,0.3,183,3.8,475.9,487.3
1426,1.50E+14,School,Bogan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,400.1,391.6,86.4,11.9,1.7,0,Illinois,41.748772,-87.7208789,3939 West 79th Street,60652,Cook County,Chicago,17031,"3939 West 79th Street, Chicago, Illinois, 60652",700401,17031700401,2020,700401,Cook County,Illinois,916,33,345,476,62,4014,437,351,973,1067,381,444,361,3.6,37.7,52,6.8,10.9,8.7,24.2,26.6,9.5,11.1,9,1888,79318,82780,6455,2512,38.9,3943,61.1,228,3.5,3447,53.4,0,0,97,1.5,0,0,0,0,171,2.6,391.6,400.1
