Unnamed: 0,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
2228,1.71E+14,School,Ridgeview High School,Ridgeview CUSD 19,Colfax,McLean,UNIT,MEDIUM,HIGH SCHOOL,455.2,448.1,57.1,21.4,21.4,0,Illinois,40.5636951,-88.6134282,202 East Wood Street,61728,McLean County,Colfax,17113,"202 East Wood Street, Colfax, Illinois, 61728",5601,17113005601,2020,5601,McLean County,Illinois,118,13,73,32,0,1216,0,30,535,276,122,165,88,11,61.9,27.1,0,0,2.5,44,22.7,10,13.6,7.2,636,58500,72842,2011,222,11,1789,89,1727,85.9,0,0,4,0.2,0,0,0,0,0,0,58,2.9,448.1,455.2
2232,1.71E+14,School,Bloomington High School,Bloomington SD 87,Bloomington,McLean,UNIT,LARGE,HIGH SCHOOL,493,472.7,47.8,24.9,22.5,4.8,Illinois,40.4868418,-88.973913,1202 East Locust Street,61701,McLean County,Bloomington,17113,"1202 East Locust Street, Bloomington, Illinois, 61701",1200,17113001200,2020,1200,McLean County,Illinois,331,0,83,180,68,1611,1,15,457,294,175,462,207,0,25.1,54.4,20.5,0.1,0.9,28.4,18.2,10.9,28.7,12.8,1147,58085,76235,2305,268,11.6,2037,88.4,1605,69.6,243,10.5,0,0,72,3.1,13,0.6,0,0,104,4.5,472.7,493
2379,1.90E+14,School,Hinsdale Central High School,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,599.7,605.1,8.2,20.3,38.6,32.9,Illinois,41.7871129,-87.9318318,5500 South Grant Street,60521,DuPage County,Hinsdale,17043,"5500 South Grant Street, Hinsdale, Illinois, 60521",845401,17043845401,2020,845401,DuPage County,Illinois,162,43,22,59,38,2541,7,0,109,200,146,765,1314,26.5,13.6,36.4,23.5,0.3,0,4.3,7.9,5.7,30.1,51.7,1431,147467,280092,3732,190,5.1,3542,94.9,2353,63,140,3.8,0,0,1010,27.1,0,0,0,0,39,1,605.1,599.7
2380,1.90E+14,School,Hinsdale South High School,Hinsdale Twp HSD 86,Darien,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,535.5,529.6,24.3,32.7,31.7,11.3,Illinois,41.7537297,-87.9527911,7401 Clarendon Hills Road,60561,DuPage County,Darien,17043,"7401 Clarendon Hills Road, Darien, Illinois, 60561",845811,17043845811,2020,845811,DuPage County,Illinois,272,17,82,105,68,2363,0,33,579,466,203,697,385,6.3,30.1,38.6,25,0,1.4,24.5,19.7,8.6,29.5,16.3,1353,84177,93408,3359,175,5.2,3184,94.8,2632,78.4,233,6.9,8,0.2,265,7.9,0,0,0,0,46,1.4,529.6,535.5
2382,1.90E+14,School,Glenbard East High School,Glenbard Twp HSD 87,Lombard,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,494.8,487.8,37.4,32,25,5.6,Illinois,41.866286,-88.019176,1014 South Main Street,60148,DuPage County,Lombard,17043,"1014 South Main Street, Lombard, Illinois, 60148",844201,17043844201,2020,844201,DuPage County,Illinois,788,57,271,375,85,3925,14,117,879,891,339,1243,442,7.2,34.4,47.6,10.8,0.4,3,22.4,22.7,8.6,31.7,11.3,1890,92271,113835,5956,553,9.3,5403,90.7,4383,73.6,319,5.4,0,0,347,5.8,0,0,0,0,354,5.9,487.8,494.8
2383,1.90E+14,School,Glenbard North High School,Glenbard Twp HSD 87,Carol Stream,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,502.4,488.4,38.8,30.4,25.5,5.2,Illinois,41.9288865,-88.1417468,990 Kuhn Road,60188,DuPage County,Carol Stream,17043,"990 Kuhn Road, Carol Stream, Illinois, 60188",841206,17043841206,2020,841206,DuPage County,Illinois,340,24,105,182,29,4104,161,211,655,978,201,1318,580,7.1,30.9,53.5,8.5,3.9,5.1,16,23.8,4.9,32.1,14.1,1952,90339,98980,5655,941,16.6,4714,83.4,3317,58.7,121,2.1,0,0,1209,21.4,0,0,0,0,67,1.2,488.4,502.4
2384,1.90E+14,School,Glenbard West High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,552.7,551.8,19.9,27.7,34.1,18.2,Illinois,41.8794783,-88.0606255,670 Crescent Boulevard,60137,DuPage County,Glen Ellyn,17043,"670 Crescent Boulevard, Glen Ellyn, Illinois, 60137",842000,17043842000,2020,842000,DuPage County,Illinois,221,38,161,11,11,2694,0,6,132,250,100,1344,862,17.2,72.9,5,5,0,0.2,4.9,9.3,3.7,49.9,32,1467,156479,235856,4084,223,5.5,3861,94.5,3631,88.9,29,0.7,0,0,73,1.8,0,0,35,0.9,93,2.3,551.8,552.7
2385,1.90E+14,School,Glenbard South High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,525.2,529.3,28.3,26.6,32.8,12.3,Illinois,41.8315479,-88.0709094,23W200 Butterfield Road,60137,DuPage County,Glen Ellyn,17043,"23W200 Butterfield Road, Glen Ellyn, Illinois, 60137",842710,17043842710,2020,842710,DuPage County,Illinois,471,0,100,293,78,2332,31,61,500,430,187,729,394,0,21.2,62.2,16.6,1.3,2.6,21.4,18.4,8,31.3,16.9,1611,70302,92668,3480,248,7.1,3232,92.9,2524,72.5,274,7.9,0,0,292,8.4,0,0,0,0,142,4.1,529.3,525.2
2387,1.90E+14,School,Addison Trail High School,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,491.6,483.1,36.4,39.2,20.3,4.1,Illinois,41.931314,-88.0213463,213 North Lombard Road,60101,DuPage County,Addison,17043,"213 North Lombard Road, Addison, Illinois, 60101",846604,17043846604,2020,846604,DuPage County,Illinois,407,30,160,158,59,2846,313,143,867,468,354,430,271,7.4,39.3,38.8,14.5,11,5,30.5,16.4,12.4,15.1,9.5,1414,77000,100672,4213,1769,42,2444,58,1828,43.4,101,2.4,0,0,480,11.4,0,0,28,0.7,7,0.2,483.1,491.6
2388,1.90E+14,School,Willowbrook High School,DuPage HSD 88,Villa Park,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,516.7,504.4,31.6,33.6,28.5,6.3,Illinois,41.864607,-87.9823228,1250 Ardmore Avenue,60181,DuPage County,Villa Park,17043,"1250 Ardmore Avenue, Villa Park, Illinois, 60181",844307,17043844307,2020,844307,DuPage County,Illinois,267,11,72,50,134,2401,18,40,657,380,199,720,387,4.1,27,18.7,50.2,0.7,1.7,27.4,15.8,8.3,30,16.1,1378,80565,94603,3568,208,5.8,3360,94.2,2168,60.8,358,10,0,0,796,22.3,0,0,0,0,38,1.1,504.4,516.7
2406,1.90E+14,School,Community High School,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,468,460,48.7,30.8,18.6,1.8,Illinois,41.8797313,-88.2067552,326 Joliet Street,60185,DuPage County,West Chicago,17043,"326 Joliet Street, West Chicago, Illinois, 60185",841501,17043841501,2020,841501,DuPage County,Illinois,547,103,237,195,12,3819,749,443,1282,636,115,354,240,18.8,43.3,35.6,2.2,19.6,11.6,33.6,16.7,3,9.3,6.3,1601,67198,83061,6186,4128,66.7,2058,33.3,1711,27.7,24,0.4,0,0,270,4.4,0,0,18,0.3,35,0.6,460,468
2408,1.90E+14,School,Comm H S Dist 99 - North H S,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,546.4,547.6,18.8,27.1,39.4,14.8,Illinois,41.7637423,-88.0314174,,N/A,DuPage County,N/A,17043,,845703,17043845703,2020,845703,DuPage County,Illinois,415,7,92,235,81,3239,33,63,455,804,203,1016,665,1.7,22.2,56.6,19.5,1,1.9,14,24.8,6.3,31.4,20.5,1813,80974,103125,4428,263,5.9,4165,94.1,2951,66.6,376,8.5,0,0,798,18,0,0,30,0.7,10,0.2,547.6,546.4
2409,1.90E+14,School,Comm H S Dist 99 - South High ,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,518.4,520.5,25.5,32.7,32.6,9.2,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,520.5,518.4
2411,1.90E+14,School,Fenton High School,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,483,463.5,48.3,31.8,16.5,3.4,Illinois,41.9572054,-87.9564209,1000 West Green Street,60106,DuPage County,Bensenville,17043,"1000 West Green Street, Bensenville, Illinois, 60106",840802,17043840802,2020,840802,DuPage County,Illinois,500,0,216,211,73,4117,265,379,1190,995,288,729,271,0,43.2,42.2,14.6,6.4,9.2,28.9,24.2,7,17.7,6.6,2182,77594,83006,5952,2977,50,2975,50,2627,44.1,147,2.5,17,0.3,92,1.5,0,0,0,0,92,1.5,463.5,483
2413,1.90E+14,School,Lake Park High School,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,524.1,514,25.3,36.7,30.7,7.2,Illinois,41.9734015,-88.0536037,600 Medinah Road,60172,DuPage County,Roselle,17043,"600 Medinah Road, Roselle, Illinois, 60172",841003,17043841003,2020,841003,DuPage County,Illinois,265,58,61,81,65,2576,21,187,637,628,150,614,339,21.9,23,30.6,24.5,0.8,7.3,24.7,24.4,5.8,23.8,13.2,1428,75353,90642,3365,349,10.4,3016,89.6,2749,81.7,70,2.1,0,0,139,4.1,0,0,0,0,58,1.7,514,524.1
2428,1.90E+14,School,Wheaton Warrenville South H S,CUSD 200,Wheaton,Dupage,UNIT,LARGE,HIGH SCHOOL,539.6,528.5,25.7,31.7,29.9,12.6,Illinois,41.8341577,-88.1497718,1993 Tiger Trail,60189,DuPage County,Wheaton,17043,"1993 Tiger Trail, Wheaton, Illinois, 60189",841603,17043841603,2020,841603,DuPage County,Illinois,286,67,72,37,110,3174,334,38,574,661,305,822,440,23.4,25.2,12.9,38.5,10.5,1.2,18.1,20.8,9.6,25.9,13.9,1785,64521,102933,4419,1464,33.1,2955,66.9,2611,59.1,118,2.7,0,0,222,5,0,0,0,0,4,0.1,528.5,539.6
2429,1.90E+14,School,Wheaton North High School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,HIGH SCHOOL,545.4,538.1,19.5,29.5,37.3,13.7,Illinois,41.8830088,-88.1170836,701 West Thomas Road,60187,DuPage County,Wheaton,17043,"701 West Thomas Road, Wheaton, Illinois, 60187",841802,17043841802,2020,841802,DuPage County,Illinois,318,10,108,146,54,3570,58,38,555,557,195,1242,925,3.1,34,45.9,17,1.6,1.1,15.5,15.6,5.5,34.8,25.9,1820,129900,150157,5387,198,3.7,5189,96.3,4707,87.4,127,2.4,0,0,275,5.1,0,0,16,0.3,64,1.2,538.1,545.4
2449,1.90E+14,School,Westmont High School,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,HIGH SCHOOL,548.6,539.9,20,30.5,37.9,11.6,Illinois,41.8189419,-87.962731,909 Oakwood Drive,60559,DuPage County,Westmont,17043,"909 Oakwood Drive, Westmont, Illinois, 60559",844702,17043844702,2020,844702,DuPage County,Illinois,256,38,7,117,94,3873,55,116,309,413,173,1471,1336,14.8,2.7,45.7,36.7,1.4,3,8,10.7,4.5,38,34.5,1926,153250,235998,5835,323,5.5,5512,94.5,4413,75.6,36,0.6,0,0,801,13.7,0,0,11,0.2,251,4.3,539.9,548.6
2455,1.90E+14,School,Lisle High School,Lisle CUSD 202,Lisle,Dupage,UNIT,MEDIUM,HIGH SCHOOL,507.9,508.1,34.6,28,28,9.3,Illinois,41.7931026,-88.0836437,1800 Short Street,60532,DuPage County,Lisle,17043,"1800 Short Street, Lisle, Illinois, 60532",846004,17043846004,2020,846004,DuPage County,Illinois,249,26,26,140,57,2847,23,66,632,513,299,885,429,10.4,10.4,56.2,22.9,0.8,2.3,22.2,18,10.5,31.1,15.1,1658,80326,92212,3608,129,3.6,3479,96.4,3033,84.1,167,4.6,0,0,219,6.1,0,0,0,0,60,1.7,508.1,507.9
2459,1.90E+14,School,Naperville Central High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,566.3,564.3,15.1,26.3,39.1,19.4,Illinois,41.7676114,-88.1556827,440 Aurora Avenue,60540,DuPage County,Naperville,17043,"440 Aurora Avenue, Naperville, Illinois, 60540",846504,17043846504,2020,846504,DuPage County,Illinois,528,15,266,189,58,4179,410,13,573,675,217,1066,1225,2.8,50.4,35.8,11,9.8,0.3,13.7,16.2,5.2,25.5,29.3,2411,78285,120836,6081,1073,17.6,5008,82.4,4538,74.6,107,1.8,0,0,209,3.4,0,0,9,0.1,145,2.4,564.3,566.3
2460,1.90E+14,School,Naperville North High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,577.1,582.8,14.1,24.4,34.3,27.3,Illinois,41.7847156,-88.156562,899 North Mill Street,60563,DuPage County,Naperville,17043,"899 North Mill Street, Naperville, Illinois, 60563",846404,17043846404,2020,846404,DuPage County,Illinois,531,58,123,89,261,4360,118,17,720,832,302,1450,921,10.9,23.2,16.8,49.2,2.7,0.4,16.5,19.1,6.9,33.3,21.1,2730,83864,104910,6094,837,13.7,5257,86.3,4066,66.7,540,8.9,0,0,461,7.6,0,0,15,0.2,175,2.9,582.8,577.1
2482,1.90E+14,School,Waubonsie Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,546.2,541,23.6,27.8,31.8,16.8,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,541,546.2
2483,1.90E+14,School,Neuqua Valley High School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,588.6,592.3,11.2,24.8,34.4,29.6,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,592.3,588.6
2484,1.90E+14,School,Metea Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,557.5,559.7,20.8,24.5,32.9,21.9,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,559.7,557.5
2515,1.90E+14,School,York Comm High School,Elmhurst SD 205,Elmhurst,Dupage,UNIT,LARGE,HIGH SCHOOL,558.6,565.8,16.2,26.6,34.2,23.1,Illinois,41.8930998,-87.9531087,355 West Saint Charles Road,60126,DuPage County,Elmhurst,17043,"355 West Saint Charles Road, Elmhurst, Illinois, 60126",843000,17043843000,2020,843000,DuPage County,Illinois,484,24,190,223,47,3017,36,69,266,468,182,1189,807,5,39.3,46.1,9.7,1.2,2.3,8.8,15.5,6,39.4,26.7,1736,106875,159165,4616,258,5.6,4358,94.4,3404,73.7,182,3.9,0,0,644,14,0,0,0,0,128,2.8,565.8,558.6
2529,2.00E+14,School,Edwards County High School,Edwards County CUSD 1,Albion,Edwards,UNIT,MEDIUM,HIGH SCHOOL,496.3,490.3,43.8,26.6,21.9,7.8,Illinois,38.3763559,-88.0678107,361 West Main Street,62806,Edwards County,Albion,17047,"361 West Main Street, Albion, Illinois, 62806",957100,17047957100,2020,957100,Edwards County,Illinois,170,73,46,42,9,1480,58,133,568,325,211,133,52,42.9,27.1,24.7,5.3,3.9,9,38.4,22,14.3,9,3.5,957,45284,60934,2268,69,3,2199,97,2156,95.1,15,0.7,0,0,13,0.6,0,0,0,0,15,0.7,490.3,496.3
2533,2.00E+14,School,Gallatin High School,Gallatin CUSD 7,Junction,Gallatin,UNIT,MEDIUM,HIGH SCHOOL,450.7,441.7,61,26.8,12.2,0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,441.7,450.7
2537,2.00E+14,School,Hamilton County Jr/Sr High Sch,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,UNIT,MEDIUM,HIGH SCHOOL,459.7,455.1,50,37.5,10.2,2.3,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,455.1,459.7
2542,2.00E+14,School,Hardin County High School,Hardin County CUSD 1,Elizabethtown,Hardin,UNIT,MEDIUM,HIGH SCHOOL,460.6,443.9,48.4,48.4,3.2,0,Illinois,37.4703439,-88.2904898,4 School Rd,62931,Hardin County,Elizabethtown,17069,"4 School Rd, Elizabethtown, Illinois, 62931",971000,17069971000,2020,971000,Hardin County,Illinois,198,33,117,48,0,1303,31,137,515,244,194,131,51,16.7,59.1,24.2,0,2.4,10.5,39.5,18.7,14.9,10.1,3.9,695,48551,70594,1791,19,1.1,1772,98.9,1695,94.6,61,3.4,0,0,0,0,0,0,0,0,16,0.9,443.9,460.6
2546,2.01E+14,School,Pope Co High School,Pope Co CUD 1,Golconda,Pope,UNIT,MEDIUM,HIGH SCHOOL,444,428,60,35,5,0,Illinois,37.417132,-88.5951751,,N/A,Pope County,N/A,17151,,971200,17151971200,2020,971200,Pope County,Illinois,72,23,12,37,0,1579,88,88,689,371,132,104,107,31.9,16.7,51.4,0,5.6,5.6,43.6,23.5,8.4,6.6,6.8,726,52560,60808,1887,17,0.9,1870,99.1,1606,85.1,224,11.9,0,0,27,1.4,0,0,0,0,13,0.7,428,444
2549,2.01E+14,School,Galatia High School,Galatia CUSD 1,Galatia,Saline,UNIT,SMALL,HIGH SCHOOL,469.6,450,48,44,8,0,Illinois,37.8425831,-88.6046043,200 North McKinley Street,62935,Saline County,Galatia,17165,"200 North McKinley Street, Galatia, Illinois, 62935",955700,17165955700,2020,955700,Saline County,Illinois,224,9,89,121,5,1799,95,103,519,436,299,224,123,4,39.7,54,2.2,5.3,5.7,28.8,24.2,16.6,12.5,6.8,976,51296,76499,2642,24,0.9,2618,99.1,2508,94.9,8,0.3,0,0,16,0.6,23,0.9,0,0,63,2.4,450,469.6
2554,2.01E+14,School,Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,UNIT,SMALL,HIGH SCHOOL,433.9,419.4,75,16.7,8.3,0,Illinois,37.6522903,-88.6530753,,N/A,Saline County,N/A,17165,,956200,17165956200,2020,956200,Saline County,Illinois,221,76,19,111,15,2305,95,135,497,576,323,396,283,34.4,8.6,50.2,6.8,4.1,5.9,21.6,25,14,17.2,12.3,1338,66452,95182,3219,32,1,3187,99,3111,96.6,2,0.1,21,0.7,0,0,28,0.9,0,0,25,0.8,419.4,433.9
2557,2.01E+14,School,Harrisburg High School,Harrisburg CUSD 3,Harrisburg,Saline,UNIT,LARGE,HIGH SCHOOL,451.3,418.9,71.3,24,4.7,0,Illinois,37.7280503,-88.5455038,333 West College Street,62946,Saline County,Harrisburg,17165,"333 West College Street, Harrisburg, Illinois, 62946",955800,17165955800,2020,955800,Saline County,Illinois,142,31,54,57,0,2241,82,155,619,683,325,251,126,21.8,38,40.1,0,3.7,6.9,27.6,30.5,14.5,11.2,5.6,1394,34931,53008,3266,19,0.6,3247,99.4,2969,90.9,33,1,0,0,0,0,0,0,9,0.3,236,7.2,418.9,451.3
2562,2.01E+14,School,Eldorado High School,Eldorado CUSD 4,Eldorado,Saline,UNIT,MEDIUM,HIGH SCHOOL,443.2,411.6,72,19.5,8.5,0,Illinois,37.8209008,-88.4356179,2200 Illinois Avenue,62930,Saline County,Eldorado,17165,"2200 Illinois Avenue, Eldorado, Illinois, 62930",955500,17165955500,2020,955500,Saline County,Illinois,209,66,0,143,0,1794,81,180,641,579,76,195,42,31.6,0,68.4,0,4.5,10,35.7,32.3,4.2,10.9,2.3,1040,39125,45357,2425,53,2.2,2372,97.8,2318,95.6,11,0.5,0,0,0,0,0,0,0,0,43,1.8,411.6,443.2
2568,2.01E+14,School,Mount Carmel High School,Wabash CUSD 348,Mount Carmel,Wabash,UNIT,MEDIUM,HIGH SCHOOL,458.3,452,55.3,26.3,17.5,0.9,Illinois,41.7780323,-87.5893179,6410 South Dante Avenue,60637,Cook County,Chicago,17031,"6410 South Dante Avenue, Chicago, Illinois, 60637",843900,17031843900,2020,843900,Cook County,Illinois,179,80,0,89,10,2721,129,385,382,594,150,660,421,44.7,0,49.7,5.6,4.7,14.1,14,21.8,5.5,24.3,15.5,2029,50496,56631,3433,86,2.5,3347,97.5,185,5.4,3012,87.7,10,0.3,75,2.2,0,0,0,0,65,1.9,452,458.3
2579,2.01E+14,School,Wayne City High School,Wayne City CUSD 100,Wayne City,Wayne,UNIT,MEDIUM,HIGH SCHOOL,425.5,441,62.1,24.1,13.8,0,Illinois,38.3452186,-88.5832443,408 East Mill Street,62895,Wayne County,Wayne City,17191,"408 East Mill Street, Wayne City, Illinois, 62895",955300,17191955300,2020,955300,Wayne County,Illinois,119,5,62,52,0,1968,58,112,818,532,245,153,50,4.2,52.1,43.7,0,2.9,5.7,41.6,27,12.4,7.8,2.5,1192,47202,58296,2562,60,2.3,2502,97.7,2465,96.2,0,0,4,0.2,6,0.2,0,0,0,0,27,1.1,441,425.5
2585,2.01E+14,School,Cisne High School,North Wayne CUSD 200,Cisne,Wayne,UNIT,SMALL,HIGH SCHOOL,452.4,446.5,58.8,35.3,0,5.9,Illinois,38.5147712,-88.4295226,1456 U.S. 45,62823,Wayne County,Cisne,17191,"1456 U.S. 45, Cisne, Illinois, 62823",955000,17191955000,2020,955000,Wayne County,Illinois,351,145,85,116,5,3006,339,200,1038,540,469,275,145,41.3,24.2,33,1.4,11.3,6.7,34.5,18,15.6,9.1,4.8,1714,50962,63786,4612,70,1.5,4542,98.5,4468,96.9,10,0.2,8,0.2,22,0.5,0,0,0,0,34,0.7,446.5,452.4
2590,2.01E+14,School,Fairfield Comm High School,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,SMALL,HIGH SCHOOL,462.7,448.4,47.9,42.6,8.5,1.1,Illinois,38.3745744,-88.3634736,300 West King Street,62837,Wayne County,Fairfield,17191,"300 West King Street, Fairfield, Illinois, 62837",955200,17191955200,2020,955200,Wayne County,Illinois,239,73,44,112,10,2099,135,142,703,483,324,235,77,30.5,18.4,46.9,4.2,6.4,6.8,33.5,23,15.4,11.2,3.7,1399,48375,56503,3052,28,0.9,3024,99.1,2846,93.3,118,3.9,0,0,13,0.4,0,0,0,0,47,1.5,448.4,462.7
2592,2.01E+14,School,Grayville Jr Sr High School,Grayville CUSD 1,Grayville,White,UNIT,SMALL,HIGH SCHOOL,492.3,448.5,53.8,38.5,7.7,0,Illinois,38.2583236,-88.0055541,728 West North Street,62844,White County,Grayville,17193,"728 West North Street, Grayville, Illinois, 62844",958200,17193958200,2020,958200,White County,Illinois,215,47,53,109,6,1984,36,178,658,474,296,281,61,21.9,24.7,50.7,2.8,1.8,9,33.2,23.9,14.9,14.2,3.1,1257,55205,61508,2832,59,2.1,2773,97.9,2684,94.8,22,0.8,11,0.4,8,0.3,2,0.1,0,0,46,1.6,448.5,492.3
2595,2.01E+14,School,Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD,Norris City,White,UNIT,MEDIUM,HIGH SCHOOL,431,422.2,65.9,29.3,4.9,0,Illinois,38.0298072,-88.3044908,,N/A,White County,N/A,17193,,958400,17193958400,2020,958400,White County,Illinois,140,14,41,79,6,2002,37,79,777,512,293,199,105,10,29.3,56.4,4.3,1.8,3.9,38.8,25.6,14.6,9.9,5.2,1184,47214,66138,2882,0,0,2882,100,2866,99.4,4,0.1,0,0,0,0,0,0,0,0,12,0.4,422.2,431
2599,2.01E+14,School,Carmi-White County High School,Carmi-White County CUSD 5,Carmi,White,UNIT,MEDIUM,HIGH SCHOOL,470.9,458,43.2,42,14.8,0,Illinois,38.0839666,-88.1708438,800 West Main Street,62821,White County,Carmi,17193,"800 West Main Street, Carmi, Illinois, 62821",958100,17193958100,2020,958100,White County,Illinois,166,16,82,46,22,2588,114,155,843,427,502,374,173,9.6,49.4,27.7,13.3,4.4,6,32.6,16.5,19.4,14.5,6.7,1656,48730,62013,3447,22,0.6,3425,99.4,3306,95.9,49,1.4,20,0.6,17,0.5,0,0,0,0,33,1,458,470.9
