School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Richard Milburn Academy Pasadena,Richard Milburn Alter High School,440,400,<75,<25,3.8,<25,,<25,,Texas,29.6981333,-95.2008867,,N/A,Harris County,Pasadena,48201,,323000,48201323000,2019,323000,Harris County,Texas,714,42,494,178,0,3731,963,563,1341,385,177,252,50,5.9,69.2,24.9,0,25.8,15.1,35.9,10.3,4.7,6.8,1.3,2017,37250,46156,6973,6346,91,627,9,562,8.1,56,0.8,0,0,2,0,0,0,0,0,7,0.1,440
Richard Milburn Academy Midland So,Richard Milburn Alter High School,,,<25,<25,5.9,<25,,<25,,Texas,31.9995797,-102.0756701,,N/A,Midland County,Midland,48329,,10200,48329010200,2019,10200,Midland County,Texas,330,68,140,122,0,2273,231,439,1014,423,89,38,39,20.6,42.4,37,0,10.2,19.3,44.6,18.6,3.9,1.7,1.7,1022,54715,68538,3736,3064,82,672,18,286,7.7,376,10.1,7,0.2,3,0.1,0,0,0,0,0,0,0
Cove Charter Academy,Priority Charter Schools,480,428,<25,<25,100,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,480
Cedar Park Charter Academy,Priority Charter Schools,605,538,<25,<25,100,<25,,<25,75,Texas,30.505198,-97.8202888,,N/A,Williamson County,Cedar Park,48491,,20349,48491020349,2019,20349,Williamson County,Texas,527,53,225,230,19,2404,240,133,387,496,325,553,270,10.1,42.7,43.6,3.6,10,5.5,16.1,20.6,13.5,23,11.2,1208,68077,81442,3805,1121,29.5,2684,70.5,2414,63.4,0,0,0,0,226,5.9,0,0,0,0,44,1.2,605
Gateway Tech H S,Orenda Charter School,545,512,<50,<25,55.3,<25,23.8,<25,28.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,545
Gateway College Preparatory School,Orenda Charter School,586,550,<75,<75,98.6,<50,36.8,<50,58.8,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,586
Academy H S,Academy ISD,569,543,103,53,51.5,20,37.7,28,52.8,Texas,30.990356,-97.341399,850 State Highway 95,76554,Bell County,Little River-Academy,48027,"850 State Highway 95, Little River-Academy, Texas, 76554",21400,48027021400,2019,21400,Bell County,Texas,363,141,128,79,15,2738,134,150,869,657,293,411,224,38.8,35.3,21.8,4.1,4.9,5.5,31.7,24,10.7,15,8.2,1462,66000,89520,4413,953,21.6,3460,78.4,3219,72.9,50,1.1,0,0,37,0.8,38,0.9,0,0,116,2.6,569
Belton H S,Belton ISD,554,542,650,293,45.1,86,29.4,147,50.2,Texas,31.0869689,-97.4702095,600 Lake Road,76513,Bell County,Belton,48027,"600 Lake Road, Belton, Texas, 76513",21701,48027021701,2019,21701,Bell County,Texas,262,73,55,108,26,3057,126,61,367,636,335,778,754,27.9,21,41.2,9.9,4.1,2,12,20.8,11,25.4,24.7,1947,82083,143118,5460,956,17.5,4504,82.5,4036,73.9,65,1.2,92,1.7,205,3.8,0,0,0,0,106,1.9,554
Belton New Tech H S At Waskow,Belton ISD,575,534,133,87,65.4,27,31,50,57.5,Texas,31.0580595,-97.4576945,320 North Blair Street,76513,Bell County,Belton,48027,"320 North Blair Street, Belton, Texas, 76513",21601,48027021601,2019,21601,Bell County,Texas,677,23,275,342,37,3660,350,431,1355,916,140,340,128,3.4,40.6,50.5,5.5,9.6,11.8,37,25,3.8,9.3,3.5,2094,38281,51242,6066,2505,41.3,3561,58.7,2730,45,561,9.2,0,0,12,0.2,0,0,21,0.3,237,3.9,575
Holland H S,Holland ISD,522,525,<75,<50,74.1,<25,20,<25,42.5,Texas,30.878908,-97.4104513,101 Rose Street,76534,Bell County,Holland,48027,"101 Rose Street, Holland, Texas, 76534",23402,48027023402,2019,23402,Bell County,Texas,392,35,195,147,15,3574,117,306,1119,985,342,482,223,8.9,49.7,37.5,3.8,3.3,8.6,31.3,27.6,9.6,13.5,6.2,1803,66607,79347,5559,1180,21.2,4379,78.8,4082,73.4,177,3.2,18,0.3,34,0.6,0,0,0,0,68,1.2,522
Killeen H S,Killeen ISD,508,493,477,210,44,33,15.7,61,29,Texas,31.1123062,-97.6986788,500 North 38th Street,76543,Bell County,Killeen,48027,"500 North 38th Street, Killeen, Texas, 76543",22200,48027022200,2019,22200,Bell County,Texas,1004,36,506,415,47,2506,70,183,748,598,115,557,235,3.6,50.4,41.3,4.7,2.8,7.3,29.8,23.9,4.6,22.2,9.4,2111,50652,50803,4336,1437,33.1,2899,66.9,1479,34.1,956,22,0,0,127,2.9,114,2.6,99,2.3,124,2.9,508
C E Ellison H S,Killeen ISD,512,500,502,258,51.4,26,10.1,93,36,Texas,31.0838677,-97.7388664,909 East Elms Road,76542,Bell County,Killeen,48027,"909 East Elms Road, Killeen, Texas, 76542",23002,48027023002,2019,23002,Bell County,Texas,506,108,142,77,179,2332,126,24,692,595,257,541,97,21.3,28.1,15.2,35.4,5.4,1,29.7,25.5,11,23.2,4.2,1349,47349,92638,3338,594,17.8,2744,82.2,1835,55,782,23.4,0,0,0,0,0,0,0,0,127,3.8,512
Killeen ISD Career Center,Killeen ISD,600,610,<25,<25,,<25,33.3,<25,100,Texas,31.0529296,-97.7494274,1320 Stagecoach Road,76543,Bell County,Killeen,48027,"1320 Stagecoach Road, Killeen, Texas, 76543",23302,48027023302,2019,23302,Bell County,Texas,295,106,148,23,18,2191,16,66,528,865,306,251,159,35.9,50.2,7.8,6.1,0.7,3,24.1,39.5,14,11.5,7.3,1242,69231,75105,3217,1009,31.4,2208,68.6,1125,35,789,24.5,32,1,20,0.6,0,0,0,0,242,7.5,600
Pathways Academic Campus,Killeen ISD,462,432,<325,<25,3.3,<25,,<25,,Texas,31.053353,-97.7515357,1322 Stagecoach Road,76542,Bell County,Killeen,48027,"1322 Stagecoach Road, Killeen, Texas, 76542",23302,48027023302,2019,23302,Bell County,Texas,295,106,148,23,18,2191,16,66,528,865,306,251,159,35.9,50.2,7.8,6.1,0.7,3,24.1,39.5,14,11.5,7.3,1242,69231,75105,3217,1009,31.4,2208,68.6,1125,35,789,24.5,32,1,20,0.6,0,0,0,0,242,7.5,462
Harker Heights H S,Killeen ISD,546,528,535,324,60.6,78,24.1,142,43.8,Texas,31.0568127,-97.6521492,1001 Farm to Market 2410,76548,Bell County,Harker Heights,48027,"1001 Farm to Market 2410, Harker Heights, Texas, 76548",21908,48027021908,2019,21908,Bell County,Texas,308,83,60,165,0,4760,118,206,1100,1273,301,1319,443,26.9,19.5,53.6,0,2.5,4.3,23.1,26.7,6.3,27.7,9.3,2422,93203,99255,7082,907,12.8,6175,87.2,4289,60.6,1096,15.5,37,0.5,264,3.7,0,0,0,0,489,6.9,546
Robert M Shoemaker H S,Killeen ISD,501,488,<450,<225,47.1,<25,6.6,<75,23.7,Texas,31.1024082,-97.796721,3302 Clear Creek Road,76549,Bell County,Killeen,48027,"3302 Clear Creek Road, Killeen, Texas, 76549",23111,48027023111,2019,23111,Bell County,Texas,488,67,125,251,45,2512,19,41,451,773,327,661,240,13.7,25.6,51.4,9.2,0.8,1.6,18,30.8,13,26.3,9.6,1628,51063,80535,4266,1417,33.2,2849,66.8,1062,24.9,1515,35.5,0,0,115,2.7,22,0.5,0,0,135,3.2,501
Killeen ISD Early College H S,Killeen ISD,567,540,165,143,86.7,43,30.1,81,56.6,Texas,31.1327875,-97.8069925,76549 Tank Destroyer Boulevard,76544,Coryell County,Fort Cavazos,48099,"76549 Tank Destroyer Boulevard, Fort Cavazos, Texas, 76544",10504,48099010504,2019,10504,Coryell County,Texas,309,16,125,142,26,640,0,0,138,213,119,130,40,5.2,40.5,46,8.4,0,0,21.6,33.3,18.6,20.3,6.3,462,39313,47466,1726,489,28.3,1237,71.7,965,55.9,87,5,45,2.6,68,3.9,4,0.2,0,0,68,3.9,567
Rogers H S,Rogers ISD,517,501,<75,<25,35.8,<25,10.5,<25,42.1,Texas,30.9933203,-97.2005806,,N/A,Bell County,N/A,48027,,23402,48027023402,2019,23402,Bell County,Texas,392,35,195,147,15,3574,117,306,1119,985,342,482,223,8.9,49.7,37.5,3.8,3.3,8.6,31.3,27.6,9.6,13.5,6.2,1803,66607,79347,5559,1180,21.2,4379,78.8,4082,73.4,177,3.2,18,0.3,34,0.6,0,0,0,0,68,1.2,517
Salado H S,Salado ISD,572,564,126,81,64.3,31,38.3,55,67.9,Texas,30.9661726,-97.5385783,1880 Williams Road,76571,Bell County,Salado,48027,"1880 Williams Road, Salado, Texas, 76571",23406,48027023406,2019,23406,Bell County,Texas,113,20,41,29,23,2501,12,0,669,502,243,696,379,17.7,36.3,25.7,20.4,0.5,0,26.7,20.1,9.7,27.8,15.2,1341,92601,117761,3619,507,14,3112,86,3111,86,0,0,0,0,1,0,0,0,0,0,0,0,572
Temple H S,Temple ISD,512,494,447,219,49,35,16,69,31.5,Texas,31.1062637,-97.3535861,415 North 31st Street,76504,Bell County,Temple,48027,"415 North 31st Street, Temple, Texas, 76504",20702,48027020702,2019,20702,Bell County,Texas,119,3,65,51,0,1233,165,209,518,193,60,74,14,2.5,54.6,42.9,0,13.4,17,42,15.7,4.9,6,1.1,602,29779,38371,1717,790,46,927,54,608,35.4,306,17.8,0,0,0,0,0,0,0,0,13,0.8,512
Troy H S,Troy ISD,511,517,118,48,40.7,8,16.7,18,37.5,Texas,31.2112504,-97.3053785,205 North Waco Road,76579,Bell County,Troy,48027,"205 North Waco Road, Troy, Texas, 76579",20101,48027020101,2019,20101,Bell County,Texas,372,20,212,140,0,2266,189,121,720,678,153,307,98,5.4,57,37.6,0,8.3,5.3,31.8,29.9,6.8,13.5,4.3,1289,51723,63581,3453,930,26.9,2523,73.1,2461,71.3,58,1.7,0,0,0,0,0,0,4,0.1,0,0,511
Por Vida Academy Charter H S,Por Vida Academy,,,<100,<25,1.3,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,0
Corpus Christi College Prep H S,Por Vida Academy,,,<25,<25,7.1,<25,,<25,,Texas,27.7918932,-97.3953432,,N/A,Nueces County,Corpus Christi,48355,,6400,48355006400,2019,6400,Nueces County,Texas,215,52,75,49,39,2225,216,262,684,463,125,353,122,24.2,34.9,22.8,18.1,9.7,11.8,30.7,20.8,5.6,15.9,5.5,883,26250,65020,2477,1063,42.9,1414,57.1,1093,44.1,274,11.1,8,0.3,10,0.4,0,0,0,0,29,1.2,0
George Gervin Academy,George Gervin Academy,398,390,<25,<25,88.2,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,398
Ruth Jones McClendon Middle,George Gervin Academy,,,<25,<25,7.1,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,0
Frank L Madla Early College H S,New Frontiers Public Schools Inc,513,504,<50,<50,92.3,<25,11.1,<25,30.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,513
Milton B Lee Academy Of Science &,School Of Excellence In Education,495,495,<50,<25,37.9,<25,,<25,18.2,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,495
Southwest Preparatory Southeast Ca,Southwest Preparatory School,,,<25,<25,8.3,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,0
Southwest Preparatory School-North,Southwest Preparatory School,473,429,<50,<25,70,<25,,<25,9.5,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,473
New Directions,Southwest Preparatory School,535,520,<25,<25,10.5,<25,,<25,50,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,535
Anne Frank Inspire Academy,Inspire Academies,506,458,<25,<25,45.5,<25,,<25,20,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,506
Heritage Academy Of Del Rio,Heritage Academy,,,<25,<25,5,<25,,<25,,Texas,29.4075202,-100.9175796,709 Kings Way,78840,Val Verde County,Del Rio,48465,"709 Kings Way, Del Rio, Texas, 78840",950203,48465950203,2019,950203,Val Verde County,Texas,48,0,0,27,21,2859,132,0,641,649,188,736,513,0,0,56.3,43.8,4.6,0,22.4,22.7,6.6,25.7,17.9,1531,111713,110181,4226,2166,51.3,2060,48.7,1651,39.1,169,4,0,0,203,4.8,0,0,37,0.9,0,0,0
Jubilee San Antonio,Jubilee Academies,448,440,<50,<50,84.8,<25,,<25,,Texas,29.377635,-98.406741,4434 Roland Road,78222,Bexar County,San Antonio,48029,"4434 Roland Road, San Antonio, Texas, 78222",141300,48029141300,2019,141300,Bexar County,Texas,455,74,117,237,27,4992,271,888,1624,1091,394,586,138,16.3,25.7,52.1,5.9,5.4,17.8,32.5,21.9,7.9,11.7,2.8,2511,41541,61601,7251,4352,60,2899,40,1542,21.3,1106,15.3,0,0,0,0,0,0,68,0.9,183,2.5,448
Jubilee - Lake View University Pre,Jubilee Academies,470,464,<25,<25,100,<25,14.3,<25,14.3,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,470
Jubilee Brownsville,Jubilee Academies,501,479,<75,<50,86,<25,16.3,<25,32.7,Texas,25.9017472,-97.4974838,,N/A,Cameron County,Brownsville,48061,,14001,48061014001,2019,14001,Cameron County,Texas,229,17,143,69,0,1612,645,214,261,90,99,249,54,7.4,62.4,30.1,0,40,13.3,16.2,5.6,6.1,15.4,3.3,1110,10255,22563,2244,2109,94,135,6,38,1.7,12,0.5,0,0,24,1.1,0,0,25,1.1,36,1.6,501
Kipp University Prep H S,Kipp San Antonio,492,470,<25,<175,,<25,7.1,<50,19.5,Texas,29.4080228,-98.5061539,239 Stark Street,78204,Bexar County,San Antonio,48029,"239 Stark Street, San Antonio, Texas, 78204",150100,48029150100,2019,150100,Bexar County,Texas,564,123,223,136,82,3886,397,389,1146,945,288,300,421,21.8,39.5,24.1,14.5,10.2,10,29.5,24.3,7.4,7.7,10.8,1900,42454,65535,5876,5152,87.7,724,12.3,554,9.4,37,0.6,0,0,19,0.3,0,0,95,1.6,19,0.3,492
School Of Science And Technology,School Of Science And Technology,559,560,<100,<100,100,<50,36.1,<75,60.2,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2019,10700,Bowie County,Texas,363,105,112,146,0,3279,46,193,697,1005,513,552,273,28.9,30.9,40.2,0,1.4,5.9,21.3,30.6,15.6,16.8,8.3,2127,44888,59578,4893,454,9.3,4439,90.7,2413,49.3,1886,38.5,0,0,0,0,0,0,0,0,140,2.9,559
Harmony Science Acad (San Antonio),Harmony Science Acad (San Antonio),524,502,<100,<125,100,<25,21.4,<50,36.9,Texas,29.4313132,-98.6531957,8505 Lakeside Parkway,78245,Bexar County,San Antonio,48029,"8505 Lakeside Parkway, San Antonio, Texas, 78245",171927,48029171927,2019,171927,Bexar County,Texas,847,83,265,362,137,6278,228,417,1897,1616,446,1281,393,9.8,31.3,42.7,16.2,3.6,6.6,30.2,25.7,7.1,20.4,6.3,3697,49729,56711,10191,7151,70.2,3040,29.8,1548,15.2,837,8.2,0,0,312,3.1,0,0,235,2.3,108,1.1,524
Harmony School Of Innovation - Bro,Harmony Science Acad (San Antonio),511,522,<50,<50,100,<25,20.4,<25,34.7,Texas,29.5108965,-98.3471093,8125 Glen Mont Drive,78239,Bexar County,San Antonio,48029,"8125 Glen Mont Drive, San Antonio, Texas, 78239",121507,48029121507,2019,121507,Bexar County,Texas,492,100,118,224,50,3246,257,176,942,771,382,450,268,20.3,24,45.5,10.2,7.9,5.4,29,23.8,11.8,13.9,8.3,1284,65714,76231,4537,2064,45.5,2473,54.5,1261,27.8,787,17.3,36,0.8,95,2.1,22,0.5,0,0,272,6,511
Harmony School Of Excellence - Lar,Harmony Science Acad (San Antonio),480,487,<75,<75,100,<25,11.1,<25,27,Texas,29.4313132,-98.6531957,8505 Lakeside Parkway,78245,Bexar County,San Antonio,48029,"8505 Lakeside Parkway, San Antonio, Texas, 78245",171927,48029171927,2019,171927,Bexar County,Texas,847,83,265,362,137,6278,228,417,1897,1616,446,1281,393,9.8,31.3,42.7,16.2,3.6,6.6,30.2,25.7,7.1,20.4,6.3,3697,49729,56711,10191,7151,70.2,3040,29.8,1548,15.2,837,8.2,0,0,312,3.1,0,0,235,2.3,108,1.1,480
Brooks Academy Of Science And Engi,Brooks Academies Of Texas,488,457,<100,<75,58.2,<25,3.5,<25,12.3,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,488
Brooks Collegiate Academy,Brooks Academies Of Texas,,,<25,<25,,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,0
School Of Science And Technology C,School Of Science And Technology D,514,495,<25,<25,,<25,23.5,<25,47.1,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2019,10700,Bowie County,Texas,363,105,112,146,0,3279,46,193,697,1005,513,552,273,28.9,30.9,40.2,0,1.4,5.9,21.3,30.6,15.6,16.8,8.3,2127,44888,59578,4893,454,9.3,4439,90.7,2413,49.3,1886,38.5,0,0,0,0,0,0,0,0,140,2.9,514
Henry Ford Academy Alameda School,Henry Ford Academy Alameda School,511,443,<50,<25,51.4,<25,5.6,<25,11.1,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,511
Basis San Antonio- Shavano Campus,Basis Texas,671,691,<75,<75,100,<75,91.9,<75,97.3,Texas,29.4251905,-98.4945922,,N/A,Bexar County,San Antonio,48029,,110100,48029110100,2019,110100,Bexar County,Texas,300,28,48,121,103,2703,322,226,460,508,89,524,574,9.3,16,40.3,34.3,11.9,8.4,17,18.8,3.3,19.4,21.2,1840,52659,69432,3153,1797,57,1356,43,1182,37.5,106,3.4,0,0,14,0.4,0,0,10,0.3,44,1.4,671
Basis San Antonio- Pri North Centr,Basis Texas,733,735,<25,<25,,<25,100,<25,100,Texas,29.5271033,-98.4914496,318 East Ramsey Road,78216,Bexar County,San Antonio,48029,"318 East Ramsey Road, San Antonio, Texas, 78216",191304,48029191304,2019,191304,Bexar County,Texas,218,19,73,118,8,1827,117,218,477,610,120,206,79,8.7,33.5,54.1,3.7,6.4,11.9,26.1,33.4,6.6,11.3,4.3,1100,28869,43211,2772,2123,76.6,649,23.4,376,13.6,220,7.9,0,0,27,1,26,0.9,0,0,0,0,733
Great Hearts Monte Vista North,Great Hearts Texas,595,568,<50,<50,88.9,<25,46.9,<25,71.9,Texas,29.4568343,-98.4918039,,78212,Bexar County,San Antonio,48029,,190200,48029190200,2019,190200,Bexar County,Texas,360,15,190,115,40,3735,49,97,1125,715,287,777,685,4.2,52.8,31.9,11.1,1.3,2.6,30.1,19.1,7.7,20.8,18.3,2080,52375,92347,4418,2594,58.7,1824,41.3,1365,30.9,232,5.3,14,0.3,0,0,25,0.6,0,0,188,4.3,595
Great Hearts Irving,Great Hearts Texas,,,<25,<25,,<25,,<25,,Texas,32.8707644,-96.9909955,3350 Story Road West,75038,Dallas County,Irving,48113,"3350 Story Road West, Irving, Texas, 75038",14158,48113014158,2019,14158,Dallas County,Texas,379,17,57,299,6,1663,28,78,488,516,129,295,129,4.5,15,78.9,1.6,1.7,4.7,29.3,31,7.8,17.7,7.8,1138,44327,47529,3008,706,23.5,2302,76.5,319,10.6,1438,47.8,55,1.8,405,13.5,0,0,0,0,85,2.8,0
Alamo Heights H S,Alamo Heights ISD,585,589,375,314,83.7,157,50,220,70.1,Texas,29.4917018,-98.4652223,6900 Broadway,78209,Bexar County,San Antonio,48029,"6900 Broadway, San Antonio, Texas, 78209",120301,48029120301,2019,120301,Bexar County,Texas,506,0,67,218,221,2625,23,0,334,362,110,1039,757,0,13.2,43.1,43.7,0.9,0,12.7,13.8,4.2,39.6,28.8,1485,123212,149111,3836,1001,26.1,2835,73.9,2462,64.2,82,2.1,26,0.7,0,0,0,0,16,0.4,249,6.5,585
Harlandale H S,Harlandale ISD,451,447,<400,<375,96.9,<25,2.7,<50,12.8,Texas,29.3649056,-98.5018265,114 East Gerald Avenue,78214,Bexar County,San Antonio,48029,"114 East Gerald Avenue, San Antonio, Texas, 78214",150900,48029150900,2019,150900,Bexar County,Texas,621,189,335,97,0,5514,809,1023,1967,898,502,277,38,30.4,53.9,15.6,0,14.7,18.6,35.7,16.3,9.1,5,0.7,2386,41771,44886,7987,6611,82.8,1376,17.2,1272,15.9,9,0.1,0,0,0,0,0,0,87,1.1,8,0.1,451
McCollum H S,Harlandale ISD,443,441,<300,<325,100,<25,2.3,<50,11.1,Texas,29.343437,-98.5118715,500 West Formosa Boulevard,78221,Bexar County,San Antonio,48029,"500 West Formosa Boulevard, San Antonio, Texas, 78221",151700,48029151700,2019,151700,Bexar County,Texas,1074,32,311,571,160,4938,876,769,1833,696,301,356,107,3,29,53.2,14.9,17.7,15.6,37.1,14.1,6.1,7.2,2.2,2072,60723,61905,8053,6648,82.6,1405,17.4,1363,16.9,0,0,25,0.3,0,0,0,0,0,0,17,0.2,443
