School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Noble St Chtr-Comer College Prep,City of Chicago SD 299,403.8,395.4,214.0,214.0,Illinois,41.7652098,-87.6040574,7131 South South Chicago Avenue,60619,Cook County,Chicago,17031,"7131 South South Chicago Avenue, Chicago, Illinois, 60619",841800,17031841800,2023.0,841800.0,Cook County,Illinois,200.0,81.0,19.0,100.0,0.0,1442.0,23.0,147.0,331.0,514.0,54.0,261.0,112.0,40.5,9.5,50.0,0.0,1.6,10.2,23.0,35.6,3.7,18.1,7.8,894.0,50964.0,71602.0,2309.0,355.0,15.4,1954.0,84.6,43.0,1.9,1868.0,80.9,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.8,24.0,1.0
Noble St Chtr-UIC College Prep,City of Chicago SD 299,444.0,426.9,215.0,215.0,Illinois,41.8656136,-87.6760518,1231 South Damen Avenue,60608,Cook County,Chicago,17031,"1231 South Damen Avenue, Chicago, Illinois, 60608",842900,17031842900,2023.0,842900.0,Cook County,Illinois,176.0,56.0,84.0,18.0,18.0,1911.0,93.0,188.0,379.0,426.0,107.0,432.0,286.0,31.8,47.7,10.2,10.2,4.9,9.8,19.8,22.3,5.6,22.6,15.0,1512.0,21521.0,48110.0,2630.0,63.0,2.4,2567.0,97.6,545.0,20.7,1677.0,63.8,0.0,0.0,115.0,4.4,0.0,0.0,0.0,0.0,230.0,8.7
Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,435.7,425.6,267.0,267.0,Illinois,41.8791324,-87.6784361,2040 West Adams Street,60612,Cook County,Chicago,17031,"2040 West Adams Street, Chicago, Illinois, 60612",838000,17031838000,2023.0,838000.0,Cook County,Illinois,258.0,0.0,16.0,107.0,135.0,1955.0,54.0,300.0,371.0,496.0,128.0,403.0,203.0,0.0,6.2,41.5,52.3,2.8,15.3,19.0,25.4,6.5,20.6,10.4,1454.0,-666666666.0,59457.0,2650.0,463.0,17.5,2187.0,82.5,466.0,17.6,1340.0,50.6,0.0,0.0,90.0,3.4,0.0,0.0,0.0,0.0,291.0,11.0
Noble St Chtr-Muchin College Prep,City of Chicago SD 299,449.5,434.6,221.0,223.0,Illinois,41.8823418,-87.6273168,1 North State Street,60602,Cook County,Chicago,17031,"1 North State Street, Chicago, Illinois, 60602",320102,17031320102,2023.0,320102.0,Cook County,Illinois,1112.0,49.0,298.0,180.0,585.0,3626.0,0.0,21.0,149.0,153.0,138.0,1862.0,1303.0,4.4,26.8,16.2,52.6,0.0,0.6,4.1,4.2,3.8,51.4,35.9,2748.0,109211.0,183065.0,5330.0,528.0,9.9,4802.0,90.1,3058.0,57.4,52.0,1.0,0.0,0.0,1511.0,28.3,0.0,0.0,0.0,0.0,181.0,3.4
Noble St Chtr-Johnson College Prep,City of Chicago SD 299,410.8,396.2,92.0,92.0,Illinois,41.77862150000001,-87.63542249999999,6350 South Stewart Avenue,60621,Cook County,Chicago,17031,"6350 South Stewart Avenue, Chicago, Illinois, 60621",680900,17031680900,2023.0,680900.0,Cook County,Illinois,114.0,48.0,32.0,17.0,17.0,2686.0,186.0,613.0,766.0,799.0,107.0,215.0,0.0,42.1,28.1,14.9,14.9,6.9,22.8,28.5,29.7,4.0,8.0,0.0,1840.0,18333.0,32002.0,3307.0,35.0,1.1,3272.0,98.9,62.0,1.9,3044.0,92.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,134.0,4.1
Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,412.7,396.9,110.0,110.0,Illinois,41.7343941,-87.65109989999999,8748 South Aberdeen Street,60620,Cook County,Chicago,17031,"8748 South Aberdeen Street, Chicago, Illinois, 60620",711400,17031711400,2023.0,711400.0,Cook County,Illinois,188.0,33.0,67.0,72.0,16.0,1757.0,11.0,90.0,550.0,497.0,249.0,282.0,78.0,17.6,35.6,38.3,8.5,0.6,5.1,31.3,28.3,14.2,16.1,4.4,878.0,59188.0,69658.0,2703.0,186.0,6.9,2517.0,93.1,15.0,0.6,2458.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.4,32.0,1.2
Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,428.3,406.8,78.0,78.0,Illinois,41.8997931,-87.6624966,North Noble Street,60642,Cook County,Chicago,17031,"North Noble Street, Chicago, Illinois, 60642",842300,17031842300,2023.0,842300.0,Cook County,Illinois,235.0,0.0,41.0,33.0,161.0,2869.0,88.0,0.0,193.0,168.0,98.0,1558.0,764.0,0.0,17.4,14.0,68.5,3.1,0.0,6.7,5.9,3.4,54.3,26.6,1752.0,173082.0,195694.0,3406.0,236.0,6.9,3170.0,93.1,2079.0,61.0,525.0,15.4,0.0,0.0,291.0,8.5,0.0,0.0,0.0,0.0,275.0,8.1
Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,416.6,399.4,144.0,145.0,Illinois,41.8997931,-87.6624966,North Noble Street,60642,Cook County,Chicago,17031,"North Noble Street, Chicago, Illinois, 60642",842300,17031842300,2023.0,842300.0,Cook County,Illinois,235.0,0.0,41.0,33.0,161.0,2869.0,88.0,0.0,193.0,168.0,98.0,1558.0,764.0,0.0,17.4,14.0,68.5,3.1,0.0,6.7,5.9,3.4,54.3,26.6,1752.0,173082.0,195694.0,3406.0,236.0,6.9,3170.0,93.1,2079.0,61.0,525.0,15.4,0.0,0.0,291.0,8.5,0.0,0.0,0.0,0.0,275.0,8.1
Noble St Chtr-Baker Campus,City of Chicago SD 299,432.7,399.8,55.0,55.0,Illinois,41.8997931,-87.6624966,North Noble Street,60642,Cook County,Chicago,17031,"North Noble Street, Chicago, Illinois, 60642",842300,17031842300,2023.0,842300.0,Cook County,Illinois,235.0,0.0,41.0,33.0,161.0,2869.0,88.0,0.0,193.0,168.0,98.0,1558.0,764.0,0.0,17.4,14.0,68.5,3.1,0.0,6.7,5.9,3.4,54.3,26.6,1752.0,173082.0,195694.0,3406.0,236.0,6.9,3170.0,93.1,2079.0,61.0,525.0,15.4,0.0,0.0,291.0,8.5,0.0,0.0,0.0,0.0,275.0,8.1
Noble St Chtr-Noble Campus,City of Chicago SD 299,456.5,449.1,158.0,158.0,Illinois,41.8997931,-87.6624966,North Noble Street,60642,Cook County,Chicago,17031,"North Noble Street, Chicago, Illinois, 60642",842300,17031842300,2023.0,842300.0,Cook County,Illinois,235.0,0.0,41.0,33.0,161.0,2869.0,88.0,0.0,193.0,168.0,98.0,1558.0,764.0,0.0,17.4,14.0,68.5,3.1,0.0,6.7,5.9,3.4,54.3,26.6,1752.0,173082.0,195694.0,3406.0,236.0,6.9,3170.0,93.1,2079.0,61.0,525.0,15.4,0.0,0.0,291.0,8.5,0.0,0.0,0.0,0.0,275.0,8.1
Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,456.0,433.2,252.0,253.0,Illinois,41.9174184,-87.759616,5321 West Grand Avenue,60639,Cook County,Chicago,17031,"5321 West Grand Avenue, Chicago, Illinois, 60639",191200,17031191200,2023.0,191200.0,Cook County,Illinois,326.0,34.0,161.0,121.0,10.0,2243.0,747.0,298.0,535.0,388.0,60.0,195.0,20.0,10.4,49.4,37.1,3.1,33.3,13.3,23.9,17.3,2.7,8.7,0.9,1077.0,64688.0,72849.0,3767.0,3497.0,92.8,270.0,7.2,182.0,4.8,69.0,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.5
Noble St Chtr-The Noble Academy,City of Chicago SD 299,446.7,408.2,159.0,160.0,Illinois,41.9074558,-87.6454041,1443 North Ogden Avenue,60610,Cook County,Chicago,17031,"1443 North Ogden Avenue, Chicago, Illinois, 60610",842200,17031842200,2023.0,842200.0,Cook County,Illinois,232.0,65.0,23.0,0.0,144.0,3117.0,12.0,58.0,190.0,254.0,57.0,1528.0,1018.0,28.0,9.9,0.0,62.1,0.4,1.9,6.1,8.1,1.8,49.0,32.7,2477.0,95174.0,159650.0,3629.0,172.0,4.7,3457.0,95.3,2341.0,64.5,338.0,9.3,0.0,0.0,526.0,14.5,0.0,0.0,0.0,0.0,252.0,6.9
Noble St Chtr - Mansueto,City of Chicago SD 299,461.0,440.1,249.0,250.0,Illinois,41.8997931,-87.6624966,North Noble Street,60642,Cook County,Chicago,17031,"North Noble Street, Chicago, Illinois, 60642",842300,17031842300,2023.0,842300.0,Cook County,Illinois,235.0,0.0,41.0,33.0,161.0,2869.0,88.0,0.0,193.0,168.0,98.0,1558.0,764.0,0.0,17.4,14.0,68.5,3.1,0.0,6.7,5.9,3.4,54.3,26.6,1752.0,173082.0,195694.0,3406.0,236.0,6.9,3170.0,93.1,2079.0,61.0,525.0,15.4,0.0,0.0,291.0,8.5,0.0,0.0,0.0,0.0,275.0,8.1
North Lawndale Prep Chtr-Collins,City of Chicago SD 299,391.6,386.1,107.0,107.0,Illinois,41.8584921,-87.7088287,1615 South Christiana Avenue,60623,Cook County,Chicago,17031,"1615 South Christiana Avenue, Chicago, Illinois, 60623",841500,17031841500,2023.0,841500.0,Cook County,Illinois,162.0,94.0,68.0,0.0,0.0,1213.0,18.0,277.0,338.0,268.0,140.0,86.0,86.0,58.0,42.0,0.0,0.0,1.5,22.8,27.9,22.1,11.5,7.1,7.1,858.0,24706.0,39669.0,2254.0,60.0,2.7,2194.0,97.3,75.0,3.3,2111.0,93.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4
Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,City of Chicago SD 299,398.7,398.2,38.0,38.0,Illinois,42.0160949,-87.6845409,7416 North Ridge Boulevard,60645,Cook County,Chicago,17031,"7416 North Ridge Boulevard, Chicago, Illinois, 60645",020100,17031020100,2023.0,20100.0,Cook County,Illinois,316.0,79.0,59.0,112.0,66.0,3038.0,278.0,152.0,802.0,490.0,343.0,597.0,376.0,25.0,18.7,35.4,20.9,9.2,5.0,26.4,16.1,11.3,19.7,12.4,1644.0,69850.0,83969.0,4066.0,1123.0,27.6,2943.0,72.4,844.0,20.8,1597.0,39.3,0.0,0.0,183.0,4.5,0.0,0.0,0.0,0.0,319.0,7.8
Perspectives Chtr - Joslin Campus,City of Chicago SD 299,402.2,374.2,60.0,60.0,Illinois,41.8561782,-87.6284637,1930 South Archer Avenue,60616,Cook County,Chicago,17031,"1930 South Archer Avenue, Chicago, Illinois, 60616",330200,17031330200,2023.0,330200.0,Cook County,Illinois,88.0,22.0,34.0,19.0,13.0,2916.0,139.0,77.0,127.0,300.0,151.0,1001.0,1121.0,25.0,38.6,21.6,14.8,4.8,2.6,4.4,10.3,5.2,34.3,38.4,1784.0,140556.0,205284.0,4036.0,281.0,7.0,3755.0,93.0,1845.0,45.7,937.0,23.2,0.0,0.0,724.0,17.9,0.0,0.0,0.0,0.0,249.0,6.2
Perspectives Chtr - Leadership Acad,City of Chicago SD 299,405.6,386.5,86.0,86.0,Illinois,41.8608315,-87.6274658,1530 South State Street,60605,Cook County,Chicago,17031,"1530 South State Street, Chicago, Illinois, 60605",330200,17031330200,2023.0,330200.0,Cook County,Illinois,88.0,22.0,34.0,19.0,13.0,2916.0,139.0,77.0,127.0,300.0,151.0,1001.0,1121.0,25.0,38.6,21.6,14.8,4.8,2.6,4.4,10.3,5.2,34.3,38.4,1784.0,140556.0,205284.0,4036.0,281.0,7.0,3755.0,93.0,1845.0,45.7,937.0,23.2,0.0,0.0,724.0,17.9,0.0,0.0,0.0,0.0,249.0,6.2
Chicago Vocational Career Acad HS,City of Chicago SD 299,394.8,374.3,108.0,109.0,Illinois,41.73772290000001,-87.5729254,2100 East 87th Street,60617,Cook County,Chicago,17031,"2100 East 87th Street, Chicago, Illinois, 60617",450300,17031450300,2023.0,450300.0,Cook County,Illinois,299.0,35.0,64.0,177.0,23.0,2338.0,175.0,209.0,696.0,722.0,83.0,252.0,201.0,11.7,21.4,59.2,7.7,7.5,8.9,29.8,30.9,3.6,10.8,8.6,1490.0,46207.0,63685.0,3217.0,31.0,1.0,3186.0,99.0,25.0,0.8,3023.0,94.0,0.0,0.0,9.0,0.3,0.0,0.0,0.0,0.0,129.0,4.0
Perspectives Chtr - High School of Technology,City of Chicago SD 299,396.3,381.2,104.0,104.0,Illinois,41.8608315,-87.6274658,1530 South State Street,60605,Cook County,Chicago,17031,"1530 South State Street, Chicago, Illinois, 60605",330200,17031330200,2023.0,330200.0,Cook County,Illinois,88.0,22.0,34.0,19.0,13.0,2916.0,139.0,77.0,127.0,300.0,151.0,1001.0,1121.0,25.0,38.6,21.6,14.8,4.8,2.6,4.4,10.3,5.2,34.3,38.4,1784.0,140556.0,205284.0,4036.0,281.0,7.0,3755.0,93.0,1845.0,45.7,937.0,23.2,0.0,0.0,724.0,17.9,0.0,0.0,0.0,0.0,249.0,6.2
Dunbar Vocational Career Acad HS,City of Chicago SD 299,380.3,369.3,88.0,89.0,Illinois,41.8408859,-87.6181914,3000 South King Drive,60616,Cook County,Chicago,17031,"3000 South King Drive, Chicago, Illinois, 60616",839200,17031839200,2023.0,839200.0,Cook County,Illinois,323.0,30.0,39.0,187.0,67.0,1858.0,24.0,128.0,237.0,400.0,162.0,469.0,438.0,9.3,12.1,57.9,20.7,1.3,6.9,12.8,21.5,8.7,25.2,23.6,1514.0,39133.0,70034.0,2330.0,96.0,4.1,2234.0,95.9,340.0,14.6,1428.0,61.3,0.0,0.0,245.0,10.5,0.0,0.0,151.0,6.5,70.0,3.0
Jones College Prep High School,City of Chicago SD 299,636.3,635.9,478.0,478.0,Illinois,41.8729672,-87.6279213,700 South State Street,60605,Cook County,Chicago,17031,"700 South State Street, Chicago, Illinois, 60605",839000,17031839000,2023.0,839000.0,Cook County,Illinois,1155.0,0.0,452.0,392.0,311.0,8719.0,179.0,174.0,439.0,446.0,290.0,3534.0,3657.0,0.0,39.1,33.9,26.9,2.1,2.0,5.0,5.1,3.3,40.5,41.9,6440.0,95565.0,129706.0,10337.0,1428.0,13.8,8909.0,86.2,5330.0,51.6,1142.0,11.0,0.0,0.0,2077.0,20.1,0.0,0.0,0.0,0.0,360.0,3.5
Prosser Career Academy HS,City of Chicago SD 299,457.5,432.5,276.0,276.0,Illinois,41.9194252,-87.7618878,2148 North Long Avenue,60639,Cook County,Chicago,17031,"2148 North Long Avenue, Chicago, Illinois, 60639",191200,17031191200,2023.0,191200.0,Cook County,Illinois,326.0,34.0,161.0,121.0,10.0,2243.0,747.0,298.0,535.0,388.0,60.0,195.0,20.0,10.4,49.4,37.1,3.1,33.3,13.3,23.9,17.3,2.7,8.7,0.9,1077.0,64688.0,72849.0,3767.0,3497.0,92.8,270.0,7.2,182.0,4.8,69.0,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.5
Richards Career Academy HS,City of Chicago SD 299,362.2,359.1,69.0,69.0,Illinois,41.80277299999999,-87.6620626,5009 South Laflin Street,60609,Cook County,Chicago,17031,"5009 South Laflin Street, Chicago, Illinois, 60609",611200,17031611200,2023.0,611200.0,Cook County,Illinois,269.0,40.0,127.0,59.0,43.0,1502.0,317.0,143.0,388.0,157.0,252.0,94.0,151.0,14.9,47.2,21.9,16.0,21.1,9.5,25.8,10.5,16.8,6.3,10.1,741.0,41480.0,65140.0,2322.0,1633.0,70.3,689.0,29.7,173.0,7.5,500.0,21.5,0.0,0.0,16.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Simeon Career Academy High School,City of Chicago SD 299,411.2,389.8,276.0,276.0,Illinois,41.7455617,-87.63483300000001,8147 South Vincennes Avenue,60620,Cook County,Chicago,17031,"8147 South Vincennes Avenue, Chicago, Illinois, 60620",842400,17031842400,2023.0,842400.0,Cook County,Illinois,285.0,57.0,95.0,133.0,0.0,2270.0,12.0,29.0,467.0,669.0,227.0,654.0,212.0,20.0,33.3,46.7,0.0,0.5,1.3,20.6,29.5,10.0,28.8,9.3,1398.0,100870.0,96160.0,3238.0,186.0,5.7,3052.0,94.3,0.0,0.0,3007.0,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.4
Perspectives Chtr -  IIT Campus,City of Chicago SD 299,393.3,366.1,68.0,68.0,Illinois,41.8608315,-87.6274658,1530 South State Street,60605,Cook County,Chicago,17031,"1530 South State Street, Chicago, Illinois, 60605",330200,17031330200,2023.0,330200.0,Cook County,Illinois,88.0,22.0,34.0,19.0,13.0,2916.0,139.0,77.0,127.0,300.0,151.0,1001.0,1121.0,25.0,38.6,21.6,14.8,4.8,2.6,4.4,10.3,5.2,34.3,38.4,1784.0,140556.0,205284.0,4036.0,281.0,7.0,3755.0,93.0,1845.0,45.7,937.0,23.2,0.0,0.0,724.0,17.9,0.0,0.0,0.0,0.0,249.0,6.2
Corliss High School,City of Chicago SD 299,392.1,374.5,56.0,56.0,Illinois,41.7066424,-87.6027457,821 East 103rd Street,60628,Cook County,Chicago,17031,"821 East 103rd Street, Chicago, Illinois, 60628",500200,17031500200,2023.0,500200.0,Cook County,Illinois,76.0,15.0,49.0,0.0,12.0,1139.0,12.0,100.0,520.0,324.0,68.0,105.0,10.0,19.7,64.5,0.0,15.8,1.1,8.8,45.7,28.4,6.0,9.2,0.9,798.0,40720.0,45863.0,1862.0,90.0,4.8,1772.0,95.2,0.0,0.0,1514.0,81.3,0.0,0.0,84.0,4.5,0.0,0.0,0.0,0.0,174.0,9.3
Clemente Community Academy HS,City of Chicago SD 299,390.8,376.8,146.0,148.0,Illinois,41.9026116,-87.6864154,1147 North Western Avenue,60622,Cook County,Chicago,17031,"1147 North Western Avenue, Chicago, Illinois, 60622",242400,17031242400,2023.0,242400.0,Cook County,Illinois,327.0,0.0,52.0,100.0,175.0,2557.0,23.0,18.0,119.0,202.0,56.0,1336.0,803.0,0.0,15.9,30.6,53.5,0.9,0.7,4.7,7.9,2.2,52.2,31.4,1597.0,110129.0,141666.0,3183.0,553.0,17.4,2630.0,82.6,2391.0,75.1,45.0,1.4,0.0,0.0,155.0,4.9,9.0,0.3,0.0,0.0,30.0,0.9
YCCS-Scholastic Achievement HS,City of Chicago SD 299,374.8,361.9,42.0,42.0,Illinois,41.8003514,-87.7271397,5101 South Keeler Avenue,60632,Cook County,Chicago,17031,"5101 South Keeler Avenue, Chicago, Illinois, 60632",570500,17031570500,2023.0,570500.0,Cook County,Illinois,300.0,49.0,150.0,92.0,9.0,1804.0,388.0,242.0,606.0,329.0,105.0,111.0,23.0,16.3,50.0,30.7,3.0,21.5,13.4,33.6,18.2,5.8,6.2,1.3,803.0,74899.0,80512.0,2736.0,2130.0,77.9,606.0,22.1,385.0,14.1,141.0,5.2,0.0,0.0,63.0,2.3,0.0,0.0,9.0,0.3,8.0,0.3
YCCS- McKinley-Lakeside Leadership Academy,City of Chicago SD 299,371.2,351.2,25.0,25.0,Illinois,41.8413541,-87.6254151,2920 South Wabash Avenue,60616,Cook County,Chicago,17031,"2920 South Wabash Avenue, Chicago, Illinois, 60616",839200,17031839200,2023.0,839200.0,Cook County,Illinois,323.0,30.0,39.0,187.0,67.0,1858.0,24.0,128.0,237.0,400.0,162.0,469.0,438.0,9.3,12.1,57.9,20.7,1.3,6.9,12.8,21.5,8.7,25.2,23.6,1514.0,39133.0,70034.0,2330.0,96.0,4.1,2234.0,95.9,340.0,14.6,1428.0,61.3,0.0,0.0,245.0,10.5,0.0,0.0,151.0,6.5,70.0,3.0
YCCS-ASPIRA Pantoja Alt HS,City of Chicago SD 299,369.6,365.9,84.0,84.0,Illinois,41.9379358,-87.7270095,3121 North Pulaski Road,60641,Cook County,Chicago,17031,"3121 North Pulaski Road, Chicago, Illinois, 60641",210501,17031210501,2023.0,210501.0,Cook County,Illinois,254.0,30.0,119.0,54.0,51.0,2200.0,221.0,202.0,422.0,380.0,167.0,465.0,343.0,11.8,46.9,21.3,20.1,10.0,9.2,19.2,17.3,7.6,21.1,15.6,1376.0,74886.0,89120.0,2814.0,1494.0,53.1,1320.0,46.9,923.0,32.8,69.0,2.5,0.0,0.0,224.0,8.0,0.0,0.0,0.0,0.0,104.0,3.7
YCCS-Association House,City of Chicago SD 299,390.5,368.5,20.0,20.0,Illinois,41.8003514,-87.7271397,5101 South Keeler Avenue,60632,Cook County,Chicago,17031,"5101 South Keeler Avenue, Chicago, Illinois, 60632",570500,17031570500,2023.0,570500.0,Cook County,Illinois,300.0,49.0,150.0,92.0,9.0,1804.0,388.0,242.0,606.0,329.0,105.0,111.0,23.0,16.3,50.0,30.7,3.0,21.5,13.4,33.6,18.2,5.8,6.2,1.3,803.0,74899.0,80512.0,2736.0,2130.0,77.9,606.0,22.1,385.0,14.1,141.0,5.2,0.0,0.0,63.0,2.3,0.0,0.0,9.0,0.3,8.0,0.3
YCCS-CCA Academy HS,City of Chicago SD 299,359.7,340.9,35.0,35.0,Illinois,41.8652027,-87.7249557,1231 South Pulaski Road,60623,Cook County,Chicago,17031,"1231 South Pulaski Road, Chicago, Illinois, 60623",838700,17031838700,2023.0,838700.0,Cook County,Illinois,241.0,39.0,127.0,75.0,0.0,2379.0,240.0,361.0,1017.0,443.0,85.0,153.0,80.0,16.2,52.7,31.1,0.0,10.1,15.2,42.7,18.6,3.6,6.4,3.4,1621.0,24074.0,33413.0,3703.0,778.0,21.0,2925.0,79.0,223.0,6.0,2702.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCCS-Progressive Leadership Academy,City of Chicago SD 299,373.3,339.8,43.0,43.0,Illinois,41.8003514,-87.7271397,5101 South Keeler Avenue,60632,Cook County,Chicago,17031,"5101 South Keeler Avenue, Chicago, Illinois, 60632",570500,17031570500,2023.0,570500.0,Cook County,Illinois,300.0,49.0,150.0,92.0,9.0,1804.0,388.0,242.0,606.0,329.0,105.0,111.0,23.0,16.3,50.0,30.7,3.0,21.5,13.4,33.6,18.2,5.8,6.2,1.3,803.0,74899.0,80512.0,2736.0,2130.0,77.9,606.0,22.1,385.0,14.1,141.0,5.2,0.0,0.0,63.0,2.3,0.0,0.0,9.0,0.3,8.0,0.3
Manley Career Academy High School,City of Chicago SD 299,376.7,364.4,39.0,39.0,Illinois,41.8708755,-87.6998468,2935 West Polk Street,60612,Cook County,Chicago,17031,"2935 West Polk Street, Chicago, Illinois, 60612",271800,17031271800,2023.0,271800.0,Cook County,Illinois,65.0,0.0,50.0,15.0,0.0,530.0,38.0,27.0,195.0,221.0,0.0,42.0,7.0,0.0,76.9,23.1,0.0,7.2,5.1,36.8,41.7,0.0,7.9,1.3,303.0,51550.0,76343.0,793.0,38.0,4.8,755.0,95.2,72.0,9.1,683.0,86.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curie Metropolitan High School,City of Chicago SD 299,441.8,431.2,668.0,670.0,Illinois,41.8022427,-87.72166999999999,4959 South Archer Avenue,60632,Cook County,Chicago,17031,"4959 South Archer Avenue, Chicago, Illinois, 60632",570400,17031570400,2023.0,570400.0,Cook County,Illinois,181.0,12.0,68.0,95.0,6.0,1245.0,292.0,178.0,536.0,121.0,62.0,47.0,9.0,6.6,37.6,52.5,3.3,23.5,14.3,43.1,9.7,5.0,3.8,0.7,635.0,72263.0,89247.0,1784.0,1477.0,82.8,307.0,17.2,219.0,12.3,10.0,0.6,0.0,0.0,78.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0
YCCS-Community Youth Dev Inst HS,City of Chicago SD 299,365.0,355.4,24.0,24.0,Illinois,41.8003514,-87.7271397,5101 South Keeler Avenue,60632,Cook County,Chicago,17031,"5101 South Keeler Avenue, Chicago, Illinois, 60632",570500,17031570500,2023.0,570500.0,Cook County,Illinois,300.0,49.0,150.0,92.0,9.0,1804.0,388.0,242.0,606.0,329.0,105.0,111.0,23.0,16.3,50.0,30.7,3.0,21.5,13.4,33.6,18.2,5.8,6.2,1.3,803.0,74899.0,80512.0,2736.0,2130.0,77.9,606.0,22.1,385.0,14.1,141.0,5.2,0.0,0.0,63.0,2.3,0.0,0.0,9.0,0.3,8.0,0.3
YCCS-Albizu Campos Puerto Rican HS,City of Chicago SD 299,386.7,369.8,48.0,48.0,Illinois,41.8003514,-87.7271397,5101 South Keeler Avenue,60632,Cook County,Chicago,17031,"5101 South Keeler Avenue, Chicago, Illinois, 60632",570500,17031570500,2023.0,570500.0,Cook County,Illinois,300.0,49.0,150.0,92.0,9.0,1804.0,388.0,242.0,606.0,329.0,105.0,111.0,23.0,16.3,50.0,30.7,3.0,21.5,13.4,33.6,18.2,5.8,6.2,1.3,803.0,74899.0,80512.0,2736.0,2130.0,77.9,606.0,22.1,385.0,14.1,141.0,5.2,0.0,0.0,63.0,2.3,0.0,0.0,9.0,0.3,8.0,0.3
YCCS-Innovations of Arts Integr HS,City of Chicago SD 299,380.3,359.1,139.0,139.0,Illinois,41.8003514,-87.7271397,5101 South Keeler Avenue,60632,Cook County,Chicago,17031,"5101 South Keeler Avenue, Chicago, Illinois, 60632",570500,17031570500,2023.0,570500.0,Cook County,Illinois,300.0,49.0,150.0,92.0,9.0,1804.0,388.0,242.0,606.0,329.0,105.0,111.0,23.0,16.3,50.0,30.7,3.0,21.5,13.4,33.6,18.2,5.8,6.2,1.3,803.0,74899.0,80512.0,2736.0,2130.0,77.9,606.0,22.1,385.0,14.1,141.0,5.2,0.0,0.0,63.0,2.3,0.0,0.0,9.0,0.3,8.0,0.3
YCCS-Latino Youth Alternative HS,City of Chicago SD 299,376.6,360.5,38.0,38.0,Illinois,41.8546488,-87.695255,2001 South California Avenue,60608,Cook County,Chicago,17031,"2001 South California Avenue, Chicago, Illinois, 60608",840700,17031840700,2023.0,840700.0,Cook County,Illinois,420.0,34.0,174.0,131.0,81.0,2598.0,455.0,105.0,345.0,539.0,84.0,776.0,294.0,8.1,41.4,31.2,19.3,17.5,4.0,13.3,20.7,3.2,29.9,11.3,1277.0,106250.0,106519.0,3669.0,2582.0,70.4,1087.0,29.6,748.0,20.4,199.0,5.4,0.0,0.0,126.0,3.4,0.0,0.0,0.0,0.0,14.0,0.4
