School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation
Mahomet-Seymour High School,Mahomet-Seymour CUSD 3,548.1,578.5,211,211
Shabonee School,Northbrook ESD 27,,,,
Franklin Elem School,Massac UD 1,,,,
KIPP Chicago Charters - Ascend Academy,City of Chicago SD 299,,,,
Centralia Pre-Kindergarten Ctr,Centralia SD 135,,,,
St Joseph Elem School,St Joseph CCSD 169,,,,
Hazel Dell Elem School,Springfield SD 186,,,,
Columbia Middle School,Columbia CUSD 4,,,,
Shipman Elem School,Southwestern CUSD 9,,,,
Warren Township High School,Warren Twp HSD 121,521.6,519.1,975,975
Barrington Mdle Sch- Prairie Cmps,Barrington CUSD 220,,,,
H H Conrady Jr High School,North Palos SD 117,,,,
Tri-Valley Elem School,Tri Valley CUSD 3,,,,
Lenart Elem Regional Gifted Ctr,City of Chicago SD 299,,,,
Queen Bee School,Queen Bee SD 16,,,,
Perspectives Chtr -  IIT Campus,City of Chicago SD 299,428,410.4,106,106
East Dubuque High School,East Dubuque USD 119,496,501.6,50,50
Worth Jr High School,Worth SD 127,,,,
Heritage Middle School,Berwyn South SD 100,,,,
Elmwood High School,Elmwood CUSD 322,534.6,532.7,48,48
East Elementary School,Zion ESD 6,,,,
Wesley Elem School,Addison SD 4,,,,
Smith  W Elem School,City of Chicago SD 299,,,,
Burnham Elem Inclusive Academy,City of Chicago SD 299,,,,
Fort Dearborn Elem School,City of Chicago SD 299,,,,
Monroe Elem School,Monroe SD 70,,,,
Carlinville Primary School,Carlinville CUSD 1,,,,
Ravenswood Elem School,City of Chicago SD 299,,,,
Schiller Elem School,Centralia SD 135,,,,
Devonshire School,Comm Cons SD 59,,,,
Richland Elem School,Richland GSD 88A,,,,
Collinsville Middle School,Collinsville CUSD 10,,,,
Ridgeview Elementary School,Ridgeview CUSD 19,,,,
Locke  J Elem School,City of Chicago SD 299,,,,
Hoffman Estates High School,Township HSD 211,505.7,527.5,460,460
Robein Elem School,Robein SD 85,,,,
Hamilton County Preschool Center,Hamilton Co CUSD 10,,,,
Currier Elementary School,West Chicago ESD 33,,,,
Brennemann Elem School,City of Chicago SD 299,,,,
Connor Shaw Center,Peotone CUSD 207U,,,,
Spring Garden Elementary School,Spring Garden Community Consolidated School District 178,,,,
Disney II Magnet HS,City of Chicago SD 299,524.4,481.1,120,120
Pikeland Community School,Pikeland CUSD 10,,,,
Wauconda Grade School,Wauconda CUSD 118,,,,
East High School,Aurora East USD 131,445.5,439.5,871,871
Pleasant Hill High School,Pleasant Hill CUSD 3,490,454.7,17,17
Tri-City Jr High School,Tri City CUSD 1,,,,
Steeple Run Elem School,Naperville CUSD 203,,,,
Westdale Elem School,Mannheim SD 83,,,,
Early Learning Center,Waukegan CUSD 60,,,,
Manual High School,Peoria SD 150,390.8,378.5,144,144
Dunlap High School,Dunlap CUSD 323,552,567,304,304
Mitchell Elementary School,Granite City CUSD 9,,,,
Harlan Community Academy HS,City of Chicago SD 299,400.3,380,101,101
Casey-Westfield Jr/Sr HS,Casey-Westfield CUSD 4C,478.9,478.4,62,62
High Point Elem School,Orland SD 135,,,,
C Henry Bloom Elem School,Rockford SD 205,,,,
Maroa-Forsyth Grade School,Maroa Forsyth CUSD 2,,,,
Frohardt Elem School,Granite City CUSD 9,,,,
River View Elementary School,Plainfield SD 202,,,,
Gillespie Elem School,City of Chicago SD 299,,,,
Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,466.8,459.7,115,115
Tuscola High School,Tuscola CUSD 301,492.6,484.6,69,69
Tri-Point High School,Tri Point CUSD 6-J,477.7,451.2,26,26
Patoka Jr High School,Patoka CUSD 100,,,,
Eisenhower School,South Holland SD 151,,,,
Lincoln Elem School,Mundelein ESD 75,,,,
Seneca Elem School South Campus,Seneca CCSD 170,,,,
Hawk Hollow Elem School,SD U-46,,,,
Cassell Elem School,City of Chicago SD 299,,,,
Stephen Mack Middle School,Rockton SD 140,,,,
Bement Elementary School,Bement CUSD 5,,,,
Bartlett Elem School,SD U-46,,,,
Gompers Junior High School,Joliet PSD 86,,,,
Arbor Park Middle School,Arbor Park SD 145,,,,
MacArthur Early Childhood Center,Macomb CUSD 185,,,,
Wiesbrook Elem School,CUSD 200,,,,
Durand Jr High School,Durand CUSD 322,,,,
Indian Grove Elem School,River Trails SD 26,,,,
Galena Middle School,Galena USD 120,,,,
Jefferson Elem School,Sterling CUSD 5,,,,
John Kennedy Middle Grade School,Kankakee SD 111,,,,
Pepper Ridge Elementary School,McLean County USD 5,,,,
Lexington High School,Lexington CUSD 7,512.1,500.7,29,29
Franklin Jr/Sr High School,Franklin CUSD 1,487.6,476.2,21,21
Grace McWayne Elementary School,Batavia USD 101,,,,
East Prairie Middle School,Tuscola CUSD 301,,,,
Garfield Elem School,Danville CCSD 118,,,,
Valeska Hinton Early Ch Ed Ctr,Peoria SD 150,,,,
West Prairie High School,West Prairie CUSD 103,487.6,449.2,37,37
Earlville Elem School,Earlville CUSD 9,,,,
Murphysboro Middle School,Murphysboro CUSD 186,,,,
Jackson Elem School,Elmhurst SD 205,,,,
Gary Elementary School,West Chicago ESD 33,,,,
Dirksen Elem School,City of Chicago SD 299,,,,
Central Elem School,Central SD 104,,,,
Mable Woolsey Elem School,Knoxville CUSD 202,,,,
Comm H S Dist 99 - South High Sch,CHSD 99,515.1,535.9,652,652
Erie Elem Charter School,City of Chicago SD 299,,,,
Black Hawk Elem School,Springfield SD 186,,,,
Fairfield Comm High School,Fairfield Comm H S Dist 225,471.6,437.9,92,92
Palos South Middle School,Palos CCSD 118,,,,
Dee-Mack High School,Deer Creek-Mackinaw CUSD 701,526.7,521.2,73,73
Anna-Jonesboro High School,Anna Jonesboro CHSD 81,482.8,473.1,111,111
Garvey  M Elem School,City of Chicago SD 299,,,,
Lake Louise Elem School,Palatine CCSD 15,,,,
V I T Elementary School,V I T CUSD 2,,,,
Uplift Community High School,City of Chicago SD 299,392.2,369.4,32,32
Smith Elem School,Aurora West USD 129,,,,
KIPP Chicago Charter School - KIPP One Academy,City of Chicago SD 299,,,,
Tonica Grade School,Tonica CCSD 79,,,,
Perry Elem School,Belvidere CUSD 100,,,,
Benjamin Franklin Elem School,Moline-Coal Valley CUSD 40,,,,
Lincoln Elem School,Monticello CUSD 25,,,,
Nathan Hale Elem School,Sunnybrook SD 171,,,,
Clark Elementary School,County of Winnebago SD 320,,,,
Marycrest Early Childhood Center,Joliet PSD 86,,,,
Sandoval Elem School,City of Chicago SD 299,,,,
Lawndale Elem Community Academy,City of Chicago SD 299,,,,
Manierre Elem School,City of Chicago SD 299,,,,
Central City Elem School,Central City SD 133,,,,
Virginia Elem School,Virginia CUSD 64,,,,
Goodings Grove School,Homer CCSD 33C,,,,
Diamond Lake School,Diamond Lake SD 76,,,,
Timber Ridge Middle School,Plainfield SD 202,,,,
Aux Sable Middle Sch,Plainfield SD 202,,,,
South View Upper Elem School,Danville CCSD 118,,,,
Algonquin Lakes Elem Sch,CUSD 300,,,,
Glen Grove Elem School,Glenview CCSD 34,,,,
Wm Fremd High School,Township HSD 211,568.6,601.5,661,661
Riverton Elem School,Riverton CUSD 14,,,,
Ashmore Elem School,Charleston CUSD 1,,,,
V I T Sr High School,V I T CUSD 2,466.9,444.6,26,26
Sheridan Elem School,Lake Forest SD 67,,,,
Center for Science & Technology,Thornton Fractional Twp HSD 215,,,,
Champaign Early Chldhd Cntr,Champaign CUSD 4,,,,
Crescent City Grade School,Crescent Iroquois CUSD 249,,,,
Wilson Creek Elem Sch,Manhattan SD 114,,,,
Evergreen Elementary School,Benjamin SD 25,,,,
Jefferson Elem School,Berwyn North SD 98,,,,
Goodwin Elementary School,Cicero SD 99,,,,
Thomas Edison Elem School,Skokie SD 69,,,,
Charles Reed Elementary Sch,Plainfield SD 202,,,,
Lockport Township High Sch East,Lockport Twp HSD 205,514.5,519.4,940,940
Lexington Jr High School,Lexington CUSD 7,,,,
Nicholson Technology Acad Elem Sch,City of Chicago SD 299,,,,
Albert Cassens Elementary,Edwardsville CUSD 7,,,,
Staunton High School,Staunton CUSD 6,479.3,489.7,86,86
Harding Grade School,Serena CUSD 2,,,,
Unity Point Elem School,Unity Point CCSD 140,,,,
Taylorville Sr High School,Taylorville CUSD 3,475,475.4,192,192
Polo Comm High School,Polo CUSD 222,505,497.1,38,38
Woodrow Wilson Elem School,Cicero SD 99,,,,
Illini West High School,Illini West H S Dist 307,475.4,445.7,74,74
Avalon Park Elem School,City of Chicago SD 299,,,,
Shiloh Elementary School,Shiloh CUSD 1,,,,
Glenwood High School,Ball Chatham CUSD 5,531.2,534.8,312,312
Creston Elem School,Creston CCSD 161,,,,
Carlyle High School,Carlyle CUSD 1,485.7,479.7,65,65
Scott Elem School,Mascoutah CUD 19,,,,
J L Hensey Elem School,District 50 Schools,,,,
Trenton Elem School,Wesclin CUSD 3,,,,
Winston Campus Jr High,Palatine CCSD 15,,,,
Oliver McCracken Middle School,Skokie SD 73-5,,,,
Harrisburg Middle School,Harrisburg CUSD 3,,,,
Bloomington Jr High School,Bloomington SD 87,,,,
North Elem School,Marshall CUSD 2C,,,,
West Leyden High School,Leyden CHSD 212,471.8,462.1,397,397
W C Petty Elementary School,Antioch CCSD 34,,,,
Acero Chtr Sch Newtwork - Roberto Clemente Campus,City of Chicago SD 299,,,,
Odin Attendance Center K-8,Odin PSD 722,,,,
Riverdale School,Dolton SD 148,,,,
North Elem School,Franklin Park SD 84,,,,
Hinsdale South High School,Hinsdale Twp HSD 86,522,530,326,326
Astoria High School,Astoria CUSD 1,464.4,414.4,27,27
LEARN Charter Excel Campus,City of Chicago SD 299,,,,
Medora Intermediate School,Southwestern CUSD 9,,,,
Sesser-Valier Jr High School,Sesser-Valier CUSD 196,,,,
Parkside Elementary School,McLean County USD 5,,,,
RICMS,Rock Island SD 41,,,,
Johns Hill Magnet School,Decatur SD 61,,,,
Coulterville Junior High School,Coulterville USD 1,,,,
Gwendolyn Brooks Elem Sch,DeKalb CUSD 428,,,,
Ashe Elem School,City of Chicago SD 299,,,,
Banner Elementary School,Dunlap CUSD 323,,,,
Grant-White Elem School,Forest Park SD 91,,,,
Jordan Elem School,Centralia SD 135,,,,
Joliet Central High School,Joliet Twp HSD 204,446.4,439.5,773,773
Giant City Elem School,Giant City CCSD 130,,,,
Hughes  C Elem School,City of Chicago SD 299,,,,
Lakewood Falls Elem School,Plainfield SD 202,,,,
Whiteside Middle School,Whiteside SD 115,,,,
Bartlett High School,SD U-46,496,494.8,535,535
Prairie Central Upper Elementary,Prairie Central CUSD 8,,,,
Waterbury Elem School,Keeneyville SD 20,,,,
Sangamon Valley High School,Sangamon Valley CUSD 9,492.8,489.7,64,64
Freeman Elem School,Aurora West USD 129,,,,
Iroquois West High School,Iroquois West CUSD 10,470,461.4,84,84
Beecher City Jr-Sr High School,Beecher City CUSD 20,471.1,498.9,19,19
Pierce Downer Elem School,Downers Grove GSD 58,,,,
Field Stevenson Elem School,Forest Park SD 91,,,,
Thomas Paine Elem School,Urbana SD 116,,,,
Rogers Elementary School,N Pekin & Marquette Hght SD 102,,,,
Fernwood Elem School,City of Chicago SD 299,,,,
Komensky Elem School,Berwyn South SD 100,,,,
Eisenhower Middle School,Rockford SD 205,,,,
Randolph Elem School,City of Chicago SD 299,,,,
Jefferson Elem School,Elmhurst SD 205,,,,
Canty Elem School,City of Chicago SD 299,,,,
Chavez Elem Multicultural Acad Ct,City of Chicago SD 299,,,,
Euclid Elem School,River Trails SD 26,,,,
River Trail School,Gurnee SD 56,,,,
New Simpson Hill Dist 32,New Simpson Hill SD 32,,,,
Millstadt Primary Center,Millstadt CCSD 160,,,,
Monmouth-Roseville Jr High Sch,Monmouth-Roseville CUSD 238,,,,
Kansas High School,Kansas CUSD 3,469.2,438.3,12,12
Washington Elem School,Oglesby ESD 125,,,,
Centennial High School,Champaign CUSD 4,490.5,492.4,339,339
Brookwood Jr High School,Brookwood SD 167,,,,
Woodlawn Middle School,Kildeer Countryside CCSD 96,,,,
Blue Ridge Intermediate-Jr High Sch,Blue Ridge CUSD 18,,,,
Lalumier Elem School,Cahokia CUSD 187,,,,
Putnam County Elem School,Putnam County CUSD 535,,,,
Anna McDonald Elem School,Manhattan SD 114,,,,
Georgetown Elementary School,Indian Prairie CUSD 204,,,,
Irving Elem School,Berwyn South SD 100,,,,
Lloyd Elem School,City of Chicago SD 299,,,,
Westbrook Elementary School,Glenview CCSD 34,,,,
Nathan Hale Elem School,Schaumburg CCSD 54,,,,
Columbus Elem School,Edwardsville CUSD 7,,,,
Ridge Central Elem School,Chicago Ridge SD 127-5,,,,
Virgil I Grissom Middle School,Kirby SD 140,,,,
Lincoln Cltrl Ctr-Montessori Elem,Kankakee SD 111,,,,
Longfellow Elem School,Oak Park ESD 97,,,,
Edna Keith Elem School,Joliet PSD 86,,,,
Zion Central Middle School,Zion ESD 6,,,,
Virginia Lake Elem School,Palatine CCSD 15,,,,
Grayslake Middle School,Grayslake CCSD 46,,,,
Avondale - Logandale Elementary School,City of Chicago SD 299,,,,
Pleasant Plains High School,Pleasant Plains CUSD 8,539.8,530.3,90,90
Garfield Elem School,Maywood-Melrose Park-Broadview 89,,,,
Milford High School Campus,Milford Area Public Schools District 124,506.5,485.9,49,49
Plainfield East High School,Plainfield SD 202,514.6,526.3,551,551
Salazar Elem Bilingual Center,City of Chicago SD 299,,,,
Sawyer Elem School,City of Chicago SD 299,,,,
Grant Park High School,Grant Park CUSD 6,469.8,455.1,47,47
Ledgewood Elem School,Kinnikinnick CCSD 131,,,,
Rolling Acres Middle School,Peoria SD 150,,,,
Kellman Corporate Community Elem,City of Chicago SD 299,,,,
Memorial Elem School,Taylorville CUSD 3,,,,
Early Learning Center,West Chicago ESD 33,,,,
Nelson Ridge School,New Lenox SD 122,,,,
Farmersville Elem School,Panhandle CUSD 2,,,,
Eastlawn Elem School,Rantoul City SD 137,,,,
Oak Grove Accelerated School,Decatur SD 61,,,,
Norwood Primary School,Norwood ESD 63,,,,
Morrison Jr High School,Morrison CUSD 6,,,,
Brooks College Prep Academy HS,City of Chicago SD 299,565.8,559.6,209,209
Hester Jr High School,Franklin Park SD 84,,,,
CCSD 93 Early Childhood Cntr,CCSD 93,,,,
Indian Knoll Elem School,West Chicago ESD 33,,,,
Matheny-Withrow Elem Sch,Springfield SD 186,,,,
Riverdale Sr High School,Riverdale CUSD 100,494.3,495.3,83,83
Ridgewood Elem School,East Moline SD 37,,,,
El Paso-Gridley High School,El Paso-Gridley CUSD 11,530.3,488.4,92,92
John A Bannes Elem School,Kirby SD 140,,,,
Maud E Johnson Elem School,Rockford SD 205,,,,
Fulton Jr High School,O Fallon CCSD 90,,,,
Walker Intermediate School,Summit Hill SD 161,,,,
Dr Andy Hall Early Educ Ctr,Mount Vernon SD 80,,,,
Raby High School,City of Chicago SD 299,391.1,385.3,62,62
Westchester Primary School,Westchester SD 92-5,,,,
Ridgeview High School,Ridgeview CUSD 19,494.3,494,35,35
Spoon River Valley Elem School,Spoon River Valley CUSD 4,,,,
CICS - Avalon/South Shore,City of Chicago SD 299,,,,
Kershaw Elem School,City of Chicago SD 299,,,,
Hanover Highlands Elem School,Schaumburg CCSD 54,,,,
Wood Dale Jr High School,Wood Dale SD 7,,,,
Heather Hill Elem School,Flossmoor SD 161,,,,
Vandalia Elementary School,Vandalia CUSD 203,,,,
Meridian High School,Meridian CUSD 15,474.5,467.2,53,53
Lincoln Elem School,W Harvey-Dixmoor PSD 147,,,,
Charles J Sahs Elem School,Central Stickney SD 110,,,,
Acero Chtr Sch Network - PFC Omar E Torres Campus,City of Chicago SD 299,,,,
R O W V A Jr and  Sr High School,R O W V A CUSD 208,477.3,443.8,37,37
Eastwood Elem School,East Alton SD 13,,,,
Forest Road Elem School,La Grange SD 102,,,,
West Carroll Middle School,West Carroll CUSD 314,,,,
Seth Paine Elem School,Lake Zurich CUSD 95,,,,
Kolmar Elem School,Midlothian SD 143,,,,
Northwood Jr High School,North Shore SD 112,,,,
Blackhawk Primary Center,Park Forest SD 163,,,,
Carl Sandburg Middle School,Mundelein ESD 75,,,,
Gary D Wright Elem Sch,CUSD 300,,,,
Ludlow Elementary School,Ludlow CCSD 142,,,,
Roy Elem School,Mannheim SD 83,,,,
Sabin Elem Magnet School,City of Chicago SD 299,,,,
Scammon Elem School,City of Chicago SD 299,,,,
Ellis Middle School,SD U-46,,,,
Homestead Elementary School,CUSD 308,,,,
Dirksen Elementary School,Pekin PSD 108,,,,
Lincoln-Way Central High School,Lincoln Way CHSD 210,548.5,555.5,480,480
Creekside Elementary School,Plainfield SD 202,,,,
Crete-Monee Early Childhood Cntr,Crete Monee CUSD 201U,,,,
Indian Trail Elem School,North Shore SD 112,,,,
Greenbriar Elem School,Chicago Heights SD 170,,,,
Emerson Middle School,Park Ridge CCSD 64,,,,
Briargate Elem School,Cary CCSD 26,,,,
Southwest Elem School,Geneseo CUSD 228,,,,
Franklin Middle School,Champaign CUSD 4,,,,
Richmond-Burton High School,Richmond-Burton CHSD 157,526.6,533.6,168,168
Colene Hoose Elem School,McLean County USD 5,,,,
Orland Jr High School,Orland SD 135,,,,
Ericson Elem Scholastic Academy,City of Chicago SD 299,,,,
Cicero West Elementary School,Cicero SD 99,,,,
Ryder Elem Math & Sci Spec School,City of Chicago SD 299,,,,
Eisenhower Academy,Joliet PSD 86,,,,
Millbrook Junior High School,Newark CCSD 66,,,,
Hillside Elem School,Hillside SD 93,,,,
Telpochcalli Elem School,City of Chicago SD 299,,,,
L J Hauser Jr High School,Riverside SD 96,,,,
Wm F Gurrie Middle School,La Grange SD 105 South,,,,
Chicago Academy Elem School,City of Chicago SD 299,,,,
Dimmick Comm Cons SD 175,Dimmick Community Consolidated SD #175,,,,
J B Kennedy Elem School,Burbank SD 111,,,,
John Hersey High School,Township HSD 214,572.5,584.3,486,486
Prairie Oak School,Berwyn North SD 98,,,,
Ward  J Elem School,City of Chicago SD 299,,,,
Hawthorn Sch of Dual Language,Hawthorn CCSD 73,,,,
Prairie Central Primary West,Prairie Central CUSD 8,,,,
Lincoln Elem School,River Forest SD 90,,,,
CICS - Prairie Campus,City of Chicago SD 299,,,,
Hough Street Elem School,Barrington CUSD 220,,,,
Maddock Elementary School,Burbank SD 111,,,,
Franklin Elementary School,Mattoon CUSD 2,,,,
Schuyler Industry Middle School,Schuyler-Industry CUSD 5,,,,
Massac County High School,Massac UD 1,484,473.6,141,141
Manteno Elem School,Manteno CUSD 5,,,,
Whittier Primary School,Berkeley SD 87,,,,
Neil Elem School,City of Chicago SD 299,,,,
Wadsworth Elem School,City of Chicago SD 299,,,,
Wingate Elementary School,Mascoutah CUD 19,,,,
CICS - Irving Park Campus,City of Chicago SD 299,,,,
Central Middle School,CCSD 146,,,,
Tanner Elem School,City of Chicago SD 299,,,,
Wolfs Crossing Elem School,CUSD 308,,,,
Mundelein Cons High School,Mundelein Cons HSD 120,508.3,502.7,502,502
Lincoln-Way East High School,Lincoln Way CHSD 210,551.7,558.5,692,692
Lee Elem School,City of Chicago SD 299,,,,
Jasper Co Jr High,Jasper County CUD 1,,,,
Millstadt Consolidated School,Millstadt CCSD 160,,,,
George Washington Elem School,Park Ridge CCSD 64,,,,
Auburn High School,Rockford SD 205,481,467.7,391,391
Durkin Park Elem School,City of Chicago SD 299,,,,
South Park Elem School,Deerfield SD 109,,,,
Central Elem School,Plainfield SD 202,,,,
Piccolo Elem Specialty School,City of Chicago SD 299,,,,
West Oak Middle School,Diamond Lake SD 76,,,,
Gary Elem School,City of Chicago SD 299,,,,
Nathan Hale Primary School,Cook County SD 130,,,,
Benton Grade Sch K-4,Benton CCSD 47,,,,
Germantown Elem School,Germantown SD 60,,,,
Powell Elem Paideia Comm Academy,City of Chicago SD 299,,,,
John J Lukancic Middle Sch,Valley View CUSD 365U,,,,
Norwood Park Elem School,City of Chicago SD 299,,,,
Round Lake Senior High School,Round Lake CUSD 116,449.2,438.9,505,505
Irving Elementary School,Bloomington SD 87,,,,
Plainfield Elem School,CCSD 62,,,,
Pleasantdale Elementary School,Pleasantdale SD 107,,,,
Winston Churchill Elem School,Schaumburg CCSD 54,,,,
Indian Creek Elementary School,Indian Creek CUSD 425,,,,
Shepherd Middle School,Ottawa ESD 141,,,,
William Beye Elem School,Oak Park ESD 97,,,,
Richard Byrd Elementary School,Burbank SD 111,,,,
Jane Addams Elementary School,Moline-Coal Valley CUSD 40,,,,
Rockton Elem School,Rockton SD 140,,,,
West Park Elem Academy,City of Chicago SD 299,,,,
Metamora High School,County of Woodford School,525.4,539.9,236,236
South Beloit Jr High School,County of Winnebago SD 320,,,,
Carson Elem School,City of Chicago SD 299,,,,
Lincoln Elem School,Rochelle CCSD 231,,,,
Northside School,Morrison CUSD 6,,,,
Walter R Sundling Jr High Sch,Palatine CCSD 15,,,,
J Sterling Morton West High Sch,J S Morton HSD 201,458.3,430.1,814,814
Hillsboro High School,Hillsboro CUSD 3,485.8,453.4,130,130
Elizabeth Ide Elem School,Center Cass SD 66,,,,
David L Rahn Jr High School,Oregon CUSD 220,,,,
University of Illinois High Sch,University of Ill Lab School,,,,
A O Marshall Elem School,Joliet PSD 86,,,,
Edison Jr High School,Rock Island SD 41,,,,
Deland-Weldon Elem School,Deland-Weldon CUSD 57,,,,
Marissa Elem School,Marissa CUSD 40,,,,
Woodrow Wilson Middle School,Moline-Coal Valley CUSD 40,,,,
C E Miller Elem School,CUSD 201,,,,
Conley Elementary School,Huntley Community School District 158,,,,
Great Lakes Academy Charter ES,City of Chicago SD 299,,,,
Riddle Elementary School,Mattoon CUSD 2,,,,
Bower Elem School,CUSD 200,,,,
Woodland Middle School,Woodland CCSD 50,,,,
Medinah Intermediate School,Medinah SD 11,,,,
Douglas Elem School,Belleville SD 118,,,,
Hirsch Metropolitan High School,City of Chicago SD 299,392.8,374.1,46,46
Signal Hill Elem School,Signal Hill SD 181,,,,
KIPP Chicago Charters - Bloom Campus,City of Chicago SD 299,,,,
Oakland Elementary School,Bloomington SD 87,,,,
Pickard Elem School,City of Chicago SD 299,,,,
White Eagle Elementary,Indian Prairie CUSD 204,,,,
Aldridge Elem School,City of Chicago SD 299,,,,
Senn High School,City of Chicago SD 299,489.3,487.9,336,336
Stark County High School,Stark County CUSD 100,455,447.6,46,46
Amos Alonzo Stagg High School,Cons HSD 230,507.5,512.5,566,566
Winchester High School,Winchester CUSD 1,466.3,444.8,40,40
Woodlawn Grade School,Woodlawn Unit School District 209,,,,
Brooks Middle School,Valley View CUSD 365U,,,,
Evergreen Park High School,Evergreen Park CHSD 231,501.3,503.7,199,199
Sullivan Elem School,Sullivan CUSD 300,,,,
Glen Hill Primary,Queen Bee SD 16,,,,
Bright Elem School,City of Chicago SD 299,,,,
Ludwig Elem School,Will County SD 92,,,,
Herrin High School,Herrin CUSD 4,477.9,471.9,172,172
Carterville Intermediate Sch,Carterville CUSD 5,,,,
Wheaton North High School,CUSD 200,545.4,548.3,501,501
School of Social Justice HS,City of Chicago SD 299,425.6,434.1,61,61
Yorkville Middle School,Yorkville CUSD 115,,,,
Oakwood High School,Oakwood CUSD 76,474.7,463.5,78,78
Triopia Grade School,Triopia CUSD 27,,,,
Western High School,Western CUSD 12,493.5,494.7,34,34
Julia Lathrop Elem School,Rockford SD 205,,,,
Stone Elem Scholastic Academy,City of Chicago SD 299,,,,
Central Elem School,Lewistown CUSD 97,,,,
Lincoln Magnet School,Springfield SD 186,,,,
Normal Community West High School,McLean County USD 5,506.7,496.1,371,371
James R Wood Elem School,Somonauk CUSD 432,,,,
Lincoln Elem School,Ottawa ESD 141,,,,
Willow Grove Elem School,Willow Grove SD 46,,,,
Trinity School,West Chicago ESD 33,,,,
Meridian Elementary School,Meridian CUSD 101,,,,
Roy De Shane Elementary School,CCSD 93,,,,
Parkland School,McHenry CCSD 15,,,,
John Middleton Elem School,Skokie SD 73-5,,,,
Tamaroa Elem School,Tamaroa School Dist 5,,,,
Jefferson Elem School,Ottawa ESD 141,,,,
Meadowview  School,Country Club Hills SD 160,,,,
Gen John A Logan Attendance Cntr,Murphysboro CUSD 186,,,,
Collinsville High School,Collinsville CUSD 10,476.2,466.6,442,442
C M Bardwell Elem School,Aurora East USD 131,,,,
Olney C Allen Elem School,Aurora East USD 131,,,,
Northeast Jr High School,Silvis SD 34,,,,
Morrisonville Jr High School,Morrisonville CUSD 1,,,,
Madison Senior High School,Madison CUSD 12,396.5,379.8,48,48
Cather Elem School,City of Chicago SD 299,,,,
Reed-Custer Middle School,Reed Custer CUSD 255U,,,,
Abingdon-Avon High Sch,Abingdon-Avon CUSD 276,473.4,431.9,67,67
Rockridge High School,Rockridge CUSD 300,502.1,491.4,92,92
Carol Stream Elem School,CCSD 93,,,,
Galatia High School,Galatia CUSD 1,448.7,430.7,30,30
Burr Oak Academy,Calumet Public SD 132,,,,
Armstrong-Oakview Elem School,East Peoria SD 86,,,,
Washington Elem School,Harvard CUSD 50,,,,
Greeley Elem School,City of Chicago SD 299,,,,
Washington Middle School,Aurora West USD 129,,,,
Troy Middle School,Troy CCSD 30C,,,,
Raymond Benson Primary School,Itasca SD 10,,,,
Early Childhood,Alton CUSD 11,,,,
Farrington Elem School,Farrington CCSD 99,,,,
Illini Bluffs Middle School,Illini Bluffs CUSD 327,,,,
Woodlawn High School,Woodlawn Unit School District 209,498.9,489.4,36,36
Oakdale Elem School,Waukegan CUSD 60,,,,
Tri-C Elementary School,Carterville CUSD 5,,,,
