School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Lyndon B Johnson,United ISD,502,474,<750,<300,40.7,<25,7.1,<75,22.9,Texas,27.4316946,-99.4631516,5626 Cielito Lindo Boulevard,78046,Webb County,Laredo,48479,"5626 Cielito Lindo Boulevard, Laredo, Texas, 78046",1809,48479001809,2021,1809,Webb County,Texas,941,124,336,365,116,4815,1014,879,1545,875,230,122,150,13.2,35.7,38.8,12.3,21.1,18.3,32.1,18.2,4.8,2.5,3.1,2523,41623,48806,10504,10375,98.8,129,1.2,129,1.2,0,0,0,0,0,0,0,0,0,0,0,0,502
Bruni H S,Webb CISD,471,476,<25,<25,52.9,<25,11.1,<25,33.3,Texas,27.4288282,-98.8358508,619 8th Street,78344,Webb County,Bruni,48479,"619 8th Street, Bruni, Texas, 78344",1815,48479001815,2021,1814,Webb County,Texas,185,55,83,47,0,814,181,119,275,160,58,21,0,29.7,44.9,25.4,0,22.2,14.6,33.8,19.7,7.1,2.6,0,393,40296,57805,1402,1364,97.3,38,2.7,38,2.7,0,0,0,0,0,0,0,0,0,0,0,0,471
Boling H S,Boling ISD,515,492,<100,<25,22,<25,16.7,<25,38.9,Texas,29.264354,-95.9397455,407 Atlantic Avenue,77420,Wharton County,Boling-Iago,48481,"407 Atlantic Avenue, Boling-Iago, Texas, 77420",740600,48481740600,2021,740600,Wharton County,Texas,230,24,97,109,0,2922,232,242,864,687,359,465,73,10.4,42.2,47.4,0,7.9,8.3,29.6,23.5,12.3,15.9,2.5,1398,60441,90139,4468,2263,50.6,2205,49.4,1657,37.1,398,8.9,0,0,120,2.7,0,0,0,0,30,0.7,515
East Bernard H S,East Bernard ISD,518,498,<75,<50,50,<25,10.8,<25,29.7,Texas,29.525191,-96.065279,723 College Street,77435,Wharton County,East Bernard,48481,"723 College Street, East Bernard, Texas, 77435",740100,48481740100,2021,740100,Wharton County,Texas,402,0,166,228,8,3232,219,214,929,926,163,487,294,0,41.3,56.7,2,6.8,6.6,28.7,28.7,5,15.1,9.1,1846,59888,79851,4677,1298,27.8,3379,72.2,2636,56.4,717,15.3,13,0.3,0,0,0,0,0,0,13,0.3,518
El Campo H S,El Campo ISD,534,511,<275,<75,23.2,<25,23.3,<25,40,Texas,29.3168956,-96.2800864,,N/A,Wharton County,N/A,48481,,740901,48481740901,2021,740901,Wharton County,Texas,21,0,21,0,0,2317,134,213,760,501,81,379,249,0,100,0,0,5.8,9.2,32.8,21.6,3.5,16.4,10.7,1233,74926,83170,3438,1104,32.1,2334,67.9,2257,65.6,77,2.2,0,0,0,0,0,0,0,0,0,0,534
Wharton H S,Wharton ISD,501,481,<150,<50,34.1,<25,9.3,<25,27.9,Texas,29.3296047,-96.0839804,1 Tiger Avenue,77488,Wharton County,Wharton,48481,"1 Tiger Avenue, Wharton, Texas, 77488",740500,48481740500,2021,740500,Wharton County,Texas,516,31,258,206,21,2176,76,141,790,611,333,137,88,6,50,39.9,4.1,3.5,6.5,36.3,28.1,15.3,6.3,4,1314,38906,61642,3209,1229,38.3,1980,61.7,744,23.2,1133,35.3,19,0.6,38,1.2,0,0,0,0,46,1.4,501
Louise H S,Louise ISD,540,477,<50,<25,35.5,<25,9.1,<25,18.2,Texas,29.1125492,-96.409073,505 Hackberry Street,77455,Wharton County,Louise,48481,"505 Hackberry Street, Louise, Texas, 77455",741100,48481741100,2021,741100,Wharton County,Texas,308,14,93,192,9,1617,138,291,497,188,205,239,59,4.5,30.2,62.3,2.9,8.5,18,30.7,11.6,12.7,14.8,3.6,862,57778,77818,2487,909,36.6,1578,63.4,1461,58.7,100,4,0,0,10,0.4,0,0,0,0,7,0.3,540
Shamrock H S,Shamrock ISD,434,391,<50,<25,88,<25,,<25,4.5,Texas,35.2146846,-100.2397572,100 South Illinois Street,79079,Wheeler County,Shamrock,48483,"100 South Illinois Street, Shamrock, Texas, 79079",950300,48483950300,2021,950300,Wheeler County,Texas,206,30,116,60,0,1567,123,222,540,307,144,190,41,14.6,56.3,29.1,0,7.8,14.2,34.5,19.6,9.2,12.1,2.6,962,41300,57631,2358,643,27.3,1715,72.7,1525,64.7,51,2.2,3,0.1,0,0,0,0,5,0.2,131,5.6,434
Burkburnett H S,Burkburnett ISD,584,585,<175,<50,16.9,<25,39.3,<25,67.9,Texas,34.081266,-98.5722932,109 West Kramer Road,76354,Wichita County,Burkburnett,48485,"109 West Kramer Road, Burkburnett, Texas, 76354",13503,48485013503,2021,13503,Wichita County,Texas,185,14,149,22,0,2212,36,92,937,635,57,231,224,7.6,80.5,11.9,0,1.6,4.2,42.4,28.7,2.6,10.4,10.1,1184,59134,78987,2993,353,11.8,2640,88.2,2510,83.9,130,4.3,0,0,0,0,0,0,0,0,0,0,584
Electra Junior/Senior High,Electra ISD,559,554,<25,<25,41.7,<25,30,<25,50,Texas,34.0255814,-98.9256805,621 South Bailey Street,76360,Wichita County,Electra,48485,"621 South Bailey Street, Electra, Texas, 76360",13700,48485013700,2021,13700,Wichita County,Texas,131,10,80,30,11,1531,39,194,545,408,91,207,47,7.6,61.1,22.9,8.4,2.5,12.7,35.6,26.6,5.9,13.5,3.1,955,37083,60430,2163,434,20.1,1729,79.9,1523,70.4,50,2.3,43,2,12,0.6,0,0,5,0.2,96,4.4,559
Iowa Park H S,Iowa Park CISD,535,529,132,29,22,6,20.7,16,55.2,Texas,33.9783547,-98.704075,,N/A,Wichita County,N/A,48485,,13800,48485013800,2021,13800,Wichita County,Texas,332,83,179,70,0,3455,42,159,1071,808,436,501,438,25,53.9,21.1,0,1.2,4.6,31,23.4,12.6,14.5,12.7,1865,72411,89383,5019,354,7.1,4665,92.9,4511,89.9,29,0.6,10,0.2,0,0,0,0,0,0,115,2.3,535
Hirschi H S,Wichita Falls ISD,511,501,<225,<75,32,<25,16.7,<25,30.3,Texas,33.9342037,-98.5285718,3106 Borton Street,76306,Wichita County,Wichita Falls,48485,"3106 Borton Street, Wichita Falls, Texas, 76306",13000,48485013000,2021,13000,Wichita County,Texas,134,13,90,31,0,1404,36,129,607,386,75,123,48,9.7,67.2,23.1,0,2.6,9.2,43.2,27.5,5.3,8.8,3.4,785,37813,50451,2110,455,21.6,1655,78.4,1252,59.3,277,13.1,8,0.4,5,0.2,0,0,37,1.8,76,3.6,511
Rider H S,Wichita Falls ISD,564,550,365,122,33.4,38,31.1,69,56.6,Texas,33.8624491,-98.5684615,4611 Cypress Avenue,76310,Wichita County,Wichita Falls,48485,"4611 Cypress Avenue, Wichita Falls, Texas, 76310",12402,48485012402,2021,12402,Wichita County,Texas,325,45,50,182,48,2833,110,39,781,725,316,550,312,13.8,15.4,56,14.8,3.9,1.4,27.6,25.6,11.2,19.4,11,1739,69763,80596,4245,538,12.7,3707,87.3,3253,76.6,155,3.7,0,0,189,4.5,27,0.6,0,0,83,2,564
Wichita Falls H S,Wichita Falls ISD,533,522,<300,<100,28.9,<25,23.8,<50,41.7,Texas,33.9043959,-98.4977692,,N/A,Wichita County,N/A,48485,,10200,48485010200,2021,10200,Wichita County,Texas,70,0,46,24,0,871,83,129,261,290,45,36,27,0,65.7,34.3,0,9.5,14.8,30,33.3,5.2,4.1,3.1,487,15865,36820,1285,632,49.2,653,50.8,392,30.5,225,17.5,22,1.7,0,0,0,0,0,0,14,1.1,533
City View Junior/Senior High,City View ISD,517,501,<75,<25,27.4,<25,10,<25,35,Texas,33.9441346,-98.5543657,1600 City View Drive,76306,Wichita County,Wichita Falls,48485,"1600 City View Drive, Wichita Falls, Texas, 76306",13100,48485013100,2021,13100,Wichita County,Texas,426,208,156,61,1,5930,463,1213,2677,805,284,352,136,48.8,36.6,14.3,0.2,7.8,20.5,45.1,13.6,4.8,5.9,2.3,1436,53088,71420,7121,1409,19.8,5712,80.2,3729,52.4,1795,25.2,7,0.1,55,0.8,0,0,21,0.3,105,1.5,517
Harrold School,Harrold ISD,,,<25,<25,10,<25,,<25,,Texas,34.0778169,-99.0326443,12550 Sugg Street,76364,Wilbarger County,Harrold,48487,"12550 Sugg Street, Harrold, Texas, 76364",950300,48487950300,2021,950300,Wilbarger County,Texas,401,112,165,122,2,1660,145,268,414,368,76,277,112,27.9,41.1,30.4,0.5,8.7,16.1,24.9,22.2,4.6,16.7,6.7,688,59239,73785,2460,393,16,2067,84,1881,76.5,152,6.2,13,0.5,4,0.2,0,0,8,0.3,9,0.4,0
Vernon H S,Vernon ISD,490,460,<125,<25,1.7,<25,,<25,,Texas,34.1475868,-99.313713,2102 Yucca Lane,76384,Wilbarger County,Vernon,48487,"2102 Yucca Lane, Vernon, Texas, 76384",950600,48487950600,2021,950600,Wilbarger County,Texas,394,39,218,99,38,3847,368,393,1200,1061,296,393,136,9.9,55.3,25.1,9.6,9.6,10.2,31.2,27.6,7.7,10.2,3.5,2354,45000,56675,5662,1681,29.7,3981,70.3,3387,59.8,429,7.6,45,0.8,0,0,0,0,0,0,120,2.1,490
Northside School,Northside ISD,463,460,<25,<25,69.2,<25,,<25,11.1,Texas,29.5496408,-98.704075,,N/A,Bexar County,N/A,48029,,181724,48029181724,2021,181724,Bexar County,Texas,433,20,175,215,23,3342,116,0,494,735,376,950,671,4.6,40.4,49.7,5.3,3.5,0,14.8,22,11.3,28.4,20.1,1643,115129,119977,5273,2938,55.7,2335,44.3,1711,32.4,148,2.8,25,0.5,189,3.6,0,0,0,0,262,5,463
Lasara H S,Lasara ISD,558,518,<25,<25,28.6,<25,16.7,<25,16.7,Texas,26.5051488,-97.9374948,,N/A,Willacy County,N/A,48489,,950700,48489950700,2021,950700,Willacy County,Texas,397,145,117,135,0,1251,348,167,371,145,63,105,52,36.5,29.5,34,0,27.8,13.3,29.7,11.6,5,8.4,4.2,594,26645,48955,2041,1735,85,306,15,306,15,0,0,0,0,0,0,0,0,0,0,0,0,558
Lyford H S,Lyford CISD,518,463,<125,<25,3.4,<25,25,<25,25,Texas,26.4105732,-97.8003261,8201 High School Circle,78569,Willacy County,Lyford,48489,"8201 High School Circle, Lyford, Texas, 78569",950500,48489950500,2021,950500,Willacy County,Texas,342,133,75,120,14,2213,386,232,908,291,91,156,149,38.9,21.9,35.1,4.1,17.4,10.5,41,13.1,4.1,7,6.7,823,50125,56102,3157,2812,89.1,345,10.9,296,9.4,0,0,0,0,0,0,0,0,0,0,49,1.6,518
Raymondville H S,Raymondville ISD,427,423,<125,<25,5.5,<25,,<25,,Texas,26.4680838,-97.7764263,601 Farm to Market 3168,78580,Willacy County,Raymondville,48489,"601 Farm to Market 3168, Raymondville, Texas, 78580",950400,48489950400,2021,950400,Willacy County,Texas,757,286,275,196,0,4427,712,649,1629,772,338,213,114,37.8,36.3,25.9,0,16.1,14.7,36.8,17.4,7.6,4.8,2.6,1612,50972,67320,6699,5465,81.6,1234,18.4,990,14.8,127,1.9,0,0,0,0,0,0,0,0,117,1.7,427
Meridian World School LLC,Meridian World School LLC,618,609,<75,<50,46.2,<25,56.7,<50,86.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,618
Florence H S,Florence ISD,476,462,<100,<50,52.7,<25,10.4,<25,18.8,Texas,30.8307118,-97.7946279,401 Farm to Market Road 970,76527,Williamson County,Florence,48491,"401 Farm to Market Road 970, Florence, Texas, 76527",20206,48491020206,2021,20206,Williamson County,Texas,254,73,115,66,0,1479,55,69,328,374,300,182,171,28.7,45.3,26,0,3.7,4.7,22.2,25.3,20.3,12.3,11.6,850,71250,96628,2476,389,15.7,2087,84.3,2024,81.7,40,1.6,0,0,0,0,0,0,0,0,23,0.9,476
Georgetown H S,Georgetown ISD,519,502,<450,<425,93.8,<100,19.8,<175,38,Texas,30.6621426,-97.6666518,2211 North Austin Avenue,78626,Williamson County,Georgetown,48491,"2211 North Austin Avenue, Georgetown, Texas, 78626",20113,48491020113,2021,20113,Williamson County,Texas,262,24,81,134,23,1856,90,55,749,313,97,362,190,9.2,30.9,51.1,8.8,4.8,3,40.4,16.9,5.2,19.5,10.2,973,62986,74329,2803,1011,36.1,1792,63.9,1555,55.5,158,5.6,0,0,12,0.4,8,0.3,0,0,59,2.1,519
Chip Richarte H S,Georgetown ISD,454,443,<50,<25,26.1,<25,,<25,8.3,Texas,30.6624533,-97.6685077,2201 Old Airport Road,78626,Williamson County,Georgetown,48491,"2201 Old Airport Road, Georgetown, Texas, 78626",20113,48491020113,2021,20113,Williamson County,Texas,262,24,81,134,23,1856,90,55,749,313,97,362,190,9.2,30.9,51.1,8.8,4.8,3,40.4,16.9,5.2,19.5,10.2,973,62986,74329,2803,1011,36.1,1792,63.9,1555,55.5,158,5.6,0,0,12,0.4,8,0.3,0,0,59,2.1,454
East View H S,Georgetown ISD,485,476,<425,<400,92.6,<75,14.1,<125,26.5,Texas,30.6421758,-97.6191475,4490 East University Avenue,78626,Williamson County,Georgetown,48491,"4490 East University Avenue, Georgetown, Texas, 78626",20822,48491020822,2021,20822,Williamson County,Texas,413,18,108,233,54,2996,29,148,954,790,186,521,368,4.4,26.2,56.4,13.1,1,4.9,31.8,26.4,6.2,17.4,12.3,1765,79375,83680,4419,1671,37.8,2748,62.2,2527,57.2,101,2.3,0,0,10,0.2,0,0,0,0,110,2.5,485
Granger School,Granger ISD,556,513,<50,<25,25,<25,28.6,<25,57.1,Texas,30.7207212,-97.4368493,300 North Colorado,76530,Williamson County,Granger,48491,"300 North Colorado, Granger, Texas, 76530",21300,48491021300,2021,21300,Williamson County,Texas,268,23,131,88,26,2859,185,272,1198,605,226,254,119,8.6,48.9,32.8,9.7,6.5,9.5,41.9,21.2,7.9,8.9,4.2,1380,64479,81850,3617,1148,31.7,2469,68.3,2076,57.4,335,9.3,0,0,0,0,0,0,3,0.1,55,1.5,556
Hutto H S,Hutto ISD,558,545,498,105,21.1,37,35.2,60,57.1,Texas,30.5362835,-97.5624313,101 Farm to Market 685,78634,Williamson County,Hutto,48491,"101 Farm to Market 685, Hutto, Texas, 78634",20820,48491020820,2021,20820,Williamson County,Texas,428,16,145,256,11,5373,293,112,1382,1028,576,1556,426,3.7,33.9,59.8,2.6,5.5,2.1,25.7,19.1,10.7,29,7.9,2563,95409,120230,7808,2410,30.9,5398,69.1,3844,49.2,1283,16.4,0,0,0,0,0,0,62,0.8,209,2.7,558
Jarrell H S,Jarrell ISD,521,491,<125,<25,16.2,<25,10.5,<25,26.3,Texas,30.8187918,-97.628006,1100 Farm to Market Road 487,76537,Williamson County,Jarrell,48491,"1100 Farm to Market Road 487, Jarrell, Texas, 76537",21603,48491021603,2021,21603,Williamson County,Texas,170,11,99,57,3,1998,93,64,557,429,271,452,132,6.5,58.2,33.5,1.8,4.7,3.2,27.9,21.5,13.6,22.6,6.6,934,90000,110399,2690,632,23.5,2058,76.5,1994,74.1,0,0,2,0.1,11,0.4,0,0,3,0.1,48,1.8,521
Liberty Hill H S,Liberty Hill ISD,529,519,310,238,76.8,61,25.6,104,43.7,Texas,30.682505,-97.9540081,16500 West State Highway 29,78642,Williamson County,Liberty Hill,48491,"16500 West State Highway 29, Liberty Hill, Texas, 78642",20330,48491020330,2021,20330,Williamson County,Texas,218,66,109,21,22,2709,228,94,590,387,321,666,423,30.3,50,9.6,10.1,8.4,3.5,21.8,14.3,11.8,24.6,15.6,1489,100855,126272,3766,850,22.6,2916,77.4,2667,70.8,95,2.5,0,0,11,0.3,0,0,0,0,143,3.8,529
Round Rock H S,Round Rock ISD,565,559,785,838,100,344,41.1,517,61.7,Texas,30.5087008,-97.6989096,201 Deep Wood Drive,78681,Williamson County,Round Rock,48491,"201 Deep Wood Drive, Round Rock, Texas, 78681",20503,48491020503,2021,20503,Williamson County,Texas,276,43,144,67,22,3940,149,25,385,576,412,1502,891,15.6,52.2,24.3,8,3.8,0.6,9.8,14.6,10.5,38.1,22.6,2199,121281,138567,5692,980,17.2,4712,82.8,3716,65.3,66,1.2,18,0.3,554,9.7,0,0,39,0.7,319,5.6,565
Round Rock Opport Ctr DAEP,Round Rock ISD,,,<25,<25,,<25,100,<25,100,Texas,30.5468975,-97.6757949,931 Luther Peterson Place,78665,Williamson County,Round Rock,48491,"931 Luther Peterson Place, Round Rock, Texas, 78665",21513,48491021513,2021,21513,Williamson County,Texas,509,63,70,284,92,1229,86,17,300,201,125,389,111,12.4,13.8,55.8,18.1,7,1.4,24.4,16.4,10.2,31.7,9,1239,39082,43597,2508,331,13.2,2177,86.8,1051,41.9,1004,40,50,2,0,0,0,0,0,0,72,2.9,0
Westwood H S,Round Rock ISD,613,628,693,715,100,423,59.2,526,73.6,Texas,30.4561495,-97.7977569,12400 Mellow Meadow Drive,78750,Williamson County,Austin,48491,"12400 Mellow Meadow Drive, Austin, Texas, 78750",20405,48491020405,2021,20405,Williamson County,Texas,709,81,252,351,25,4551,301,266,672,711,375,1223,1003,11.4,35.5,49.5,3.5,6.6,5.8,14.8,15.6,8.2,26.9,22,2926,69469,97406,7385,1340,18.1,6045,81.9,4165,56.4,237,3.2,0,0,1471,19.9,0,0,0,0,172,2.3,613
McNeil H S,Round Rock ISD,550,556,571,617,100,238,38.6,337,54.6,Texas,30.4492728,-97.7332482,5720 McNeil Drive,78729,Travis County,Austin,48453,"5720 McNeil Drive, Austin, Texas, 78729",34100,48453034100,2021,34100,Travis County,Texas,491,27,126,234,104,4694,119,160,449,642,178,1446,1700,5.5,25.7,47.7,21.2,2.5,3.4,9.6,13.7,3.8,30.8,36.2,3021,73135,84410,6208,1047,16.9,5161,83.1,2151,34.6,431,6.9,0,0,2389,38.5,0,0,0,0,190,3.1,550
Stony Point H S,Round Rock ISD,495,487,<575,<600,100,<100,16.3,<200,33.2,Texas,30.5299986,-97.6614234,1801 Tiger Trail,78664,Williamson County,Round Rock,48491,"1801 Tiger Trail, Round Rock, Texas, 78664",21517,48491021517,2021,21517,Williamson County,Texas,546,89,173,284,0,2118,169,137,474,641,259,317,121,16.3,31.7,52,0,8,6.5,22.4,30.3,12.2,15,5.7,1306,86750,101064,3466,1322,38.1,2144,61.9,1702,49.1,279,8,0,0,105,3,0,0,0,0,58,1.7,495
Cedar Ridge H S,Round Rock ISD,528,514,596,622,100,159,25.6,275,44.2,Texas,30.4937457,-97.6416612,2801 Gattis School Road,78664,Williamson County,Round Rock,48491,"2801 Gattis School Road, Round Rock, Texas, 78664",20712,48491020712,2021,20712,Williamson County,Texas,203,0,0,203,0,3001,70,171,418,871,249,855,367,0,0,100,0,2.3,5.7,13.9,29,8.3,28.5,12.2,1726,99598,123834,4614,1128,24.4,3486,75.6,1938,42,832,18,0,0,522,11.3,0,0,0,0,194,4.2,528
Success H S,Round Rock ISD,459,446,<300,<25,3.1,<25,11.1,<25,11.1,Texas,30.4961724,-97.6716784,500 Gattis School Road,78664,Williamson County,Round Rock,48491,"500 Gattis School Road, Round Rock, Texas, 78664",20704,48491020704,2021,20704,Williamson County,Texas,525,0,500,25,0,4446,213,390,1382,1007,698,625,131,0,95.2,4.8,0,4.8,8.8,31.1,22.6,15.7,14.1,2.9,2730,59617,63524,6518,2531,38.8,3987,61.2,2112,32.4,1169,17.9,0,0,70,1.1,0,0,53,0.8,583,8.9,459
RRISD ECHS,Round Rock ISD,562,544,<75,<75,100,<25,30,<50,64.3,Texas,30.5613475,-97.6556941,4400 College Park Drive,78665,Williamson County,Round Rock,48491,"4400 College Park Drive, Round Rock, Texas, 78665",21516,48491021516,2021,21516,Williamson County,Texas,176,34,0,142,0,1395,5,55,635,417,106,122,55,19.3,0,80.7,0,0.4,3.9,45.5,29.9,7.6,8.7,3.9,723,73006,75169,1674,622,37.2,1052,62.8,609,36.4,200,11.9,0,0,82,4.9,0,0,77,4.6,84,5,562
Taylor H S,Taylor ISD,459,469,<175,<175,87.8,<25,5.3,<50,21.2,Texas,30.5482113,-97.4311181,355 Farm to Market Road 973,76574,Williamson County,Taylor,48491,"355 Farm to Market Road 973, Taylor, Texas, 76574",20808,48491020808,2021,20808,Williamson County,Texas,113,18,39,56,0,1274,66,98,349,330,86,253,92,15.9,34.5,49.6,0,5.2,7.7,27.4,25.9,6.8,19.9,7.2,595,67548,87948,1738,572,32.9,1166,67.1,869,50,177,10.2,0,0,0,0,0,0,8,0.5,112,6.4,459
Legacy ECHS,Taylor ISD,585,558,<50,<25,51.1,<25,34.8,<25,52.2,Texas,30.5722407,-97.4090975,516 North Main Street,76574,Williamson County,Taylor,48491,"516 North Main Street, Taylor, Texas, 76574",21100,48491021100,2021,21100,Williamson County,Texas,93,14,52,21,6,1784,231,158,567,414,79,223,112,15.1,55.9,22.6,6.5,12.9,8.9,31.8,23.2,4.4,12.5,6.3,1060,50500,60348,2952,1852,62.7,1100,37.3,1010,34.2,57,1.9,0,0,0,0,0,0,0,0,33,1.1,585
Thrall H S,Thrall ISD,512,511,<75,<75,98.3,<25,18.6,<50,45.8,Texas,30.5867662,-97.2931902,601 South Bounds Street,76578,Williamson County,Thrall,48491,"601 South Bounds Street, Thrall, Texas, 76578",20900,48491020900,2021,20900,Williamson County,Texas,226,16,72,113,25,3665,120,173,1226,867,197,723,359,7.1,31.9,50,11.1,3.3,4.7,33.5,23.7,5.4,19.7,9.8,1915,86510,90722,5057,1289,25.5,3768,74.5,3471,68.6,60,1.2,11,0.2,64,1.3,0,0,0,0,162,3.2,512
Leander H S,Leander ISD,531,521,487,499,100,123,24.6,225,45.1,Texas,30.5386339,-97.8507812,3301 South Bagdad Road,78641,Williamson County,Leander,48491,"3301 South Bagdad Road, Leander, Texas, 78641",20323,48491020323,2021,20323,Williamson County,Texas,437,154,101,173,9,1759,19,44,348,599,179,449,121,35.2,23.1,39.6,2.1,1.1,2.5,19.8,34.1,10.2,25.5,6.9,997,82903,97112,3230,700,21.7,2530,78.3,1987,61.5,173,5.4,9,0.3,62,1.9,48,1.5,0,0,251,7.8,531
Cedar Park H S,Leander ISD,566,561,488,493,100,198,40.2,301,61.1,Texas,30.4732516,-97.8439905,2150 Cypress Creek Road,78613,Williamson County,Cedar Park,48491,"2150 Cypress Creek Road, Cedar Park, Texas, 78613",20325,48491020325,2021,20325,Williamson County,Texas,276,64,127,77,8,1445,87,104,503,325,135,216,75,23.2,46,27.9,2.9,6,7.2,34.8,22.5,9.3,14.9,5.2,721,67328,77143,2465,1066,43.2,1399,56.8,1175,47.7,38,1.5,66,2.7,50,2,0,0,10,0.4,60,2.4,566
Vista Ridge H S,Leander ISD,561,557,536,539,100,219,40.6,320,59.4,Texas,30.5165045,-97.7878702,200 South Vista Ridge Boulevard,78613,Williamson County,Cedar Park,48491,"200 South Vista Ridge Boulevard, Cedar Park, Texas, 78613",20347,48491020347,2021,20347,Williamson County,Texas,159,51,61,47,0,1676,0,65,215,306,55,635,400,32.1,38.4,29.6,0,0,3.9,12.8,18.3,3.3,37.9,23.9,900,125962,146285,2638,677,25.7,1961,74.3,1600,60.7,109,4.1,10,0.4,242,9.2,0,0,0,0,0,0,561
Rouse H S,Leander ISD,538,524,409,401,98,102,25.4,191,47.6,Texas,30.5711019,-97.8207742,1222 Raider Way,78641,Williamson County,Leander,48491,"1222 Raider Way, Leander, Texas, 78641",20339,48491020339,2021,20339,Williamson County,Texas,274,19,131,106,18,1658,0,91,144,518,144,458,303,6.9,47.8,38.7,6.6,0,5.5,8.7,31.2,8.7,27.6,18.3,993,122750,135593,2438,654,26.8,1784,73.2,1234,50.6,71,2.9,0,0,198,8.1,0,0,0,0,281,11.5,538
Vandegrift H S,Leander ISD,593,594,<675,<675,98.8,<350,52.6,<475,68.8,Texas,30.3982649,-97.8248104,9500 McNeil Drive,78750,Travis County,Austin,48453,"9500 McNeil Drive, Austin, Texas, 78750",45400,48453045400,2021,45400,Travis County,Texas,691,0,0,0,691,4854,0,29,235,629,159,2079,1723,0,0,0,100,0,0.6,4.8,13,3.3,42.8,35.5,3937,101822,104469,5846,1027,17.6,4819,82.4,3493,59.8,187,3.2,0,0,994,17,0,0,78,1.3,67,1.1,593
Glenn H S,Leander ISD,499,478,<400,<400,100,<50,12.2,<125,27,Texas,30.5999112,-97.8823122,1320 Collaborative Way,78641,Williamson County,Leander,48491,"1320 Collaborative Way, Leander, Texas, 78641",20342,48491020342,2021,20342,Williamson County,Texas,156,0,34,102,20,1855,51,139,434,299,212,500,220,0,21.8,65.4,12.8,2.7,7.5,23.4,16.1,11.4,27,11.9,863,109821,104566,3638,1002,27.5,2636,72.5,1642,45.1,176,4.8,0,0,103,2.8,0,0,0,0,715,19.7,499
New Hope H S,Leander ISD,531,509,<100,<25,7.8,<25,14.3,<25,42.9,Texas,30.5361777,-97.8142482,East New Hope Drive,N/A,Williamson County,N/A,48491,"East New Hope Drive, N/A, Texas, N/A",20351,48491020351,2021,20351,Williamson County,Texas,298,18,126,154,0,3213,65,193,506,752,336,1134,227,6,42.3,51.7,0,2,6,15.7,23.4,10.5,35.3,7.1,1660,100833,116023,4543,639,14.1,3904,85.9,3596,79.2,71,1.6,32,0.7,135,3,15,0.3,0,0,55,1.2,531
Leander Middle,Leander ISD,,,<25,<25,,<25,,<25,,Texas,30.5737659,-97.852353,410 South West Drive,78641,Williamson County,Leander,48491,"410 South West Drive, Leander, Texas, 78641",20332,48491020332,2021,20332,Williamson County,Texas,288,81,93,87,27,2001,115,223,651,296,253,361,102,28.1,32.3,30.2,9.4,5.7,11.1,32.5,14.8,12.6,18,5.1,1106,80604,94065,3434,1114,32.4,2320,67.6,2254,65.6,11,0.3,0,0,28,0.8,0,0,0,0,27,0.8,0
