School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Clear Springs H S,Clear Creek ISD,524,525,699,636,91,154,24.2,280,44,Texas,29.5000863,-95.1432805,501 Palomino Lane,77573,Galveston County,League City,48167,"501 Palomino Lane, League City, Texas, 77573",720501,48167720501,2021,720501,Galveston County,Texas,188,17,80,81,10,2989,11,119,668,492,294,944,461,9,42.6,43.1,5.3,0.4,4,22.3,16.5,9.8,31.6,15.4,1468,105818,121536,4275,764,17.9,3511,82.1,3015,70.5,165,3.9,20,0.5,83,1.9,0,0,100,2.3,128,3,524
Clear Horizons ECHS,Clear Creek ISD,591,587,<125,<125,100,<75,46.6,<100,81,Texas,29.5788023,-95.2043233,13735 Beamer Road,77089,Harris County,Houston,48201,"13735 Beamer Road, Houston, Texas, 77089",350500,48201350500,2021,350500,Harris County,Texas,864,105,416,291,52,4745,781,540,903,573,649,838,461,12.2,48.1,33.7,6,16.5,11.4,19,12.1,13.7,17.7,9.7,2244,70756,98341,7488,2355,31.5,5133,68.5,1652,22.1,1130,15.1,0,0,2036,27.2,0,0,0,0,315,4.2,591
Clear Falls H S,Clear Creek ISD,530,528,588,561,95.4,148,26.4,271,48.3,Texas,29.5092391,-95.0245707,4380 Village Way,77573,Galveston County,League City,48167,"4380 Village Way, League City, Texas, 77573",721210,48167721210,2021,721210,Galveston County,Texas,262,34,155,69,4,3781,51,37,277,961,453,1376,626,13,59.2,26.3,1.5,1.3,1,7.3,25.4,12,36.4,16.6,1955,143917,160138,6251,1363,21.8,4888,78.2,3864,61.8,75,1.2,0,0,599,9.6,0,0,0,0,350,5.6,530
Friendswood H S,Friendswood ISD,577,577,509,379,74.5,165,43.5,256,67.5,Texas,29.5124746,-95.209163,702 Greenbriar Drive,77546,Galveston County,Friendswood,48167,"702 Greenbriar Drive, Friendswood, Texas, 77546",720302,48167720302,2021,720302,Galveston County,Texas,558,119,167,230,42,4598,42,100,537,1208,384,1639,688,21.3,29.9,41.2,7.5,0.9,2.2,11.7,26.3,8.4,35.6,15,2341,130164,153714,7058,1082,15.3,5976,84.7,5332,75.5,385,5.5,0,0,150,2.1,0,0,48,0.7,61,0.9,577
Post H S,Post ISD,,,<75,<25,1.6,<25,,<25,,Texas,33.1867816,-101.3801826,307 West 4th Street,79356,Garza County,Post,48169,"307 West 4th Street, Post, Texas, 79356",950101,48169950101,2021,950101,Garza County,Texas,136,30,95,11,0,808,100,186,200,197,8,31,86,22.1,69.9,8.1,0,12.4,23,24.8,24.4,1,3.8,10.6,433,47587,54658,1345,828,61.6,517,38.4,233,17.3,276,20.5,0,0,8,0.6,0,0,0,0,0,0,0
Fredericksburg H S,Fredericksburg ISD,529,512,211,116,55,21,18.1,46,39.7,Texas,30.2602444,-98.8822233,1107 South State Highway 16,78624,Gillespie County,Fredericksburg,48171,"1107 South State Highway 16, Fredericksburg, Texas, 78624",950500,48171950500,2021,950500,Gillespie County,Texas,290,72,65,109,44,3113,265,107,1000,652,222,579,288,24.8,22.4,37.6,15.2,8.5,3.4,32.1,20.9,7.1,18.6,9.3,1689,64280,104134,4441,1484,33.4,2957,66.6,2882,64.9,12,0.3,0,0,37,0.8,0,0,8,0.2,18,0.4,529
Harper H S,Harper ISD,516,485,<50,<50,67.5,<25,7.4,<25,25.9,Texas,30.3328407,-99.3229213,,N/A,Gillespie County,N/A,48171,,950100,48171950100,2021,950100,Gillespie County,Texas,426,36,184,149,57,3277,282,273,902,567,195,812,246,8.5,43.2,35,13.4,8.6,8.3,27.5,17.3,6,24.8,7.5,1755,65199,85600,4401,1043,23.7,3358,76.3,3237,73.6,0,0,0,0,0,0,0,0,41,0.9,80,1.8,516
Garden City H S,Glasscock County ISD,485,483,<25,<25,100,<25,8.7,<25,30.4,Texas,31.8668195,-101.4852971,240 Bearkat Avenue,79739,Glasscock County,Garden City,48173,"240 Bearkat Avenue, Garden City, Texas, 79739",950100,48173950100,2021,950100,Glasscock County,Texas,146,16,28,95,7,831,140,64,152,188,31,196,60,11,19.2,65.1,4.8,16.8,7.7,18.3,22.6,3.7,23.6,7.2,457,85417,110050,1221,539,44.1,682,55.9,628,51.4,0,0,0,0,0,0,0,0,0,0,54,4.4,485
Goliad H S,Goliad ISD,531,501,90,38,42.2,9,23.7,17,44.7,Texas,28.6768627,-97.3941773,746 N Tiger Dr,77963,Goliad County,Goliad,48175,"746 N Tiger Dr, Goliad, Texas, 77963",960200,48175960200,2021,960200,Goliad County,Texas,148,83,44,21,0,2011,209,65,534,516,265,265,157,56.1,29.7,14.2,0,10.4,3.2,26.6,25.7,13.2,13.2,7.8,1157,51519,76878,2754,1121,40.7,1633,59.3,1422,51.6,68,2.5,22,0.8,11,0.4,0,0,0,0,110,4,531
Gonzales H S,Gonzales ISD,493,486,<200,<75,27.8,<25,5.8,<25,25,Texas,29.5213966,-97.4393844,1801 North Sarah Dewitt Drive,78629,Gonzales County,Gonzales,48177,"1801 North Sarah Dewitt Drive, Gonzales, Texas, 78629",300,48177000300,2021,300,Gonzales County,Texas,214,73,97,35,9,2131,246,218,1097,136,98,244,92,34.1,45.3,16.4,4.2,11.5,10.2,51.5,6.4,4.6,11.5,4.3,1287,48468,66731,3474,1809,52.1,1665,47.9,1109,31.9,492,14.2,0,0,64,1.8,0,0,0,0,0,0,493
Nixon-Smiley H S,Nixon-Smiley CISD,483,462,<75,<25,32.4,<25,4.2,<25,25,Texas,29.2763946,-97.7642639,800 North Rancho Road,78140,Gonzales County,Nixon,48177,"800 North Rancho Road, Nixon, Texas, 78140",500,48177000500,2021,500,Gonzales County,Texas,335,73,191,52,19,2575,385,415,1209,283,117,102,64,21.8,57,15.5,5.7,15,16.1,47,11,4.5,4,2.5,1476,63690,73386,4069,2854,70.1,1215,29.9,999,24.6,177,4.3,0,0,0,0,0,0,14,0.3,25,0.6,483
Waelder School,Waelder ISD,436,409,<25,<25,66.7,<25,,<25,,Texas,29.6339362,-97.3084571,,N/A,Gonzales County,N/A,48177,,100,48177000100,2021,100,Gonzales County,Texas,223,35,169,11,8,2136,251,233,969,430,91,65,97,15.7,75.8,4.9,3.6,11.8,10.9,45.4,20.1,4.3,3,4.5,1096,51528,67321,2806,1474,52.5,1332,47.5,1163,41.4,129,4.6,0,0,0,0,0,0,0,0,40,1.4,436
McLean School,McLean ISD,,,<25,<25,10,<25,100,<25,100,Texas,35.2360503,-100.59846,,79057,Gray County,McLean,48179,,950100,48179950100,2021,950100,Gray County,Texas,290,84,115,88,3,3436,148,359,1285,870,275,390,109,29,39.7,30.3,1,4.3,10.4,37.4,25.3,8,11.4,3.2,1165,75865,94115,4706,804,17.1,3902,82.9,3321,70.6,389,8.3,44,0.9,25,0.5,0,0,37,0.8,86,1.8,0
Pampa H S,Pampa ISD,525,522,<275,<25,4.3,<25,18.2,<25,45.5,Texas,35.550785,-100.9647609,111 East Harvester Avenue,79065,Gray County,Pampa,48179,"111 East Harvester Avenue, Pampa, Texas, 79065",950300,48179950300,2021,950300,Gray County,Texas,248,18,74,144,12,2839,85,108,778,897,230,483,258,7.3,29.8,58.1,4.8,3,3.8,27.4,31.6,8.1,17,9.1,1681,73180,117943,3974,451,11.3,3523,88.7,3292,82.8,54,1.4,54,1.4,29,0.7,57,1.4,0,0,37,0.9,525
Bells H S,Bells ISD,560,534,67,33,49.3,7,21.2,19,57.6,Texas,33.6334359,-96.4057498,1500 Ole Ambrose Road,75414,Grayson County,Bells,48181,"1500 Ole Ambrose Road, Bells, Texas, 75414",101,48181000101,2021,101,Grayson County,Texas,237,20,88,110,19,3420,144,204,972,884,511,444,261,8.4,37.1,46.4,8,4.2,6,28.4,25.8,14.9,13,7.6,1850,59531,82535,4635,827,17.8,3808,82.2,3481,75.1,0,0,44,0.9,123,2.7,0,0,0,0,160,3.5,560
Collinsville H S,Collinsville ISD,,,<75,<25,1.9,<25,100,<25,100,Texas,33.5621087,-96.904228,202 North Broadway Street,76233,Grayson County,Collinsville,48181,"202 North Broadway Street, Collinsville, Texas, 76233",1902,48181001902,2021,1902,Grayson County,Texas,602,72,314,189,27,3334,128,168,1193,914,198,537,196,12,52.2,31.4,4.5,3.8,5,35.8,27.4,5.9,16.1,5.9,1857,77375,90254,5147,586,11.4,4561,88.6,4127,80.2,144,2.8,15,0.3,36,0.7,5,0.1,0,0,234,4.5,0
Denison H S,Denison ISD,589,567,244,31,12.7,16,51.6,21,67.7,Texas,33.7925507,-96.5485274,4200 Texas 91,75020,Grayson County,Denison,48181,"4200 Texas 91, Denison, Texas, 75020",302,48181000302,2021,302,Grayson County,Texas,271,8,206,51,6,3853,21,169,1426,1016,383,571,267,3,76,18.8,2.2,0.5,4.4,37,26.4,9.9,14.8,6.9,1948,75893,90957,5069,172,3.4,4897,96.6,4597,90.7,0,0,38,0.7,32,0.6,0,0,11,0.2,219,4.3,589
Howe H S,Howe ISD,524,507,72,42,58.3,8,19,17,40.5,Texas,33.52823,-96.609189,200 Ponderosa Road,75459,Grayson County,Howe,48181,"200 Ponderosa Road, Howe, Texas, 75459",1801,48181001801,2021,1801,Grayson County,Texas,552,52,293,201,6,4546,261,132,1371,1142,480,725,435,9.4,53.1,36.4,1.1,5.7,2.9,30.2,25.1,10.6,15.9,9.6,2460,72344,92313,6803,1303,19.2,5500,80.8,4744,69.7,288,4.2,151,2.2,17,0.2,0,0,3,0,297,4.4,524
Sherman H S,Sherman ISD,481,478,373,279,74.8,31,11.1,72,25.8,Texas,33.6009243,-96.635882,2907 West Travis Street,75092,Grayson County,Sherman,48181,"2907 West Travis Street, Sherman, Texas, 75092",903,48181000903,2021,902,Grayson County,Texas,132,0,4,128,0,2258,44,57,773,453,594,242,95,0,3,97,0,1.9,2.5,34.2,20.1,26.3,10.7,4.2,1356,40532,60088,2952,79,2.7,2873,97.3,2410,81.6,431,14.6,2,0.1,0,0,0,0,0,0,30,1,481
Tioga School,Tioga ISD,517,507,<50,<25,42.5,<25,23.5,<25,29.4,Texas,33.4712785,-96.9133667,405 North Florence Street,76271,Grayson County,Tioga,48181,"405 North Florence Street, Tioga, Texas, 76271",1902,48181001902,2021,1902,Grayson County,Texas,602,72,314,189,27,3334,128,168,1193,914,198,537,196,12,52.2,31.4,4.5,3.8,5,35.8,27.4,5.9,16.1,5.9,1857,77375,90254,5147,586,11.4,4561,88.6,4127,80.2,144,2.8,15,0.3,36,0.7,5,0.1,0,0,234,4.5,517
Van Alstyne H S,Van Alstyne ISD,588,566,106,22,20.8,8,36.4,17,77.3,Texas,33.4142129,-96.596754,700 Collin Mckinney Parkway,75495,Grayson County,Van Alstyne,48181,"700 Collin Mckinney Parkway, Van Alstyne, Texas, 75495",1803,48181001803,2021,1803,Grayson County,Texas,684,128,357,199,0,4660,207,99,1256,1457,407,966,268,18.7,52.2,29.1,0,4.4,2.1,27,31.3,8.7,20.7,5.8,2419,88589,103824,7278,806,11.1,6472,88.9,5667,77.9,459,6.3,9,0.1,0,0,0,0,0,0,337,4.6,588
Whitesboro H S,Whitesboro ISD,600,574,<100,<25,8.1,<25,37.5,<25,75,Texas,33.6621031,-96.9229717,1 Bearcat Drive,76273,Grayson County,Whitesboro,48181,"1 Bearcat Drive, Whitesboro, Texas, 76273",1103,48181001103,2021,1103,Grayson County,Texas,255,18,92,23,122,3109,85,200,1118,729,325,300,352,7.1,36.1,9,47.8,2.7,6.4,36,23.4,10.5,9.6,11.3,1774,72746,120653,4366,212,4.9,4154,95.1,3908,89.5,102,2.3,24,0.5,86,2,0,0,0,0,34,0.8,600
Whitewright H S,Whitewright ISD,507,480,<75,<50,90.6,<25,14.6,<25,22.9,Texas,33.5043646,-96.395892,304 Echols Lane,75491,Grayson County,Whitewright,48181,"304 Echols Lane, Whitewright, Texas, 75491",102,48181000102,2021,102,Grayson County,Texas,324,76,128,120,0,2136,43,127,546,765,189,299,167,23.5,39.5,37,0,2,5.9,25.6,35.8,8.8,14,7.8,1291,73324,77453,3330,193,5.8,3137,94.2,2915,87.5,133,4,4,0.1,6,0.2,0,0,0,0,79,2.4,507
Pottsboro H S,Pottsboro ISD,533,521,101,62,61.4,6,9.7,31,50,Texas,33.764545,-96.6523396,901 Farm to Market 120,75076,Grayson County,Pottsboro,48181,"901 Farm to Market 120, Pottsboro, Texas, 75076",302,48181000302,2021,302,Grayson County,Texas,271,8,206,51,6,3853,21,169,1426,1016,383,571,267,3,76,18.8,2.2,0.5,4.4,37,26.4,9.9,14.8,6.9,1948,75893,90957,5069,172,3.4,4897,96.6,4597,90.7,0,0,38,0.7,32,0.6,0,0,11,0.2,219,4.3,533
S And S Cons H S,S And S CISD,516,525,<75,<50,57.8,<25,13.5,<25,45.9,Texas,33.6772041,-96.8498916,404 South Main Street,76264,Grayson County,Sadler,48181,"404 South Main Street, Sadler, Texas, 76264",1104,48181001104,2021,1104,Grayson County,Texas,277,50,83,111,33,2154,21,139,798,475,234,230,257,18.1,30,40.1,11.9,1,6.5,37,22.1,10.9,10.7,11.9,1117,72847,100902,2757,244,8.9,2513,91.1,2413,87.5,0,0,10,0.4,33,1.2,0,0,0,0,57,2.1,516
Gunter H S,Gunter ISD,534,525,<75,<75,92.4,<25,19.7,<50,45.9,Texas,33.4575548,-96.7389184,1102 North 8th Street,75058,Grayson County,Gunter,48181,"1102 North 8th Street, Gunter, Texas, 75058",1901,48181001901,2021,1901,Grayson County,Texas,512,90,102,304,16,4685,248,209,982,1024,688,1046,488,17.6,19.9,59.4,3.1,5.3,4.5,21,21.9,14.7,22.3,10.4,2478,99363,120026,7348,1359,18.5,5989,81.5,5690,77.4,12,0.2,8,0.1,68,0.9,1,0,0,0,210,2.9,534
Tom Bean H S,Tom Bean ISD,532,468,<50,<25,19.1,<25,11.1,<25,11.1,Texas,33.5275548,-96.4978622,7719 Texas 11,75489,Grayson County,Tom Bean,48181,"7719 Texas 11, Tom Bean, Texas, 75489",1802,48181001802,2021,1802,Grayson County,Texas,423,36,223,164,0,3413,162,164,871,1040,429,515,232,8.5,52.7,38.8,0,4.7,4.8,25.5,30.5,12.6,15.1,6.8,1828,69423,99469,5057,558,11,4499,89,4208,83.2,55,1.1,20,0.4,10,0.2,0,0,27,0.5,179,3.5,532
Dan Chadwick Campus,East Texas Charter Schools,523,545,<50,<25,12.1,<25,25,<25,50,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,523
Gladewater H S,Gladewater ISD,512,472,<125,<25,4.9,<25,,<25,20,Texas,32.5476223,-94.9641034,2201 West Gay Avenue,75647,Upshur County,Gladewater,48459,"2201 West Gay Avenue, Gladewater, Texas, 75647",950600,48459950600,2021,950600,Upshur County,Texas,238,33,74,114,17,2806,41,333,1027,831,162,314,98,13.9,31.1,47.9,7.1,1.5,11.9,36.6,29.6,5.8,11.2,3.5,1419,58016,72426,3997,182,4.6,3815,95.4,3344,83.7,299,7.5,0,0,81,2,0,0,13,0.3,78,2,512
Kilgore H S,Kilgore ISD,481,477,255,155,60.8,15,9.7,37,23.9,Texas,32.3941521,-94.8722736,711 North Longview Street,75662,Gregg County,Kilgore,48183,"711 North Longview Street, Kilgore, Texas, 75662",10700,48183010700,2021,10700,Gregg County,Texas,835,16,387,415,17,2029,166,390,891,223,191,97,71,1.9,46.3,49.7,2,8.2,19.2,43.9,11,9.4,4.8,3.5,1232,36438,52926,4035,1123,27.8,2912,72.2,1742,43.2,960,23.8,0,0,41,1,0,0,0,0,169,4.2,481
Longview H S,Longview ISD,528,518,<500,<150,29.3,<50,27.3,<75,51.1,Texas,32.5445318,-94.7432729,201 E Tomlinson Pkwy,75605,Gregg County,Longview,48183,"201 E Tomlinson Pkwy, Longview, Texas, 75605",401,48183000401,2021,401,Gregg County,Texas,619,129,151,297,42,2567,7,156,722,910,368,327,77,20.8,24.4,48,6.8,0.3,6.1,28.1,35.4,14.3,12.7,3,1922,54315,58827,3872,601,15.5,3271,84.5,2266,58.5,764,19.7,9,0.2,143,3.7,0,0,0,0,89,2.3,528
Pine Tree H S,Pine Tree ISD,458,453,<325,<250,75.2,<25,6.8,<50,16.7,Texas,32.5164907,-94.7819802,900 Northwest Drive,75604,Gregg County,Longview,48183,"900 Northwest Drive, Longview, Texas, 75604",501,48183000501,2021,501,Gregg County,Texas,249,18,65,61,105,3591,25,51,575,1274,260,974,432,7.2,26.1,24.5,42.2,0.7,1.4,16,35.5,7.2,27.1,12,2189,105715,136207,4535,89,2,4446,98,3399,75,451,9.9,0,0,186,4.1,0,0,0,0,410,9,458
Excel H S Of Choice,Pine Tree ISD,420,401,<25,<25,,<25,,<25,,Texas,32.5152629,-94.7807287,1005 West Fairmont Street,75604,Gregg County,Longview,48183,"1005 West Fairmont Street, Longview, Texas, 75604",501,48183000501,2021,501,Gregg County,Texas,249,18,65,61,105,3591,25,51,575,1274,260,974,432,7.2,26.1,24.5,42.2,0.7,1.4,16,35.5,7.2,27.1,12,2189,105715,136207,4535,89,2,4446,98,3399,75,451,9.9,0,0,186,4.1,0,0,0,0,410,9,420
Pine Tree J H,Pine Tree ISD,,,<25,<25,,<25,,<25,,Texas,32.5194132,-94.7838463,2100 West Loop 281,75604,Gregg County,Longview,48183,"2100 West Loop 281, Longview, Texas, 75604",501,48183000501,2021,501,Gregg County,Texas,249,18,65,61,105,3591,25,51,575,1274,260,974,432,7.2,26.1,24.5,42.2,0.7,1.4,16,35.5,7.2,27.1,12,2189,105715,136207,4535,89,2,4446,98,3399,75,451,9.9,0,0,186,4.1,0,0,0,0,410,9,0
Sabine H S,Sabine ISD,535,522,106,39,36.8,6,15.4,19,48.7,Texas,32.4460107,-94.9518479,5424 Farm-to-Market 1252 West,75647,Gregg County,Gladewater,48183,"5424 Farm-to-Market 1252 West, Gladewater, Texas, 75647",10402,48183010402,2021,10402,Gregg County,Texas,365,0,100,265,0,3329,85,209,918,1044,463,460,150,0,27.4,72.6,0,2.6,6.3,27.6,31.4,13.9,13.8,4.5,1673,75281,83070,4837,453,9.4,4384,90.6,3981,82.3,173,3.6,13,0.3,37,0.8,0,0,0,0,180,3.7,535
Spring Hill H S,Spring Hill ISD,601,593,<125,<25,8.5,<25,40,<25,80,Texas,32.5644089,-94.7953024,2800 East George Richey Road,75605,Gregg County,Longview,48183,"2800 East George Richey Road, Longview, Texas, 75605",10100,48183010100,2021,10100,Gregg County,Texas,487,174,140,156,17,4193,116,166,1075,1013,542,741,540,35.7,28.7,32,3.5,2.8,4,25.6,24.2,12.9,17.7,12.9,2146,108452,135272,6078,645,10.6,5433,89.4,4798,78.9,476,7.8,0,0,40,0.7,0,0,0,0,119,2,601
White Oak H S,White Oak ISD,543,523,<100,<25,3.6,<25,33.3,<25,66.7,Texas,32.5321052,-94.8614315,200 South White Oak Road,75693,Gregg County,White Oak,48183,"200 South White Oak Road, White Oak, Texas, 75693",10302,48183010302,2021,10302,Gregg County,Texas,316,0,219,97,0,3482,262,143,1006,911,416,384,360,0,69.3,30.7,0,7.5,4.1,28.9,26.2,11.9,11,10.3,1888,72692,94691,5186,503,9.7,4683,90.3,4342,83.7,183,3.5,9,0.2,7,0.1,43,0.8,0,0,99,1.9,543
Anderson-Shiro Jr/Sr H S,Anderson-Shiro CISD,513,491,71,43,60.6,6,14,14,32.6,Texas,30.4880089,-95.995545,458 Farm to Market 149,77830,Grimes County,Anderson,48185,"458 Farm to Market 149, Anderson, Texas, 77830",180303,48185180303,2021,180303,Grimes County,Texas,173,80,85,7,1,1825,16,154,608,299,180,321,247,46.2,49.1,4,0.6,0.9,8.4,33.3,16.4,9.9,17.6,13.5,981,92138,110827,2783,308,11.1,2475,88.9,2399,86.2,14,0.5,0,0,0,0,0,0,15,0.5,47,1.7,513
Iola H S,Iola ISD,534,529,<50,<25,36.4,<25,,<25,50,Texas,30.7669092,-96.0714564,22875 Farm to Market 39,77861,Grimes County,Iola,48185,"22875 Farm to Market 39, Iola, Texas, 77861",180304,48185180304,2021,180304,Grimes County,Texas,219,28,113,78,0,1780,21,64,698,496,210,201,90,12.8,51.6,35.6,0,1.2,3.6,39.2,27.9,11.8,11.3,5.1,978,95812,120157,2441,175,7.2,2266,92.8,2044,83.7,160,6.6,0,0,0,0,0,0,0,0,62,2.5,534
Navasota H S,Navasota ISD,456,441,<175,<125,66,<25,3.8,<25,15.2,Texas,30.4005732,-96.0689048,1 Rattler Drive,77868,Grimes County,Navasota,48185,"1 Rattler Drive, Navasota, Texas, 77868",180202,48185180202,2021,180202,Grimes County,Texas,223,0,148,75,0,2409,152,83,862,607,24,420,261,0,66.4,33.6,0,6.3,3.4,35.8,25.2,1,17.4,10.8,1299,102986,95285,3522,860,24.4,2662,75.6,2138,60.7,501,14.2,0,0,23,0.7,0,0,0,0,0,0,456
Seguin H S,Seguin ISD,529,510,<400,<100,26.3,<25,19.2,<50,44.4,Texas,29.5776493,-97.9469729,1315 East Cedar Street,78155,Guadalupe County,Seguin,48187,"1315 East Cedar Street, Seguin, Texas, 78155",210400,48187210400,2021,210400,Guadalupe County,Texas,619,173,223,204,19,3133,169,297,1331,581,183,422,150,27.9,36,33,3.1,5.4,9.5,42.5,18.5,5.8,13.5,4.8,1687,49789,64639,4749,2232,47,2517,53,2251,47.4,237,5,4,0.1,0,0,0,0,0,0,25,0.5,529
Mercer & Blumberg Lrn Ctr,Seguin ISD,520,477,<75,<25,4.1,<25,,<25,33.3,Texas,29.5701848,-97.9675024,118 North Bowie Street,78155,Guadalupe County,Seguin,48187,"118 North Bowie Street, Seguin, Texas, 78155",210300,48187210300,2021,210300,Guadalupe County,Texas,897,0,337,530,30,3547,360,474,1650,570,132,243,118,0,37.6,59.1,3.3,10.1,13.4,46.5,16.1,3.7,6.9,3.3,2109,35458,45044,5637,3556,63.1,2081,36.9,1698,30.1,272,4.8,33,0.6,0,0,0,0,0,0,78,1.4,520
Samuel Clemens H S,Schertz-Cibolo-U City ISD,512,505,<575,<575,100,<125,18.9,<225,38.1,Texas,29.563166,-98.2655987,1001 Elbel Road,78154,Guadalupe County,Schertz,48187,"1001 Elbel Road, Schertz, Texas, 78154",210705,48187210705,2021,210705,Guadalupe County,Texas,338,8,194,124,12,2121,12,69,581,661,259,374,165,2.4,57.4,36.7,3.6,0.6,3.3,27.4,31.2,12.2,17.6,7.8,1290,66944,79653,3105,884,28.5,2221,71.5,1723,55.5,354,11.4,0,0,62,2,0,0,0,0,82,2.6,512
Allison L Steele E L C,Schertz-Cibolo-U City ISD,,,<175,<25,0.7,<25,100,<25,100,Texas,29.5528051,-98.2763529,204 Wright Avenue,78154,Guadalupe County,Schertz,48187,"204 Wright Avenue, Schertz, Texas, 78154",210706,48187210706,2021,210706,Guadalupe County,Texas,530,0,244,258,28,3491,88,223,1135,855,244,743,203,0,46,48.7,5.3,2.5,6.4,32.5,24.5,7,21.3,5.8,1911,63819,71718,5102,2491,48.8,2611,51.2,2077,40.7,102,2,4,0.1,42,0.8,0,0,0,0,386,7.6,0
Byron P Steele II H S,Schertz-Cibolo-U City ISD,515,509,<625,<625,97.6,<125,17.2,<250,39.6,Texas,29.5762158,-98.2168588,1300 Farm to Market Road 1103,78108,Guadalupe County,Cibolo,48187,"1300 Farm to Market Road 1103, Cibolo, Texas, 78108",210718,48187210718,2021,210717,Guadalupe County,Texas,833,177,382,208,66,4377,71,275,1006,841,496,1113,575,21.2,45.9,25,7.9,1.6,6.3,23,19.2,11.3,25.4,13.1,2264,92500,111060,7601,2519,33.1,5082,66.9,3352,44.1,1280,16.8,49,0.6,158,2.1,0,0,0,0,243,3.2,515
Navarro H S,Navarro ISD,548,545,139,42,30.2,15,35.7,25,59.5,Texas,29.6556146,-97.9681229,6350 Texas 123,78155,Guadalupe County,Seguin,48187,"6350 Texas 123, Seguin, Texas, 78155",210508,48187210508,2021,210508,Guadalupe County,Texas,401,15,205,181,0,2243,72,133,866,441,180,429,122,3.7,51.1,45.1,0,3.2,5.9,38.6,19.7,8,19.1,5.4,1177,82798,94901,3661,1966,53.7,1695,46.3,1653,45.2,0,0,0,0,0,0,0,0,8,0.2,34,0.9,548
Marion H S,Marion ISD,491,479,<100,<100,84.6,<25,11.7,<25,28.6,Texas,29.5671806,-98.1412795,506 Bulldog Lane,78124,Guadalupe County,Marion,48187,"506 Bulldog Lane, Marion, Texas, 78124",210603,48187210603,2021,210603,Guadalupe County,Texas,160,36,70,54,0,1820,178,229,606,292,228,238,49,22.5,43.8,33.8,0,9.8,12.6,33.3,16,12.5,13.1,2.7,906,64391,87754,2611,1201,46,1410,54,999,38.3,166,6.4,0,0,21,0.8,0,0,7,0.3,217,8.3,491
Abernathy H S,Abernathy ISD,557,558,<75,<25,20,<25,25,<25,66.7,Texas,33.8302994,-101.8449966,505 7th Street,79311,Hale County,Abernathy,48189,"505 7th Street, Abernathy, Texas, 79311",950900,48189950900,2021,950900,Hale County,Texas,143,34,28,68,13,1688,139,123,532,366,73,304,151,23.8,19.6,47.6,9.1,8.2,7.3,31.5,21.7,4.3,18,8.9,1025,54495,74696,2786,1134,40.7,1652,59.3,1591,57.1,0,0,4,0.1,0,0,0,0,4,0.1,53,1.9,557
Hale Center H S,Hale Center ISD,496,492,<50,<25,12.8,<25,,<25,20,Texas,34.0867727,-101.866362,,N/A,Hale County,N/A,48189,,950700,48189950700,2021,950700,Hale County,Texas,235,110,92,17,16,1862,354,179,616,418,63,180,52,46.8,39.1,7.2,6.8,19,9.6,33.1,22.4,3.4,9.7,2.8,1048,43636,65325,2715,1603,59,1112,41,836,30.8,203,7.5,0,0,0,0,0,0,7,0.3,66,2.4,496
